SERVICE_RTE_NUM,INBD_OUTBD_CD,DAY_PART_CD,STOP_ID,STOP_NAME,DAY_TYPE,STOP_SEQUENCE_NUM,AVG_TRIP_BOARDINGS,AVG_TOTAL_BOARDINGS,AVG_TRIP_ALIGHTINGS,AVG_TOTAL_ALIGHTINGS,AVG_TRIP_DEPARTING_LOAD
701,I,XNT,3382,Shoreline North/185th Station Bay 1,Weekday,0,2.388,18.190,0.000,0.000,2.388
701,I,XNT,3313,Aurora Village Transit Center Bay 12,Weekday,1,3.469,29.238,0.508,4.286,5.588
701,I,XNT,2747,238th St SW NB Station,Weekday,2,0.801,6.905,0.453,3.905,5.945
701,I,XNT,2753,Gateway NB Station at 216th St SW,Weekday,3,0.884,7.619,0.514,4.429,6.315
701,I,XNT,2761,Heron NB Station at 200th St SW,Weekday,4,0.344,2.952,0.467,4.000,6.206
701,I,XNT,3247,196th St SW NB Station,Weekday,5,2.210,17.571,0.743,5.905,7.629
701,I,XNT,2767,Cherry Hill NB Station at 176th St SW,Weekday,6,0.764,5.857,0.398,3.048,8.118
701,I,XNT,2777,148th St SW NB Station,Weekday,7,2.180,17.857,1.233,10.095,9.599
701,I,XNT,2779,Lincoln Way NB Station,Weekday,8,0.680,5.857,0.801,6.905,9.602
701,I,XNT,2781,Airport Road NB Station,Weekday,9,3.229,26.905,3.663,30.524,9.223
701,I,XNT,2783,112th St SW NB Station,Weekday,10,0.581,4.952,0.933,7.952,8.944
701,I,XNT,2787,4th Ave W NB Station,Weekday,11,0.791,6.667,1.475,12.429,8.294
701,I,XNT,2795,Casino Rd NB Station,Weekday,12,1.683,13.381,3.060,24.333,7.240
701,I,XNT,2807,Madison St NB Station,Weekday,13,0.677,5.286,1.640,12.810,6.488
701,I,XNT,2815,50th St NB Station,Weekday,14,0.515,4.095,0.982,7.810,6.311
701,I,XNT,2819,40th St NB Station,Weekday,15,0.253,2.048,0.965,7.810,5.665
701,I,XNT,2835,Colby Ave NB Station,Weekday,16,0.173,1.476,2.084,17.762,3.726
701,I,XNT,2838,Everett Station Bay G1,Weekday,17,0.023,0.190,3.543,29.190,0.064
701,I,AM,2807,Madison St NB Station,Weekday,13,0.447,9.048,0.809,16.381,8.245
701,I,AM,2815,50th St NB Station,Weekday,14,0.630,12.667,0.654,13.143,8.227
701,I,AM,2819,40th St NB Station,Weekday,15,0.321,6.381,0.823,16.333,7.686
701,I,AM,2835,Colby Ave NB Station,Weekday,16,0.261,5.143,2.249,44.333,5.686
701,I,AM,2838,Everett Station Bay G1,Weekday,17,0.007,0.143,5.720,112.762,0.000
701,I,AM,3247,196th St SW NB Station,Weekday,5,1.591,33.857,0.660,14.048,8.192
701,I,AM,2767,Cherry Hill NB Station at 176th St SW,Weekday,6,0.842,18.000,0.739,15.810,8.229
701,I,AM,2777,148th St SW NB Station,Weekday,7,1.417,29.619,0.574,12.000,9.043
701,I,AM,2779,Lincoln Way NB Station,Weekday,8,1.016,20.905,0.521,10.714,9.514
701,I,AM,2781,Airport Road NB Station,Weekday,9,2.658,54.048,1.988,40.429,10.126
701,I,AM,2783,112th St SW NB Station,Weekday,10,0.771,15.714,0.694,14.143,10.154
701,I,AM,2787,4th Ave W NB Station,Weekday,11,0.939,19.048,1.289,26.143,9.758
701,I,AM,2795,Casino Rd NB Station,Weekday,12,1.178,24.000,2.005,40.857,8.727
701,I,AM,3382,Shoreline North/185th Station Bay 1,Weekday,0,3.455,76.667,0.000,0.000,3.455
701,I,AM,3313,Aurora Village Transit Center Bay 12,Weekday,1,3.918,86.571,0.453,10.000,6.916
701,I,AM,2747,238th St SW NB Station,Weekday,2,0.672,14.238,0.447,9.476,7.157
701,I,AM,2753,Gateway NB Station at 216th St SW,Weekday,3,0.847,17.952,0.973,20.619,7.031
701,I,AM,2761,Heron NB Station at 200th St SW,Weekday,4,0.587,12.381,0.332,7.000,7.269
701,I,MID,2838,Everett Station Bay G1,Weekday,17,0.014,0.476,5.937,203.000,0.000
701,I,MID,2787,4th Ave W NB Station,Weekday,11,1.711,58.810,2.830,97.286,12.802
701,I,MID,2795,Casino Rd NB Station,Weekday,12,1.959,68.000,3.787,131.476,10.956
701,I,MID,2807,Madison St NB Station,Weekday,13,0.713,24.762,1.329,46.143,10.298
701,I,MID,2815,50th St NB Station,Weekday,14,0.886,30.429,1.485,51.000,9.696
701,I,MID,2819,40th St NB Station,Weekday,15,0.607,20.857,1.197,41.095,9.111
701,I,MID,2835,Colby Ave NB Station,Weekday,16,0.456,15.571,3.654,124.762,5.915
701,I,MID,2781,Airport Road NB Station,Weekday,9,4.077,141.714,2.774,96.429,13.581
701,I,MID,2783,112th St SW NB Station,Weekday,10,1.757,60.333,1.350,46.333,13.936
701,I,MID,2767,Cherry Hill NB Station at 176th St SW,Weekday,6,1.641,57.429,1.788,62.571,11.359
701,I,MID,2777,148th St SW NB Station,Weekday,7,2.036,70.571,1.389,48.143,11.948
701,I,MID,2779,Lincoln Way NB Station,Weekday,8,1.455,50.571,1.005,34.952,12.353
701,I,MID,2747,238th St SW NB Station,Weekday,2,1.280,45.048,0.725,25.524,8.568
701,I,MID,2753,Gateway NB Station at 216th St SW,Weekday,3,1.644,57.857,0.970,34.143,9.230
701,I,MID,2761,Heron NB Station at 200th St SW,Weekday,4,1.244,43.524,0.727,25.429,9.684
701,I,MID,3247,196th St SW NB Station,Weekday,5,3.190,111.667,1.306,45.714,11.518
701,I,MID,3382,Shoreline North/185th Station Bay 1,Weekday,0,4.207,147.857,0.000,0.000,4.207
701,I,MID,3313,Aurora Village Transit Center Bay 12,Weekday,1,4.650,163.619,0.721,25.381,8.130
701,I,PM,2835,Colby Ave NB Station,Weekday,16,0.569,13.429,3.935,92.952,6.125
701,I,PM,2838,Everett Station Bay G1,Weekday,17,0.006,0.143,6.218,144.190,0.000
701,I,PM,2815,50th St NB Station,Weekday,14,1.282,30.286,2.016,47.619,9.911
701,I,PM,2819,40th St NB Station,Weekday,15,0.770,18.190,1.278,30.190,9.456
701,I,PM,2781,Airport Road NB Station,Weekday,9,4.776,113.476,4.030,95.762,16.112
701,I,PM,2783,112th St SW NB Station,Weekday,10,1.600,38.238,2.116,50.571,15.689
701,I,PM,2787,4th Ave W NB Station,Weekday,11,1.511,35.619,3.234,76.238,14.059
701,I,PM,2795,Casino Rd NB Station,Weekday,12,2.415,56.476,4.925,115.143,11.637
701,I,PM,2807,Madison St NB Station,Weekday,13,0.929,21.857,2.073,48.762,10.589
701,I,PM,2779,Lincoln Way NB Station,Weekday,8,1.456,34.381,1.520,35.905,15.256
