SERVICE_RTE_NUM,INBD_OUTBD_CD,DAY_PART_CD,STOP_ID,STOP_NAME,DAY_TYPE,STOP_SEQUENCE_NUM,AVG_TRIP_BOARDINGS,AVG_TOTAL_BOARDINGS,AVG_TRIP_ALIGHTINGS,AVG_TOTAL_ALIGHTINGS,AVG_TRIP_DEPARTING_LOAD
702,I,AM,3035,Canyon Park Park & Ride Bay 6,Saturday,0,1.822,16.400,0.000,0.000,1.822
702,I,AM,3033,220th St SE NB Station,Saturday,1,0.333,3.000,0.044,0.400,2.111
702,I,AM,3032,208th St SE NB Station,Saturday,2,1.622,14.600,0.378,3.400,3.356
702,I,AM,3031,196th St SE NB Station,Saturday,3,1.067,9.600,0.022,0.200,4.400
702,I,AM,3030,180th St SE NB Station,Saturday,4,0.711,6.400,0.667,6.000,4.444
702,I,AM,3029,164th St SE NB Station,Saturday,5,0.600,5.400,1.089,9.800,3.956
702,I,AM,3028,153rd St SE NB Station,Saturday,6,0.200,1.800,0.378,3.400,3.778
702,I,AM,3027,Trillium Blvd NB Station,Saturday,7,0.262,2.200,0.071,0.600,3.810
702,I,AM,3026,16th Ave SE NB Station,Saturday,8,1.425,11.400,0.675,5.400,4.675
702,I,AM,3025,Dumas Rd NB Station,Saturday,9,0.275,2.200,0.125,1.000,4.825
702,I,AM,3024,3rd Ave SE NB Station,Saturday,10,0.650,5.200,0.175,1.400,5.300
702,I,AM,3023,4th Ave W NB Station,Saturday,11,2.475,19.800,1.275,10.200,6.500
702,I,AM,3022,Gibson Rd NB Station,Saturday,12,0.900,7.200,0.400,3.200,7.000
702,I,AM,3021,Hwy 99 NB Station,Saturday,13,0.450,3.600,4.975,39.800,2.475
702,I,AM,3020,112th St SW NB Station,Saturday,14,0.100,0.800,0.400,3.200,2.175
702,I,AM,3019,100th St SW NB Station,Saturday,15,0.000,0.000,0.300,2.400,1.875
702,I,AM,3018,Kasch Park Rd NB Station,Saturday,16,0.000,0.000,0.359,2.800,1.513
702,I,AM,3017,Seaway Transit Center Bay 13,Saturday,17,0.000,0.000,1.514,10.600,0.000
702,I,MID,3017,Seaway Transit Center Bay 13,Saturday,17,0.022,0.400,1.337,24.600,0.000
702,I,MID,3027,Trillium Blvd NB Station,Saturday,7,0.261,4.800,0.413,7.600,4.880
702,I,MID,3026,16th Ave SE NB Station,Saturday,8,2.077,37.800,1.011,18.400,5.604
702,I,MID,3025,Dumas Rd NB Station,Saturday,9,0.527,9.600,0.154,2.800,5.978
702,I,MID,3024,3rd Ave SE NB Station,Saturday,10,0.911,16.400,0.233,4.200,6.567
702,I,MID,3023,4th Ave W NB Station,Saturday,11,2.789,50.200,1.933,34.800,7.422
702,I,MID,3022,Gibson Rd NB Station,Saturday,12,0.733,13.200,0.589,10.600,7.567
702,I,MID,3021,Hwy 99 NB Station,Saturday,13,0.500,9.000,5.644,101.600,2.422
702,I,MID,3020,112th St SW NB Station,Saturday,14,0.122,2.200,0.533,9.600,2.011
702,I,MID,3019,100th St SW NB Station,Saturday,15,0.022,0.400,0.157,2.800,1.865
702,I,MID,3018,Kasch Park Rd NB Station,Saturday,16,0.022,0.400,0.567,10.200,1.322
702,I,MID,3035,Canyon Park Park & Ride Bay 6,Saturday,0,2.656,49.400,0.000,0.000,2.656
702,I,MID,3033,220th St SE NB Station,Saturday,1,0.456,8.200,0.011,0.200,3.033
702,I,MID,3032,208th St SE NB Station,Saturday,2,1.922,34.600,0.611,11.000,4.344
702,I,MID,3031,196th St SE NB Station,Saturday,3,1.144,20.600,0.456,8.200,5.033
702,I,MID,3030,180th St SE NB Station,Saturday,4,1.556,28.000,0.478,8.600,6.111
702,I,MID,3029,164th St SE NB Station,Saturday,5,0.911,16.400,1.511,27.200,5.511
702,I,MID,3028,153rd St SE NB Station,Saturday,6,0.322,5.800,0.811,14.600,5.022
702,I,PM,3019,100th St SW NB Station,Saturday,15,0.000,0.000,0.197,2.400,1.820
702,I,PM,3018,Kasch Park Rd NB Station,Saturday,16,0.050,0.600,0.383,4.600,1.500
702,I,PM,3017,Seaway Transit Center Bay 13,Saturday,17,0.000,0.000,1.552,18.000,0.000
702,I,PM,3026,16th Ave SE NB Station,Saturday,8,3.203,37.800,2.220,26.200,9.525
702,I,PM,3025,Dumas Rd NB Station,Saturday,9,0.644,7.600,0.305,3.600,9.864
702,I,PM,3024,3rd Ave SE NB Station,Saturday,10,0.517,6.200,0.733,8.800,9.717
702,I,PM,3023,4th Ave W NB Station,Saturday,11,3.867,46.400,2.833,34.000,10.750
702,I,PM,3022,Gibson Rd NB Station,Saturday,12,0.783,9.400,1.600,19.200,9.933
702,I,PM,3021,Hwy 99 NB Station,Saturday,13,0.683,8.200,7.900,94.800,2.717
702,I,PM,3020,112th St SW NB Station,Saturday,14,0.000,0.000,0.717,8.600,2.000
702,I,PM,3035,Canyon Park Park & Ride Bay 6,Saturday,0,4.702,53.600,0.000,0.000,4.702
702,I,PM,3033,220th St SE NB Station,Saturday,1,0.400,4.800,0.000,0.000,5.100
702,I,PM,3032,208th St SE NB Station,Saturday,2,2.783,33.400,0.900,10.800,6.983
702,I,PM,3031,196th St SE NB Station,Saturday,3,1.333,16.000,0.817,9.800,7.500
702,I,PM,3030,180th St SE NB Station,Saturday,4,2.483,29.800,0.783,9.400,9.200
702,I,PM,3029,164th St SE NB Station,Saturday,5,1.767,21.200,2.633,31.600,8.333
702,I,PM,3028,153rd St SE NB Station,Saturday,6,0.817,9.800,0.983,11.800,8.167
702,I,PM,3027,Trillium Blvd NB Station,Saturday,7,0.298,3.400,0.509,5.800,8.193
702,I,XEV,3017,Seaway Transit Center Bay 13,Saturday,17,0.042,0.400,1.188,11.400,0.000
