DateValue - Year,DateValue - Month,"Direction, Friendly",LongName,Line_Temp,BoardingCnt,AlightingCnt,stationCode,
2024,December,North,Mountlake Terrace,1 Line,2324,22362,141,
2024,December,North,Shoreline North/185th,1 Line,1646,16021,142,
2024,December,North,Shoreline South/148th,1 Line,2672,15992,143,
2024,December,North,Northgate,1 Line,8703,53065,145,
2024,December,North,Roosevelt,1 Line,8523,42711,146,
2024,December,North,U District,1 Line,25566,58343,147,
2024,December,North,University of Washington,1 Line,22706,36657,148,
2024,December,North,Capitol Hill,1 Line,51565,57786,149,
2024,December,North,Westlake/Seattle,1 Line,82360,55346,150,
2024,December,North,Symphony,1 Line,29338,25327,151,
2024,December,North,Pioneer Square,1 Line,20265,14109,152,
2024,December,North,International District/Chinatown,1 Line,40390,18642,153,
2024,December,North,Stadium,1 Line,10373,6960,154,
2024,December,North,SODO,1 Line,12957,6716,155,
2024,December,North,Beacon Hill,1 Line,20601,11694,156,
2024,December,North,Mount Baker,1 Line,16219,10017,157,
2024,December,North,Columbia City,1 Line,16372,5964,158,
2024,December,North,Othello,1 Line,18511,6934,160,
2024,December,North,Rainier Beach,1 Line,11300,5130,161,
2024,December,North,Tukwila International Blvd,1 Line,29118,11629,163,
2024,December,North,SeaTac/Airport,1 Line,90480,8388,164,
2024,December,North,Angle Lake,1 Line,41856,279,165,
2024,December,South,Lynnwood City Center,1 Line,27237,392,140,
2024,December,South,Mountlake Terrace,1 Line,7071,970,141,
2024,December,South,Shoreline North/185th,1 Line,6012,661,142,
2024,December,South,Shoreline South/148th,1 Line,5646,803,143,
2024,December,South,Northgate,1 Line,18972,2741,145,
2024,December,South,Roosevelt,1 Line,17908,3632,146,
2024,December,South,U District,1 Line,22770,9679,147,
2024,December,South,University of Washington,1 Line,14889,9079,148,
2024,December,South,Capitol Hill,1 Line,18413,21984,149,
2024,December,South,Westlake/Seattle,1 Line,20461,28787,150,
2024,December,South,Symphony,1 Line,9529,12623,151,
2024,December,South,Pioneer Square,1 Line,6317,8670,152,
2024,December,South,International District/Chinatown,1 Line,8700,14917,153,
2024,December,South,Stadium,1 Line,3551,6317,154,
2024,December,South,SODO,1 Line,3175,5253,155,
2024,December,South,Beacon Hill,1 Line,3879,8444,156,
2024,December,South,Mount Baker,1 Line,3888,5863,157,
2024,December,South,Columbia City,1 Line,2639,6803,158,
2024,December,South,Othello,1 Line,2871,7483,160,
2024,December,South,Rainier Beach,1 Line,2418,6310,161,
2024,December,South,Tukwila International Blvd,1 Line,3870,13031,163,
2024,December,South,SeaTac/Airport,1 Line,4806,31398,164,
