DateValue - Year,DateValue - Month,"Direction, Friendly",LongName,Line_Temp,BoardingCnt,AlightingCnt,stationCode,
2024,October,East,Overlake Village,2 Line,389,2369,262,
2024,October,East,BelRed,2 Line,613,1449,261,
2024,October,East,Spring District,2 Line,740,1621,260,
2024,October,East,Wilburton,2 Line,884,1021,259,
2024,October,East,Bellevue Downtown,2 Line,5850,1455,258,
2024,October,East,East Main,2 Line,1228,547,257,
2024,October,East,South Bellevue,2 Line,6797,102,256,
2024,October,West,Redmond Technology,2 Line,9163,148,263,
2024,October,West,Overlake Village,2 Line,2414,581,262,
2024,October,West,BelRed,2 Line,1549,770,261,
2024,October,West,Spring District,2 Line,1705,882,260,
2024,October,West,Wilburton,2 Line,1162,938,259,
2024,October,West,Bellevue Downtown,2 Line,1450,6648,258,
2024,October,West,East Main,2 Line,521,951,257,
2024,October,West,South Bellevue,2 Line,316,7108,256,
