DateValue - Year,DateValue - Month,"Direction, Friendly",LongName,Line_Temp,BoardingCnt,AlightingCnt,stationCode,
2024,September,North,Lynnwood City Center,1 Line,4910,76525,140,
2024,September,North,Mountlake Terrace,1 Line,2315,21212,141,
2024,September,North,Shoreline North/185th,1 Line,1600,14060,142,
2024,September,North,Shoreline South/148th,1 Line,2255,12883,143,
2024,September,North,Northgate,1 Line,8186,53071,145,
2024,September,North,Roosevelt,1 Line,8198,44368,146,
2024,September,North,U District,1 Line,25381,58229,147,
2024,September,North,University of Washington,1 Line,24408,41986,148,
2024,September,North,Capitol Hill,1 Line,51869,57248,149,
2024,September,North,Westlake/Seattle,1 Line,78100,62614,150,
2024,September,North,Symphony,1 Line,30403,27086,151,
2024,September,North,Pioneer Square,1 Line,20146,15045,152,
2024,September,North,International District/Chinatown,1 Line,45025,22816,153,
2024,September,North,Stadium,1 Line,13094,14923,154,
2024,September,North,SODO,1 Line,14175,7033,155,
2024,September,North,Beacon Hill,1 Line,20951,10863,156,
2024,September,North,Mount Baker,1 Line,17141,9101,157,
2024,September,North,Columbia City,1 Line,17525,5541,158,
2024,September,North,Othello,1 Line,19282,6962,160,
2024,September,North,Rainier Beach,1 Line,12636,5213,161,
2024,September,North,Tukwila International Blvd,1 Line,29793,9474,163,
2024,September,North,SeaTac/Airport,1 Line,89288,9908,164,
2024,September,North,Angle Lake,1 Line,49602,484,165,
2024,September,South,Lynnwood City Center,1 Line,56421,748,140,
2024,September,South,Mountlake Terrace,1 Line,13186,1451,141,
2024,September,South,Shoreline North/185th,1 Line,9118,1114,142,
2024,September,South,Shoreline South/148th,1 Line,8624,1395,143,
2024,September,South,Northgate,1 Line,36281,4704,145,
2024,September,South,Roosevelt,1 Line,30374,5606,146,
2024,September,South,U District,1 Line,36364,16646,147,
2024,September,South,University of Washington,1 Line,24550,17580,148,
2024,September,South,Capitol Hill,1 Line,30192,33821,149,
2024,September,South,Westlake/Seattle,1 Line,36568,49819,150,
2024,September,South,Symphony,1 Line,15652,21654,151,
2024,September,South,Pioneer Square,1 Line,8903,14267,152,
2024,September,South,International District/Chinatown,1 Line,14161,32704,153,
2024,September,South,Stadium,1 Line,5850,15382,154,
2024,September,South,SODO,1 Line,4166,8137,155,
2024,September,South,Beacon Hill,1 Line,5588,12056,156,
2024,September,South,Mount Baker,1 Line,5806,9100,157,
2024,September,South,Columbia City,1 Line,3520,10127,158,
2024,September,South,Othello,1 Line,4572,11238,160,
2024,September,South,Rainier Beach,1 Line,3322,8888,161,
2024,September,South,Tukwila International Blvd,1 Line,6090,18421,163,
2024,September,South,SeaTac/Airport,1 Line,6670,50593,164,
