DateValue - Year,DateValue - Month,"Direction, Friendly",LongName,Line_Temp,BoardingCnt,AlightingCnt,stationCode,
2023,October,North,Northgate,1 Line,10363,160350,145,
2023,October,North,Roosevelt,1 Line,6631,68488,146,
2023,October,North,U District,1 Line,35521,102538,147,
2023,October,North,University of Washington,1 Line,34642,69054,148,
2023,October,North,Capitol Hill,1 Line,69387,87098,149,
2023,October,North,Westlake/Seattle,1 Line,101532,75167,150,
2023,October,North,University St,1 Line,44821,33478,151,
2023,October,North,Pioneer Square,1 Line,26942,19527,152,
2023,October,North,International District/Chinatown,1 Line,61489,27156,153,
2023,October,North,Stadium,1 Line,12017,10859,154,
2023,October,North,SODO,1 Line,19122,10056,155,
2023,October,North,Beacon Hill,1 Line,27401,12643,156,
2023,October,North,Mount Baker,1 Line,22446,12163,157,
2023,October,North,Columbia City,1 Line,25840,7376,158,
2023,October,North,Othello,1 Line,29188,9304,160,
2023,October,North,Rainier Beach,1 Line,19665,6533,161,
2023,October,North,Tukwila International Blvd,1 Line,34186,9782,163,
2023,October,North,SeaTac/Airport,1 Line,88008,13724,164,
2023,October,North,Angle Lake,1 Line,65102,8,165,
2023,October,South,Northgate,1 Line,174366,32,145,
2023,October,South,Roosevelt,1 Line,74295,7301,146,
2023,October,South,U District,1 Line,110431,38397,147,
2023,October,South,University of Washington,1 Line,71957,36012,148,
2023,October,South,Capitol Hill,1 Line,76318,82573,149,
2023,October,South,Westlake/Seattle,1 Line,82731,104359,150,
2023,October,South,University St,1 Line,34599,46150,151,
2023,October,South,Pioneer Square,1 Line,19300,29501,152,
2023,October,South,International District/Chinatown,1 Line,32259,68674,153,
2023,October,South,Stadium,1 Line,8982,20039,154,
2023,October,South,SODO,1 Line,10195,15788,155,
2023,October,South,Beacon Hill,1 Line,12379,31004,156,
2023,October,South,Mount Baker,1 Line,12962,22174,157,
2023,October,South,Columbia City,1 Line,7371,25892,158,
2023,October,South,Othello,1 Line,9647,29967,160,
2023,October,South,Rainier Beach,1 Line,6186,21206,161,
2023,October,South,Tukwila International Blvd,1 Line,9491,38022,163,
2023,October,South,SeaTac/Airport,1 Line,14921,88259,164,
2023,October,South,Angle Lake,1 Line,8323,72910,165,
