DateValue - Year,DateValue - Month,"Direction, Friendly",LongName,Line_Temp,BoardingCnt,AlightingCnt,stationCode,
2023,March,North,Roosevelt,1 Line,5528,52556,146,
2023,March,North,U District,1 Line,26006,76179,147,
2023,March,North,University of Washington,1 Line,23498,48968,148,
2023,March,North,Capitol Hill,1 Line,53875,68747,149,
2023,March,North,Westlake/Seattle,1 Line,80530,60598,150,
2023,March,North,University St,1 Line,37124,28918,151,
2023,March,North,Pioneer Square,1 Line,21012,15001,152,
2023,March,North,International District/Chinatown,1 Line,46671,21455,153,
2023,March,North,Stadium,1 Line,9622,7798,154,
2023,March,North,SODO,1 Line,15659,8641,155,
2023,March,North,Beacon Hill,1 Line,21827,10489,156,
2023,March,North,Mount Baker,1 Line,17285,9334,157,
2023,March,North,Columbia City,1 Line,20077,5772,158,
2023,March,North,Othello,1 Line,23832,7302,160,
2023,March,North,Rainier Beach,1 Line,16228,5361,161,
2023,March,North,Tukwila International Blvd,1 Line,26912,7281,163,
2023,March,North,SeaTac/Airport,1 Line,65104,10299,164,
2023,March,North,Angle Lake,1 Line,51914,391,165,
2023,March,South,Northgate,1 Line,136859,84,145,
2023,March,South,Roosevelt,1 Line,57904,5693,146,
2023,March,South,U District,1 Line,85392,28130,147,
2023,March,South,University of Washington,1 Line,53442,23218,148,
2023,March,South,Capitol Hill,1 Line,61055,64559,149,
2023,March,South,Westlake/Seattle,1 Line,64752,83400,150,
2023,March,South,University St,1 Line,29600,38659,151,
2023,March,South,Pioneer Square,1 Line,15012,23721,152,
2023,March,South,International District/Chinatown,1 Line,25469,50999,153,
2023,March,South,Stadium,1 Line,7105,17319,154,
2023,March,South,SODO,1 Line,8879,13690,155,
2023,March,South,Beacon Hill,1 Line,10364,25446,156,
2023,March,South,Mount Baker,1 Line,11163,17556,157,
2023,March,South,Columbia City,1 Line,6186,21247,158,
2023,March,South,Othello,1 Line,7953,25256,160,
2023,March,South,Rainier Beach,1 Line,4417,16463,161,
2023,March,South,Tukwila International Blvd,1 Line,7398,30710,163,
2023,March,South,SeaTac/Airport,1 Line,10791,64834,164,
