SERVICE_RTE_NUM,INBD_OUTBD_CD,DAY_PART_CD,STOP_ID,STOP_NAME,DAY_TYPE,STOP_SEQUENCE_NUM,AVG_TRIP_BOARDINGS,AVG_TOTAL_BOARDINGS,AVG_TRIP_ALIGHTINGS,AVG_TOTAL_ALIGHTINGS,AVG_TRIP_DEPARTING_LOAD
703,I,XNT,3222,Edmonds College Transit Center Station,Weekday,0,1.271,10.227,0.000,0.000,1.271
703,I,XNT,3225,Hwy 99 EB Station,Weekday,1,1.079,8.682,0.096,0.773,2.254
703,I,XNT,3227,Lynnwood City Center EB Station,Weekday,2,0.965,8.682,0.934,8.409,2.490
703,I,XNT,3228,188th St SW EB Station,Weekday,3,0.555,4.591,0.346,2.864,2.835
703,I,XNT,3229,180th Pl SW EB Station,Weekday,4,0.148,1.182,0.494,3.955,2.528
703,I,XNT,3231,Swamp Creek Park & Ride EB Station,Weekday,5,0.466,3.727,0.716,5.727,2.278
703,I,XNT,3239,Ash Way Park & Ride Station,Weekday,6,0.610,4.909,0.672,5.409,2.249
703,I,XNT,3233,Larch Way EB Station,Weekday,7,0.214,1.818,0.289,2.455,2.225
703,I,XNT,3234,North Rd EB Station,Weekday,8,0.062,0.545,0.289,2.545,2.031
703,I,XNT,3029,164th St SE NB Station,Weekday,9,0.231,1.955,0.699,5.909,1.645
703,I,XNT,3028,153rd St SE NB Station,Weekday,10,0.101,0.818,0.296,2.409,1.520
703,I,XNT,3027,Trillium Blvd NB Station,Weekday,11,0.073,0.591,0.202,1.636,1.478
703,I,XNT,3224,McCollum Park Park & Ride Station,Weekday,12,0.000,0.000,1.517,12.136,0.006
703,I,AM,3233,Larch Way EB Station,Weekday,7,0.256,5.136,0.348,7.000,2.561
703,I,AM,3234,North Rd EB Station,Weekday,8,0.230,4.591,0.212,4.227,2.585
703,I,AM,3029,164th St SE NB Station,Weekday,9,0.074,1.500,0.840,17.000,1.782
703,I,AM,3028,153rd St SE NB Station,Weekday,10,0.074,1.500,0.377,7.682,1.455
703,I,AM,3027,Trillium Blvd NB Station,Weekday,11,0.027,0.545,0.427,8.591,1.056
703,I,AM,3224,McCollum Park Park & Ride Station,Weekday,12,0.000,0.000,1.071,21.227,-0.002
703,I,AM,3228,188th St SW EB Station,Weekday,3,0.141,3.045,1.426,30.727,2.027
703,I,AM,3229,180th Pl SW EB Station,Weekday,4,0.072,1.545,0.065,1.409,2.027
703,I,AM,3231,Swamp Creek Park & Ride EB Station,Weekday,5,0.497,10.409,0.219,4.591,2.275
703,I,AM,3239,Ash Way Park & Ride Station,Weekday,6,0.654,13.591,0.260,5.409,2.670
703,I,AM,3222,Edmonds College Transit Center Station,Weekday,0,1.816,39.864,0.000,0.000,1.816
703,I,AM,3225,Hwy 99 EB Station,Weekday,1,1.416,30.955,0.133,2.909,3.104
703,I,AM,3227,Lynnwood City Center EB Station,Weekday,2,1.314,27.773,1.017,21.500,3.394
703,I,MID,3224,McCollum Park Park & Ride Station,Weekday,12,0.000,0.000,1.520,53.273,-0.004
703,I,MID,3029,164th St SE NB Station,Weekday,9,0.198,7.091,0.996,35.591,2.223
703,I,MID,3028,153rd St SE NB Station,Weekday,10,0.115,4.091,0.485,17.273,1.856
703,I,MID,3027,Trillium Blvd NB Station,Weekday,11,0.046,1.636,0.385,13.636,1.528
703,I,MID,3233,Larch Way EB Station,Weekday,7,0.337,12.000,0.596,21.227,3.131
703,I,MID,3234,North Rd EB Station,Weekday,8,0.300,10.727,0.398,14.227,3.024
703,I,MID,3228,188th St SW EB Station,Weekday,3,0.697,24.864,2.641,94.227,3.526
703,I,MID,3229,180th Pl SW EB Station,Weekday,4,0.116,4.136,0.179,6.409,3.427
703,I,MID,3231,Swamp Creek Park & Ride EB Station,Weekday,5,0.385,13.773,0.376,13.455,3.414
703,I,MID,3239,Ash Way Park & Ride Station,Weekday,6,0.713,25.318,0.615,21.818,3.465
703,I,MID,3227,Lynnwood City Center EB Station,Weekday,2,1.834,65.864,1.935,69.500,5.489
703,I,MID,3222,Edmonds College Transit Center Station,Weekday,0,3.355,120.636,0.000,0.000,3.355
703,I,MID,3225,Hwy 99 EB Station,Weekday,1,2.708,96.864,0.384,13.727,5.681
703,I,PM,3224,McCollum Park Park & Ride Station,Weekday,12,0.006,0.136,1.833,44.500,-0.006
703,I,PM,3027,Trillium Blvd NB Station,Weekday,11,0.052,1.227,0.728,17.045,1.825
703,I,PM,3239,Ash Way Park & Ride Station,Weekday,6,1.829,44.227,1.289,31.182,5.605
703,I,PM,3233,Larch Way EB Station,Weekday,7,0.491,11.909,1.449,35.182,4.749
703,I,PM,3234,North Rd EB Station,Weekday,8,0.274,6.591,1.053,25.364,4.000
703,I,PM,3029,164th St SE NB Station,Weekday,9,0.408,9.545,1.565,36.636,2.882
703,I,PM,3028,153rd St SE NB Station,Weekday,10,0.217,5.091,0.552,12.955,2.529
703,I,PM,3228,188th St SW EB Station,Weekday,3,1.599,38.227,3.036,72.591,5.627
703,I,PM,3229,180th Pl SW EB Station,Weekday,4,0.174,4.182,0.687,16.545,5.132
703,I,PM,3231,Swamp Creek Park & Ride EB Station,Weekday,5,0.706,16.818,0.832,19.818,5.025
703,I,PM,3222,Edmonds College Transit Center Station,Weekday,0,3.659,87.818,0.000,0.000,3.659
703,I,PM,3225,Hwy 99 EB Station,Weekday,1,3.129,74.818,0.359,8.591,6.437
703,I,PM,3227,Lynnwood City Center EB Station,Weekday,2,3.011,71.591,2.493,59.273,7.059
703,I,XEV,3029,164th St SE NB Station,Weekday,9,0.487,5.227,1.644,17.636,3.110
703,I,XEV,3028,153rd St SE NB Station,Weekday,10,0.264,2.864,0.469,5.091,2.908
703,I,XEV,3027,Trillium Blvd NB Station,Weekday,11,0.115,1.273,0.794,8.773,2.198
703,I,XEV,3224,McCollum Park Park & Ride Station,Weekday,12,0.016,0.182,2.178,24.455,0.000
703,I,XEV,3231,Swamp Creek Park & Ride EB Station,Weekday,5,0.682,6.818,1.200,12.000,6.164
703,I,XEV,3239,Ash Way Park & Ride Station,Weekday,6,1.151,11.409,1.505,14.909,5.817
703,I,XEV,3233,Larch Way EB Station,Weekday,7,0.641,6.409,1.441,14.409,4.982
703,I,XEV,3234,North Rd EB Station,Weekday,8,0.146,1.455,0.703,7.000,4.393
703,I,XEV,3228,188th St SW EB Station,Weekday,3,2.296,20.773,1.869,16.909,7.392
703,I,XEV,3229,180th Pl SW EB Station,Weekday,4,0.267,2.455,0.698,6.409,6.906
703,I,XEV,3222,Edmonds College Transit Center Station,Weekday,0,2.990,27.045,0.000,0.000,2.990
703,I,XEV,3225,Hwy 99 EB Station,Weekday,1,3.010,27.091,0.333,3.000,5.682
703,I,XEV,3227,Lynnwood City Center EB Station,Weekday,2,3.151,27.500,1.896,16.545,7.036
703,O,XNT,3224,McCollum Park Park & Ride Station,Weekday,0,0.909,8.182,0.000,0.000,0.909
703,O,XNT,3046,Trillium Blvd SB Station,Weekday,1,0.377,3.000,0.017,0.136,1.377
703,O,XNT,3047,153rd St SE SB Station,Weekday,2,0.423,3.364,0.011,0.091,1.789
703,O,XNT,3236,Mill Creek Blvd WB Station,Weekday,3,0.640,5.409,0.054,0.455,2.430
703,O,XNT,3237,North Rd WB Station,Weekday,4,0.254,2.273,0.127,1.136,2.614
703,O,XNT,3238,Larch Way WB Station,Weekday,5,0.372,3.318,0.255,2.273,2.730
703,O,XNT,3239,Ash Way Park & Ride Station,Weekday,6,0.464,4.136,0.699,6.227,2.495
703,O,XNT,3240,Swamp Creek Park & Ride WB Station,Weekday,7,0.280,2.455,0.601,5.273,2.238
703,O,XNT,3242,180th Pl SW WB Station,Weekday,8,0.343,2.773,0.090,0.727,2.663
703,O,XNT,3243,188th St SW WB Station,Weekday,9,1.022,8.591,0.157,1.318,3.562
703,O,XNT,3244,Lynnwood City Center WB Station,Weekday,10,1.127,10.091,1.528,13.682,3.345
703,O,XNT,3246,Hwy 99 WB Station,Weekday,11,0.173,1.545,1.640,14.682,1.919
703,O,XNT,3222,Edmonds College Transit Center Station,Weekday,12,0.000,0.000,1.994,16.045,0.011
703,O,AM,3222,Edmonds College Transit Center Station,Weekday,12,0.000,0.000,2.365,51.500,0.000
703,O,AM,3242,180th Pl SW WB Station,Weekday,8,0.690,15.409,0.102,2.273,3.644
703,O,AM,3243,188th St SW WB Station,Weekday,9,0.292,6.409,0.493,10.818,3.429
703,O,AM,3244,Lynnwood City Center WB Station,Weekday,10,1.285,27.864,1.107,24.000,3.558
703,O,AM,3246,Hwy 99 WB Station,Weekday,11,0.118,2.500,1.084,22.909,2.452
703,O,AM,3046,Trillium Blvd SB Station,Weekday,1,0.286,6.545,0.020,0.455,1.214
703,O,AM,3047,153rd St SE SB Station,Weekday,2,0.502,11.500,0.052,1.182,1.665
703,O,AM,3236,Mill Creek Blvd WB Station,Weekday,3,0.724,16.591,0.060,1.364,2.329
703,O,AM,3237,North Rd WB Station,Weekday,4,0.978,22.318,0.068,1.545,3.247
703,O,AM,3238,Larch Way WB Station,Weekday,5,0.994,22.500,0.189,4.273,4.048
703,O,AM,3239,Ash Way Park & Ride Station,Weekday,6,0.625,13.727,1.640,36.000,3.056
703,O,AM,3240,Swamp Creek Park & Ride WB Station,Weekday,7,0.452,9.955,0.295,6.500,3.186
703,O,AM,3224,McCollum Park Park & Ride Station,Weekday,0,0.990,22.500,0.000,0.000,0.990
703,O,MID,3244,Lynnwood City Center WB Station,Weekday,10,1.630,57.500,1.573,55.500,4.517
703,O,MID,3246,Hwy 99 WB Station,Weekday,11,0.207,7.318,1.968,69.591,2.806
703,O,MID,3222,Edmonds College Transit Center Station,Weekday,12,0.000,0.000,2.838,100.864,-0.001
703,O,MID,3243,188th St SW WB Station,Weekday,9,1.248,44.636,1.295,46.318,4.485
703,O,MID,3239,Ash Way Park & Ride Station,Weekday,6,1.016,36.455,0.873,31.318,4.229
703,O,MID,3240,Swamp Creek Park & Ride WB Station,Weekday,7,0.563,20.182,0.439,15.727,4.365
703,O,MID,3242,180th Pl SW WB Station,Weekday,8,0.333,12.000,0.179,6.455,4.540
703,O,MID,3224,McCollum Park Park & Ride Station,Weekday,0,1.558,56.227,0.000,0.000,1.558
703,O,MID,3046,Trillium Blvd SB Station,Weekday,1,0.492,18.091,0.035,1.273,1.995
703,O,MID,3047,153rd St SE SB Station,Weekday,2,0.640,23.273,0.101,3.682,2.550
703,O,MID,3236,Mill Creek Blvd WB Station,Weekday,3,1.152,41.273,0.140,5.000,3.580
703,O,MID,3237,North Rd WB Station,Weekday,4,0.554,19.909,0.296,10.636,3.830
703,O,MID,3238,Larch Way WB Station,Weekday,5,0.599,21.591,0.339,12.227,4.091
703,O,PM,3222,Edmonds College Transit Center Station,Weekday,12,0.006,0.136,3.170,75.227,0.000
703,O,PM,3244,Lynnwood City Center WB Station,Weekday,10,2.267,54.091,2.897,69.136,5.792
703,O,PM,3246,Hwy 99 WB Station,Weekday,11,0.264,6.227,2.969,70.045,3.141
703,O,PM,3243,188th St SW WB Station,Weekday,9,3.306,78.000,1.189,28.045,6.424
703,O,PM,3239,Ash Way Park & Ride Station,Weekday,6,1.066,24.227,1.108,25.182,4.526
703,O,PM,3240,Swamp Creek Park & Ride WB Station,Weekday,7,0.616,14.045,0.859,19.591,4.267
703,O,PM,3242,180th Pl SW WB Station,Weekday,8,0.315,7.227,0.268,6.136,4.298
703,O,PM,3047,153rd St SE SB Station,Weekday,2,0.925,20.682,0.152,3.409,3.163
703,O,PM,3236,Mill Creek Blvd WB Station,Weekday,3,1.577,36.045,0.207,4.727,4.487
703,O,PM,3237,North Rd WB Station,Weekday,4,0.456,10.227,0.590,13.227,4.331
703,O,PM,3238,Larch Way WB Station,Weekday,5,0.897,19.864,0.606,13.409,4.618
703,O,PM,3224,McCollum Park Park & Ride Station,Weekday,0,1.804,39.682,0.000,0.000,1.804
703,O,PM,3046,Trillium Blvd SB Station,Weekday,1,0.714,15.682,0.097,2.136,2.424
703,O,XEV,3222,Edmonds College Transit Center Station,Weekday,12,0.005,0.045,3.681,34.136,0.000
703,O,XEV,3237,North Rd WB Station,Weekday,4,0.305,2.591,0.626,5.318,4.749
703,O,XEV,3238,Larch Way WB Station,Weekday,5,1.301,11.409,0.565,4.955,5.482
703,O,XEV,3239,Ash Way Park & Ride Station,Weekday,6,1.000,9.000,1.419,12.773,5.076
703,O,XEV,3240,Swamp Creek Park & Ride WB Station,Weekday,7,0.391,3.500,1.234,11.045,4.249
703,O,XEV,3242,180th Pl SW WB Station,Weekday,8,0.320,2.864,0.279,2.500,4.325
703,O,XEV,3243,188th St SW WB Station,Weekday,9,4.623,40.136,0.754,6.545,8.215
703,O,XEV,3244,Lynnwood City Center WB Station,Weekday,10,2.545,21.636,3.257,27.682,7.578
703,O,XEV,3246,Hwy 99 WB Station,Weekday,11,0.370,3.364,4.040,36.727,3.735
703,O,XEV,3224,McCollum Park Park & Ride Station,Weekday,0,1.697,15.500,0.000,0.000,1.697
703,O,XEV,3046,Trillium Blvd SB Station,Weekday,1,0.874,7.864,0.081,0.727,2.515
703,O,XEV,3047,153rd St SE SB Station,Weekday,2,0.924,8.318,0.162,1.455,3.278
703,O,XEV,3236,Mill Creek Blvd WB Station,Weekday,3,1.904,16.273,0.277,2.364,4.947
