SERVICE_RTE_NUM,INBD_OUTBD_CD,DAY_PART_CD,STOP_ID,STOP_NAME,DAY_TYPE,STOP_SEQUENCE_NUM,AVG_TRIP_BOARDINGS,AVG_TOTAL_BOARDINGS,AVG_TRIP_ALIGHTINGS,AVG_TOTAL_ALIGHTINGS,AVG_TRIP_DEPARTING_LOAD
701,I,XNT,2742,Aurora Village Station,Weekday,0,5.130,35.909,0.000,0.000,5.130
701,I,XNT,2747,238th St SW NB Station,Weekday,1,0.987,6.864,0.373,2.591,5.673
701,I,XNT,2753,Gateway NB Station at 216th St SW,Weekday,2,1.359,9.455,0.830,5.773,6.203
701,I,XNT,2761,Heron NB Station at 200th St SW,Weekday,3,0.737,4.455,0.504,3.045,6.617
701,I,XNT,3247,196th St SW NB Station,Weekday,4,2.583,15.500,0.939,5.636,8.356
701,I,XNT,2767,Cherry Hill NB Station at 176th St SW,Weekday,5,1.121,6.727,0.576,3.455,8.902
701,I,XNT,2777,148th St SW NB Station,Weekday,6,1.918,12.727,1.377,9.136,9.918
701,I,XNT,2779,Lincoln Way NB Station,Weekday,7,1.329,9.182,0.809,5.591,10.553
701,I,XNT,2781,Airport Road NB Station,Weekday,8,4.150,28.864,3.418,23.773,11.333
701,I,XNT,2783,112th St SW NB Station,Weekday,9,0.777,5.227,1.169,7.864,11.196
701,I,XNT,2787,4th Ave W NB Station,Weekday,10,1.148,7.045,1.911,11.727,11.119
701,I,XNT,2795,Casino Rd NB Station,Weekday,11,2.811,16.864,4.371,26.227,9.765
701,I,XNT,2807,Madison St NB Station,Weekday,12,0.669,4.045,2.068,12.500,8.346
701,I,XNT,2815,50th St NB Station,Weekday,13,0.719,4.409,1.326,8.136,7.704
701,I,XNT,2819,40th St NB Station,Weekday,14,0.354,2.318,1.285,8.409,6.854
701,I,XNT,2835,Colby Ave NB Station,Weekday,15,0.245,1.636,3.694,24.682,3.456
701,I,XNT,2838,Everett Station,Weekday,16,0.014,0.091,3.350,21.773,0.000
701,I,AM,2795,Casino Rd NB Station,Weekday,11,1.341,28.227,2.210,46.500,8.674
701,I,AM,2807,Madison St NB Station,Weekday,12,0.407,8.500,0.900,18.773,8.176
701,I,AM,2815,50th St NB Station,Weekday,13,0.617,12.545,0.716,14.545,8.036
701,I,AM,2819,40th St NB Station,Weekday,14,0.402,8.045,0.918,18.364,7.505
701,I,AM,2835,Colby Ave NB Station,Weekday,15,0.260,5.227,2.212,44.545,5.549
701,I,AM,2838,Everett Station,Weekday,16,0.000,0.000,5.566,113.091,0.000
701,I,AM,2761,Heron NB Station at 200th St SW,Weekday,3,0.738,16.136,0.391,8.545,7.470
701,I,AM,3247,196th St SW NB Station,Weekday,4,1.416,31.091,0.983,21.591,7.892
701,I,AM,2767,Cherry Hill NB Station at 176th St SW,Weekday,5,0.876,19.227,0.613,13.455,8.155
701,I,AM,2777,148th St SW NB Station,Weekday,6,1.517,32.682,0.791,17.045,8.892
701,I,AM,2779,Lincoln Way NB Station,Weekday,7,0.851,17.864,0.608,12.773,9.167
701,I,AM,2781,Airport Road NB Station,Weekday,8,2.976,62.636,2.346,49.364,9.756
701,I,AM,2783,112th St SW NB Station,Weekday,9,0.974,20.545,0.664,14.000,10.039
701,I,AM,2787,4th Ave W NB Station,Weekday,10,1.365,29.091,1.712,36.500,9.561
701,I,AM,2742,Aurora Village Station,Weekday,0,6.542,143.636,0.000,0.000,6.542
701,I,AM,2747,238th St SW NB Station,Weekday,1,0.687,15.045,0.324,7.091,6.919
701,I,AM,2753,Gateway NB Station at 216th St SW,Weekday,2,1.110,24.273,0.757,16.545,7.256
701,I,MID,2807,Madison St NB Station,Weekday,12,0.862,29.909,1.377,47.773,9.613
701,I,MID,2815,50th St NB Station,Weekday,13,1.104,38.682,1.550,54.318,9.153
701,I,MID,2819,40th St NB Station,Weekday,14,0.577,20.136,1.159,40.455,8.561
701,I,MID,2835,Colby Ave NB Station,Weekday,15,0.519,17.909,3.457,119.273,5.618
701,I,MID,2838,Everett Station,Weekday,16,0.005,0.182,5.638,194.000,0.008
701,I,MID,2787,4th Ave W NB Station,Weekday,10,1.938,68.091,2.722,95.636,12.295
701,I,MID,2795,Casino Rd NB Station,Weekday,11,2.012,70.136,4.043,140.955,10.168
701,I,MID,2779,Lincoln Way NB Station,Weekday,7,1.197,42.864,0.746,26.727,10.963
701,I,MID,2781,Airport Road NB Station,Weekday,8,4.321,152.818,2.341,82.773,12.877
701,I,MID,2783,112th St SW NB Station,Weekday,9,1.651,58.318,1.369,48.364,13.121
701,I,MID,2761,Heron NB Station at 200th St SW,Weekday,3,1.010,36.682,0.708,25.727,8.653
701,I,MID,3247,196th St SW NB Station,Weekday,4,2.671,95.909,1.296,46.545,10.029
701,I,MID,2767,Cherry Hill NB Station at 176th St SW,Weekday,5,1.584,56.591,1.477,52.773,10.107
701,I,MID,2777,148th St SW NB Station,Weekday,6,1.880,66.409,1.353,47.773,10.557
701,I,MID,2742,Aurora Village Station,Weekday,0,7.229,266.500,0.000,0.000,7.229
701,I,MID,2747,238th St SW NB Station,Weekday,1,1.088,38.955,0.675,24.182,7.668
701,I,MID,2753,Gateway NB Station at 216th St SW,Weekday,2,1.441,51.727,0.737,26.455,8.351
701,I,PM,2807,Madison St NB Station,Weekday,12,0.884,21.545,2.295,55.909,10.080
701,I,PM,2815,50th St NB Station,Weekday,13,1.186,28.727,1.797,43.545,9.480
701,I,PM,2819,40th St NB Station,Weekday,14,0.679,16.636,1.145,28.045,9.041
701,I,PM,2835,Colby Ave NB Station,Weekday,15,0.576,14.227,3.330,82.182,6.337
701,I,PM,2838,Everett Station,Weekday,16,0.002,0.045,6.382,155.500,0.000
701,I,PM,2787,4th Ave W NB Station,Weekday,10,1.717,41.364,2.966,71.455,14.268
701,I,PM,2795,Casino Rd NB Station,Weekday,11,2.408,59.318,5.297,130.500,11.417
701,I,PM,2781,Airport Road NB Station,Weekday,8,5.057,121.591,3.628,87.227,16.102
701,I,PM,2783,112th St SW NB Station,Weekday,9,1.468,35.227,2.051,49.227,15.534
701,I,PM,2767,Cherry Hill NB Station at 176th St SW,Weekday,5,2.099,50.273,2.283,54.682,14.400
701,I,PM,2777,148th St SW NB Station,Weekday,6,2.608,62.227,2.419,57.727,14.602
701,I,PM,2779,Lincoln Way NB Station,Weekday,7,1.555,37.045,1.468,34.955,14.712
701,I,PM,2761,Heron NB Station at 200th St SW,Weekday,3,1.340,31.500,0.977,22.955,12.104
701,I,PM,3247,196th St SW NB Station,Weekday,4,4.342,103.409,1.773,42.227,14.592
701,I,PM,2747,238th St SW NB Station,Weekday,1,1.707,40.591,1.107,26.318,10.218
701,I,PM,2753,Gateway NB Station at 216th St SW,Weekday,2,2.662,63.273,1.096,26.045,11.782
701,I,PM,2742,Aurora Village Station,Weekday,0,9.615,229.000,0.000,0.000,9.615
701,I,XEV,2838,Everett Station,Weekday,16,0.015,0.182,6.212,73.136,0.000
701,I,XEV,2807,Madison St NB Station,Weekday,12,1.056,12.091,2.706,31.000,10.556
701,I,XEV,2815,50th St NB Station,Weekday,13,1.395,16.227,2.027,23.591,9.984
701,I,XEV,2819,40th St NB Station,Weekday,14,0.610,6.955,1.303,14.864,9.275
701,I,XEV,2835,Colby Ave NB Station,Weekday,15,0.356,4.045,3.248,36.909,6.304
701,I,XEV,2783,112th St SW NB Station,Weekday,9,1.629,16.955,2.052,21.364,16.882
701,I,XEV,2787,4th Ave W NB Station,Weekday,10,1.903,20.500,2.962,31.909,15.709
701,I,XEV,2795,Casino Rd NB Station,Weekday,11,3.276,35.591,6.669,72.455,12.289
701,I,XEV,2777,148th St SW NB Station,Weekday,6,2.830,28.682,2.691,27.273,16.413
701,I,XEV,2779,Lincoln Way NB Station,Weekday,7,1.968,19.591,1.612,16.045,16.781
701,I,XEV,2781,Airport Road NB Station,Weekday,8,5.603,57.045,5.125,52.182,17.371
701,I,XEV,2761,Heron NB Station at 200th St SW,Weekday,3,1.140,11.091,0.977,9.500,12.285
701,I,XEV,3247,196th St SW NB Station,Weekday,4,5.120,50.500,1.705,16.818,15.691
701,I,XEV,2767,Cherry Hill NB Station at 176th St SW,Weekday,5,2.466,24.545,1.767,17.591,16.420
701,I,XEV,2747,238th St SW NB Station,Weekday,1,2.148,19.136,1.219,10.864,11.893
701,I,XEV,2753,Gateway NB Station at 216th St SW,Weekday,2,1.782,15.955,1.416,12.682,12.254
701,I,XEV,2742,Aurora Village Station,Weekday,0,11.451,91.091,0.000,0.000,11.451
701,O,XNT,2838,Everett Station,Weekday,0,3.120,18.864,0.000,0.000,3.120
701,O,XNT,2836,Wetmore Ave SB Station,Weekday,1,2.497,17.364,0.157,1.091,6.288
701,O,XNT,2820,41st St SB Station,Weekday,2,0.954,6.636,0.379,2.636,6.863
701,O,XNT,2816,50th St SB Station,Weekday,3,1.196,8.318,0.595,4.136,7.464
701,O,XNT,2810,Pecks Dr SB Station,Weekday,4,1.529,10.636,0.889,6.182,8.105
701,O,XNT,2796,Casino Rd SB Station,Weekday,5,4.831,33.818,2.448,17.136,10.435
701,O,XNT,2788,4th Ave W SB Station,Weekday,6,1.822,11.182,1.578,9.682,11.415
701,O,XNT,2784,112th St SW SB Station,Weekday,7,1.165,7.045,1.173,7.091,11.647
701,O,XNT,2782,Airport Road SB Station,Weekday,8,3.161,19.682,4.942,30.773,9.971
701,O,XNT,2780,Lincoln Way SB Station,Weekday,9,0.562,3.909,1.425,9.909,9.477
701,O,XNT,2778,148th St SW SB Station,Weekday,10,1.019,7.136,2.019,14.136,8.481
