DateValue - Year,DateValue - Month,"Direction, Friendly",LongName,Line_Temp,BoardingCnt,AlightingCnt,stationCode,
2025,February,North,Lynnwood City Center,1 Line,3836,67624,140,
2025,February,North,Mountlake Terrace,1 Line,2107,21082,141,
2025,February,North,Shoreline North/185th,1 Line,1447,14387,142,
2025,February,North,Shoreline South/148th,1 Line,2398,15433,143,
2025,February,North,Northgate,1 Line,7630,47938,145,
2025,February,North,Roosevelt,1 Line,7879,40655,146,
2025,February,North,U District,1 Line,30771,61202,147,
2025,February,North,University of Washington,1 Line,26607,38715,148,
2025,February,North,Capitol Hill,1 Line,61078,58555,149,
2025,February,North,Westlake/Seattle,1 Line,70325,42901,150,
2025,February,North,Symphony,1 Line,29737,20679,151,
2025,February,North,Pioneer Square,1 Line,19828,12436,152,
2025,February,North,International District/Chinatown,1 Line,35712,14337,153,
2025,February,North,Stadium,1 Line,5410,2936,154,
2025,February,North,SODO,1 Line,11228,16896,155,
2025,February,North,Beacon Hill,1 Line,19045,10297,156,
2025,February,North,Mount Baker,1 Line,14872,9231,157,
2025,February,North,Columbia City,1 Line,15631,5267,158,
2025,February,North,Othello,1 Line,17704,6562,160,
2025,February,North,Rainier Beach,1 Line,11800,5141,161,
2025,February,North,Tukwila International Blvd,1 Line,25661,10014,163,
2025,February,North,SeaTac/Airport,1 Line,67961,8666,164,
2025,February,North,Angle Lake,1 Line,42006,246,165,
2025,February,South,Lynnwood City Center,1 Line,28411,488,140,
2025,February,South,Mountlake Terrace,1 Line,7886,797,141,
2025,February,South,Shoreline North/185th,1 Line,6425,669,142,
2025,February,South,Shoreline South/148th,1 Line,6794,959,143,
2025,February,South,Northgate,1 Line,19715,2885,145,
2025,February,South,Roosevelt,1 Line,19270,4575,146,
2025,February,South,U District,1 Line,26723,13622,147,
2025,February,South,University of Washington,1 Line,18119,12532,148,
2025,February,South,Capitol Hill,1 Line,26073,29353,149,
2025,February,South,Westlake/Seattle,1 Line,20586,29439,150,
2025,February,South,Symphony,1 Line,9649,14794,151,
2025,February,South,Pioneer Square,1 Line,6302,10189,152,
2025,February,South,International District/Chinatown,1 Line,8145,15602,153,
2025,February,South,Stadium,1 Line,2207,4303,154,
2025,February,South,SODO,1 Line,11182,5933,155,
2025,February,South,Beacon Hill,1 Line,4630,9815,156,
2025,February,South,Mount Baker,1 Line,5002,7110,157,
2025,February,South,Columbia City,1 Line,3016,8765,158,
2025,February,South,Othello,1 Line,3708,9243,160,
2025,February,South,Rainier Beach,1 Line,2891,7539,161,
2025,February,South,Tukwila International Blvd,1 Line,4889,14915,163,
2025,February,South,SeaTac/Airport,1 Line,5581,31066,164,
