SERVICE_CHANGE_NUM,CHANGE_NUM,STOP_ID,STOP_SEQUENCE_NUM,DAY_PART_CD,SERVICE_RTE_NUM,EXPRESS_LOCAL_CD,INBD_OUTBD_CD,HOST_STREET_NM,CROSS_STREET_NM,STOP_PLACEMENT_CD,TRIP_COMPASS_DIR_CD,JURISDICTION_CD,OBSERVED_TRIPS_IDS,TOTAL_OBSERVATIONS,AVG_TRIP_BOARDINGS,AVG_TOTAL_BOARDINGS,AVG_TRIP_ALIGHTINGS,AVG_TOTAL_ALIGHTINGS,AVG_TRIP_DEPARTING_LOAD
241,156,71356,7,AM,542,E,I,SR 520 Ramp,92nd Ave NE,FM,W,YP,10,1049,0.8,8.2,0.1,0.7,18.5
241,156,71356,7,MID,542,E,I,SR 520 Ramp,92nd Ave NE,FM,W,YP,12,1258,0.4,4.2,0.1,0.7,14.9
241,156,71356,7,PM,542,E,I,SR 520 Ramp,92nd Ave NE,FM,W,YP,10,1039,0.5,4.8,0.2,1.9,26.7
241,156,71356,7,XEV,542,E,I,SR 520 Ramp,92nd Ave NE,FM,W,YP,6,639,0.2,1.2,0,0.2,11
241,156,71356,7,XNT,542,E,I,SR 520 Ramp,92nd Ave NE,FM,W,YP,1,100,0.2,0.2,0.6,0.6,8.9
241,156,71335,6,AM,542,E,I,SR 520 Ramp,NE 40th St,FS,W,RED,10,1049,3.6,35.8,0.3,2.8,17.7
241,156,71335,6,MID,542,E,I,SR 520 Ramp,NE 40th St,FS,W,RED,12,1259,4.5,53.5,0.4,5,14.7
241,156,71335,6,PM,542,E,I,SR 520 Ramp,NE 40th St,FS,W,RED,10,1041,15.7,157.1,0.2,2.3,26.4
241,156,71335,6,XEV,542,E,I,SR 520 Ramp,NE 40th St,FS,W,RED,6,637,4.9,29.3,0.1,0.7,10.8
241,156,71335,6,XNT,542,E,I,SR 520 Ramp,NE 40th St,FS,W,RED,1,101,4.1,4.1,0.1,0.1,9.3
241,156,29440,12,AM,542,E,I,15th Ave NE,NE Campus Pkwy,NS,W,SEA,9,942,0,0,4.8,43.6,2.7
241,156,29440,12,MID,542,E,I,15th Ave NE,NE Campus Pkwy,NS,W,SEA,12,1260,0.1,0.6,4.5,53.5,4
241,156,29440,12,PM,542,E,I,15th Ave NE,NE Campus Pkwy,NS,W,SEA,11,1147,0.1,1.5,4,43.8,12.8
241,156,29440,12,XEV,542,E,I,15th Ave NE,NE Campus Pkwy,NS,W,SEA,6,639,0.1,0.3,1.8,10.5,6
241,156,29440,12,XNT,542,E,I,15th Ave NE,NE Campus Pkwy,NS,W,SEA,1,101,0.1,0.1,1.3,1.3,3.7
241,156,73758,2,AM,542,E,I,NE 85th St,160th Ave NE,FS,W,RED,10,1049,1.4,14.1,0,0,11.8
241,156,73758,2,MID,542,E,I,NE 85th St,160th Ave NE,FS,W,RED,12,1258,1.7,20.9,0,0.2,8.5
241,156,73758,2,PM,542,E,I,NE 85th St,160th Ave NE,FS,W,RED,11,1145,1.2,13.3,0,0.3,5.2
241,156,73758,2,XEV,542,E,I,NE 85th St,160th Ave NE,FS,W,RED,5,530,0.5,2.6,0,0,3.9
241,156,73758,2,XNT,542,E,I,NE 85th St,160th Ave NE,FS,W,RED,1,101,0.6,0.6,0,0,4
241,156,25752,9,AM,542,E,I,Montlake Blvd E,E Shelby St,NS,W,SEA,9,942,0,0.2,0.9,7.7,17.8
241,156,25752,9,MID,542,E,I,Montlake Blvd E,E Shelby St,NS,W,SEA,13,1365,0,0,0.3,4.4,15.4
241,156,25752,9,PM,542,E,I,Montlake Blvd E,E Shelby St,NS,W,SEA,10,1041,0,0.3,0.8,7.9,26.2
241,156,25752,9,XEV,542,E,I,Montlake Blvd E,E Shelby St,NS,W,SEA,6,639,0,0,0.3,1.9,10.7
241,156,25752,9,XNT,542,E,I,Montlake Blvd E,E Shelby St,NS,W,SEA,1,101,0,0,0.1,0.1,8.9
241,156,73848,11,AM,542,E,O,NE 85th St,154th Ave NE,FS,E,RED,7,742,0,0,2.4,16.6,2
241,156,73848,11,MID,542,E,O,NE 85th St,154th Ave NE,FS,E,RED,13,1383,0,0,0.6,7.3,4.1
241,156,73848,11,PM,542,E,O,NE 85th St,154th Ave NE,FS,E,RED,11,1153,0,0,0.7,7.4,12.7
241,156,73848,11,XEV,542,E,O,NE 85th St,154th Ave NE,FS,E,RED,6,638,0,0,0.3,1.5,6.1
241,156,73848,11,XNT,542,E,O,NE 85th St,154th Ave NE,FS,E,RED,3,285,0,0,0.1,0.3,2.5
241,156,10914,2,PM,542,E,O,15th Ave NE,NE Campus Pkwy,NS,E,SEA,11,1155,4,44.4,0,0.4,9.2
241,156,10914,2,XEV,542,E,O,15th Ave NE,NE Campus Pkwy,NS,E,SEA,6,631,1.9,11.3,0,0.1,5.3
241,156,10914,2,XNT,542,E,O,15th Ave NE,NE Campus Pkwy,NS,E,SEA,2,185,0.6,1.2,0,0,2.7
241,156,72458,10,AM,542,E,O,West Lake Sammamish Pkwy NE,Leary Way NE,FS,E,RED,7,742,0,0,1,7.2,4.4
241,156,68496,3,AM,542,E,I,154th Ave NE,NE 85th St,FS,W,RED,10,1049,0.1,1,0,0.2,11.9
241,156,72458,10,MID,542,E,O,West Lake Sammamish Pkwy NE,Leary Way NE,FS,E,RED,13,1383,0,0,0.8,9.8,4.7
241,156,68496,3,MID,542,E,I,154th Ave NE,NE 85th St,FS,W,RED,12,1259,0.3,3.4,0,0.1,8.7
241,156,72458,10,PM,542,E,O,West Lake Sammamish Pkwy NE,Leary Way NE,FS,E,RED,11,1153,0,0,1.6,17.2,13.3
241,156,68496,3,PM,542,E,I,154th Ave NE,NE 85th St,FS,W,RED,11,1147,1.6,17.2,0,0,6.7
241,156,72458,10,XEV,542,E,O,West Lake Sammamish Pkwy NE,Leary Way NE,FS,E,RED,6,638,0,0.1,0.8,4.7,6.3
241,156,68496,3,XEV,542,E,I,154th Ave NE,NE 85th St,FS,W,RED,5,533,0.3,1.6,0,0,4.2
241,156,72458,10,XNT,542,E,O,West Lake Sammamish Pkwy NE,Leary Way NE,FS,E,RED,3,285,0,0,0.8,2.5,2.6
241,156,68496,3,XNT,542,E,I,154th Ave NE,NE 85th St,FS,W,RED,1,101,0.4,0.4,0,0,4.4
241,156,71359,7,AM,542,E,O,SR 520 Ramp,92nd Ave NE,NS,E,YP,7,742,0.1,0.8,0.1,0.9,23.6
241,156,71359,7,MID,542,E,O,SR 520 Ramp,92nd Ave NE,NS,E,YP,14,1488,0.1,1.5,0.2,2.5,18
241,156,71359,7,PM,542,E,O,SR 520 Ramp,92nd Ave NE,NS,E,YP,11,1155,0.2,2.2,0.4,4.1,21.5
241,156,71359,7,XEV,542,E,O,SR 520 Ramp,92nd Ave NE,NS,E,YP,6,631,0,0.2,0.3,1.8,10.1
241,156,71359,7,XNT,542,E,O,SR 520 Ramp,92nd Ave NE,NS,E,YP,2,185,0,0,0.2,0.3,4.7
241,156,71353,9,AM,542,E,O,SR 520 Ramp,NE 51st St,FS,E,RED,7,742,0,0.2,2.2,15.3,5.4
241,156,71353,9,MID,542,E,O,SR 520 Ramp,NE 51st St,FS,E,RED,13,1383,0,0.6,1.7,21.6,5.4
241,156,71353,9,PM,542,E,O,SR 520 Ramp,NE 51st St,FS,E,RED,11,1153,0.1,1.6,2,22.3,14.9
241,156,71353,9,XEV,542,E,O,SR 520 Ramp,NE 51st St,FS,E,RED,6,631,0,0.2,0.8,4.7,7.1
241,156,71353,9,XNT,542,E,O,SR 520 Ramp,NE 51st St,FS,E,RED,3,273,0,0,0.4,1.2,3.4
241,156,71341,5,AM,542,E,I,SR 520 Ramp,NE 51st St,FS,W,RED,10,1049,1.4,14,0.1,1,14.5
241,156,71341,5,MID,542,E,I,SR 520 Ramp,NE 51st St,FS,W,RED,12,1258,1.3,15.8,0.1,1.2,10.7
241,156,71341,5,PM,542,E,I,SR 520 Ramp,NE 51st St,FS,W,RED,10,1041,3.1,30.7,0.1,0.9,10.9
241,156,71341,5,XEV,542,E,I,SR 520 Ramp,NE 51st St,FS,W,RED,6,639,1.2,6.9,0.1,0.6,6
241,156,71341,5,XNT,542,E,I,SR 520 Ramp,NE 51st St,FS,W,RED,1,100,0.5,0.5,0,0,5.3
241,156,72456,4,AM,542,E,I,West Lake Sammamish Pkwy NE,Leary Way NE,NM,W,RED,10,1049,1.3,13,0,0,13.2
241,156,72456,4,MID,542,E,I,West Lake Sammamish Pkwy NE,Leary Way NE,NM,W,RED,12,1257,0.7,8.5,0,0.3,9.5
241,156,72456,4,PM,542,E,I,West Lake Sammamish Pkwy NE,Leary Way NE,NM,W,RED,11,1147,1.1,11.8,0,0,7.8
241,156,72456,4,XEV,542,E,I,West Lake Sammamish Pkwy NE,Leary Way NE,NM,W,RED,5,533,0.6,2.9,0,0,4.8
241,156,72456,4,XNT,542,E,I,West Lake Sammamish Pkwy NE,Leary Way NE,NM,W,RED,1,101,0.4,0.4,0,0,4.9
241,156,10914,2,AM,542,E,O,15th Ave NE,NE Campus Pkwy,NS,E,SEA,8,849,4.7,37.8,0,0.1,19.9
241,156,10914,2,MID,542,E,O,15th Ave NE,NE Campus Pkwy,NS,E,SEA,13,1381,3,39.6,0,0.2,10.6
241,156,29240,4,AM,542,E,O,NE Pacific St,15th Ave NE,FS,E,SEA,8,849,0.8,6.2,0.1,1,22.8
241,156,29240,4,MID,542,E,O,NE Pacific St,15th Ave NE,FS,E,SEA,13,1381,1.8,24,0.3,3.6,14.2
241,156,29240,4,PM,542,E,O,NE Pacific St,15th Ave NE,FS,E,SEA,11,1155,4.4,48.3,0.1,1.2,16.6
241,156,29240,4,XEV,542,E,O,NE Pacific St,15th Ave NE,FS,E,SEA,6,631,1,6.1,0,0.1,7.7
241,156,29240,4,XNT,542,E,O,NE Pacific St,15th Ave NE,FS,E,SEA,2,185,0.2,0.4,0,0,3.7
241,156,25755,10,AM,542,E,I,Montlake Blvd NE,NE Pacific Pl,NS,W,SEA,9,941,0.2,1.8,6.6,59.2,11.4
241,156,11352,13,AM,542,E,I,15th Ave NE,NE 42nd St,FS,W,SEA,9,942,0,0,2.7,24.7,0
241,156,25755,10,MID,542,E,I,Montlake Blvd NE,NE Pacific Pl,NS,W,SEA,13,1366,0.1,1.9,4.4,57.7,11.1
241,156,11352,13,MID,542,E,I,15th Ave NE,NE 42nd St,FS,W,SEA,12,1260,0,0.1,4,47.6,0
241,156,25755,10,PM,542,E,I,Montlake Blvd NE,NE Pacific Pl,NS,W,SEA,10,1041,0.5,4.9,7.8,77.7,18.9
241,156,11352,13,PM,542,E,I,15th Ave NE,NE 42nd St,FS,W,SEA,11,1147,0,0,12.8,141.2,0
241,156,25755,10,XEV,542,E,I,Montlake Blvd NE,NE Pacific Pl,NS,W,SEA,6,639,0.4,2.6,3.1,18.4,8.1
241,156,11352,13,XEV,542,E,I,15th Ave NE,NE 42nd St,FS,W,SEA,6,639,0,0,6,35.7,0
241,156,25755,10,XNT,542,E,I,Montlake Blvd NE,NE Pacific Pl,NS,W,SEA,1,101,0.3,0.3,4.1,4.1,5.1
241,156,11352,13,XNT,542,E,I,15th Ave NE,NE 42nd St,FS,W,SEA,1,101,0,0,3.7,3.7,0
241,156,73757,12,AM,542,E,O,NE 85th St,160th Ave NE,NS,E,RED,7,742,0,0.1,0.5,3.8,1.5
241,156,73757,12,MID,542,E,O,NE 85th St,160th Ave NE,NS,E,RED,13,1383,0,0.1,1,12.9,3.1
241,156,73757,12,PM,542,E,O,NE 85th St,160th Ave NE,NS,E,RED,11,1153,0,0.4,2.6,28.7,10.1
241,156,73757,12,XEV,542,E,O,NE 85th St,160th Ave NE,NS,E,RED,6,638,0,0.2,1.1,6.6,5
241,156,73757,12,XNT,542,E,O,NE 85th St,160th Ave NE,NS,E,RED,3,285,0,0,0.5,1.6,1.9
241,156,10912,1,XNT,542,E,O,15th Ave NE,NE 43rd St,FS,E,SEA,2,166,2.3,4.5,0,0,2.3
241,156,71336,8,AM,542,E,O,SR 520 Ramp,NE 40th St,NS,E,RED,7,742,0.4,2.6,16.4,115,7.5
241,156,71336,8,MID,542,E,O,SR 520 Ramp,NE 40th St,NS,E,RED,13,1383,0.2,3,10.5,136.6,7
241,156,71336,8,PM,542,E,O,SR 520 Ramp,NE 40th St,NS,E,RED,12,1260,0.7,7.9,6.5,77.5,16.2
241,156,71336,8,XEV,542,E,O,SR 520 Ramp,NE 40th St,NS,E,RED,5,523,0.3,1.6,3.7,18.7,7.3
241,156,71336,8,XNT,542,E,O,SR 520 Ramp,NE 40th St,NS,E,RED,3,273,0.1,0.3,1.8,5.5,3.7
241,156,10917,3,AM,542,E,O,15th Ave NE,NE 40th St,FS,E,SEA,8,849,2.3,18.4,0,0.1,22.2
241,156,10917,3,MID,542,E,O,15th Ave NE,NE 40th St,FS,E,SEA,13,1381,2.1,27.2,0,0.3,12.6
241,156,10917,3,PM,542,E,O,15th Ave NE,NE 40th St,FS,E,SEA,11,1155,3.1,34.6,0,0.1,12.4
241,156,10917,3,XEV,542,E,O,15th Ave NE,NE 40th St,FS,E,SEA,6,631,1.5,8.7,0,0.1,6.7
241,156,10912,1,AM,542,E,O,15th Ave NE,NE 43rd St,FS,E,SEA,8,849,15.2,121.4,0,0,15.3
241,156,10917,3,XNT,542,E,O,15th Ave NE,NE 40th St,FS,E,SEA,2,185,0.9,1.7,0,0,3.5
