DateValue - Year,DateValue - Month,"Direction, Friendly",LongName,Line_Temp,BoardingCnt,AlightingCnt,stationCode,
2024,April,North,Northgate,1 Line,7277,164566,145,
2024,April,North,Roosevelt,1 Line,7210,66404,146,
2024,April,North,U District,1 Line,34511,96107,147,
2024,April,North,University of Washington,1 Line,30364,59113,148,
2024,April,North,Capitol Hill,1 Line,67950,83629,149,
2024,April,North,Westlake/Seattle,1 Line,91575,69483,150,
2024,April,North,University St,1 Line,43549,33109,151,
2024,April,North,Pioneer Square,1 Line,26652,18532,152,
2024,April,North,International District/Chinatown,1 Line,56557,25941,153,
2024,April,North,Stadium,1 Line,17903,15706,154,
2024,April,North,SODO,1 Line,17550,9549,155,
2024,April,North,Beacon Hill,1 Line,26225,13457,156,
2024,April,North,Mount Baker,1 Line,21800,12735,157,
2024,April,North,Columbia City,1 Line,25119,7879,158,
2024,April,North,Othello,1 Line,28166,9658,160,
2024,April,North,Rainier Beach,1 Line,19777,6809,161,
2024,April,North,Tukwila International Blvd,1 Line,34219,10480,163,
2024,April,North,SeaTac/Airport,1 Line,84382,13003,164,
2024,April,North,Angle Lake,1 Line,73719,34,165,
2024,April,South,Northgate,1 Line,162456,100,145,
2024,April,South,Roosevelt,1 Line,65859,6730,146,
2024,April,South,U District,1 Line,96371,32743,147,
2024,April,South,University of Washington,1 Line,59765,25942,148,
2024,April,South,Capitol Hill,1 Line,68159,73862,149,
2024,April,South,Westlake/Seattle,1 Line,69536,87691,150,
2024,April,South,University St,1 Line,30665,42662,151,
2024,April,South,Pioneer Square,1 Line,16395,24243,152,
2024,April,South,International District/Chinatown,1 Line,27710,56370,153,
2024,April,South,Stadium,1 Line,12418,34732,154,
2024,April,South,SODO,1 Line,9066,14768,155,
2024,April,South,Beacon Hill,1 Line,11627,27720,156,
2024,April,South,Mount Baker,1 Line,11939,19483,157,
2024,April,South,Columbia City,1 Line,7362,22590,158,
2024,April,South,Othello,1 Line,9123,25874,160,
2024,April,South,Rainier Beach,1 Line,6256,18644,161,
2024,April,South,Tukwila International Blvd,1 Line,9084,34117,163,
2024,April,South,SeaTac/Airport,1 Line,12992,75475,164,
