DateValue - Year,DateValue - Month,"Direction, Friendly",LongName,Line_Temp,BoardingCnt,AlightingCnt,stationCode,
2024,June,East,Redmond Technology,2 Line,199,9671,263,
2024,June,East,Overlake Village,2 Line,454,2231,262,
2024,June,East,BelRed,2 Line,661,1150,261,
2024,June,East,Spring District,2 Line,742,1336,260,
2024,June,East,Wilburton,2 Line,1018,1024,259,
2024,June,East,Bellevue Downtown,2 Line,5007,1416,258,
2024,June,East,East Main,2 Line,1244,525,257,
2024,June,East,South Bellevue,2 Line,7695,63,256,
2024,June,West,Redmond Technology,2 Line,10700,60,263,
2024,June,West,Overlake Village,2 Line,2216,726,262,
2024,June,West,BelRed,2 Line,1253,716,261,
2024,June,West,Spring District,2 Line,1533,849,260,
2024,June,West,Wilburton,2 Line,1394,1145,259,
2024,June,West,Bellevue Downtown,2 Line,1426,5925,258,
2024,June,West,East Main,2 Line,551,1161,257,
2024,June,West,South Bellevue,2 Line,220,8190,256,
