DateValue - Year,DateValue - Month,"Direction, Friendly",LongName,Line_Temp,BoardingCnt,AlightingCnt,stationCode,
2024,August,North,Lynnwood City Center,1 Line,384,8399,140,
2024,August,North,Mountlake Terrace,1 Line,899,2561,141,
2024,August,North,Shoreline North/185th,1 Line,1137,1825,142,
2024,August,North,Shoreline South/148th,1 Line,1346,1365,143,
2024,August,North,Northgate,1 Line,8023,122019,145,
2024,August,North,Roosevelt,1 Line,5936,51974,146,
2024,August,North,U District,1 Line,19187,68175,147,
2024,August,North,University of Washington,1 Line,18466,45972,148,
2024,August,North,Capitol Hill,1 Line,46931,64268,149,
2024,August,North,Westlake/Seattle,1 Line,79375,79826,150,
2024,August,North,Symphony,1 Line,2436,2133,151,
2024,August,North,University St,1 Line,31753,31001,151,
2024,August,North,Pioneer Square,1 Line,22097,18932,152,
2024,August,North,International District/Chinatown,1 Line,50954,25726,153,
2024,August,North,Stadium,1 Line,18608,19218,154,
2024,August,North,SODO,1 Line,15774,8424,155,
2024,August,North,Beacon Hill,1 Line,23664,10602,156,
2024,August,North,Mount Baker,1 Line,17540,9353,157,
2024,August,North,Columbia City,1 Line,22889,7574,158,
2024,August,North,Othello,1 Line,23345,8145,160,
2024,August,North,Rainier Beach,1 Line,15474,5659,161,
2024,August,North,Tukwila International Blvd,1 Line,32582,10235,163,
2024,August,North,SeaTac/Airport,1 Line,92749,12959,164,
2024,August,North,Angle Lake,1 Line,64326,714,165,
2024,August,South,Lynnwood City Center,1 Line,10938,0,140,
2024,August,South,Mountlake Terrace,1 Line,2349,1234,141,
2024,August,South,Shoreline North/185th,1 Line,1453,926,142,
2024,August,South,Shoreline South/148th,1 Line,1051,1357,143,
2024,August,South,Northgate,1 Line,97995,1386,145,
2024,August,South,Roosevelt,1 Line,41019,4308,146,
2024,August,South,U District,1 Line,51503,14703,147,
2024,August,South,University of Washington,1 Line,30626,15646,148,
2024,August,South,Capitol Hill,1 Line,39281,37009,149,
2024,August,South,Westlake/Seattle,1 Line,51836,63080,150,
2024,August,South,Symphony,1 Line,2115,2840,151,
2024,August,South,University St,1 Line,19242,23620,151,
2024,August,South,Pioneer Square,1 Line,10799,16230,152,
2024,August,South,International District/Chinatown,1 Line,19402,37518,153,
2024,August,South,Stadium,1 Line,12862,29750,154,
2024,August,South,SODO,1 Line,5349,9413,155,
2024,August,South,Beacon Hill,1 Line,6550,16008,156,
2024,August,South,Mount Baker,1 Line,6461,10828,157,
2024,August,South,Columbia City,1 Line,5844,14976,158,
2024,August,South,Othello,1 Line,5745,13648,160,
2024,August,South,Rainier Beach,1 Line,4185,10128,161,
2024,August,South,Tukwila International Blvd,1 Line,7375,22895,163,
2024,August,South,SeaTac/Airport,1 Line,8920,62007,164,
2024,August,South,Angle Lake,1 Line,6500,42887,165,
