RouteNum,RouteLen,CrowFlyLen,lengthRatio,polylineCount,stopGroupCount
224,21.499769572805434,12.48169682344739,1.722503749042936,2.0,2
225,25.267390732413567,15.001678673720514,1.684451148684257,6.0,2
226,18.18643210150404,3.221548613460628,9.22290349535715,4.0,2
230,15.37430448425093,11.469138015975748,1.3407785131650822,4.0,2
231,14.574704991013515,9.755901930636792,1.4938552674623429,2.0,2
239,17.81050110959306,9.519651582114307,1.8709194297673404,5.0,2
240,26.71025187719244,15.050720386530706,1.7746851540492323,4.0,2
241,11.524046458498772,5.114697020762404,2.2533962021756455,2.0,2
245,26.058246499981134,7.120562175502188,5.200203316719371,17.0,2
246,18.013894622387102,5.127147439071042,3.515583433153634,14.0,2
249,26.721193782692644,7.72634925150568,3.458569140517614,5.0,2
250,22.94477411218316,6.5862705055276685,4.54769563578192,9.0,2
255,22.696029386161918,11.915389563566158,1.9047556344714365,3.0,2
