block_identifier,service_id,trip_id,trip_sequence
5906545,117816,49192885,14
5906545,117816,49192795,15
5906545,117816,49192985,16
5906545,117816,49192833,17
5906545,117816,49192897,18
5906545,117816,49192804,19
5906545,117816,49192995,20
5906546,117816,49192845,1
5906546,117816,49192852,2
5906546,117816,49192926,3
5906546,117816,49192861,4
5906546,117816,49192783,5
5906546,117816,49192971,6
5906546,117816,49192820,7
5906546,117816,49192870,8
5906546,117816,49192936,9
5906546,117816,49192879,10
5906546,117816,49192792,11
5906546,117816,49192980,12
5906546,117816,49192829,13
5906546,117816,49192889,14
5906546,117816,49192799,15
5906546,117816,49192988,16
5906546,117816,49192835,17
5906546,117816,49192902,18
5906546,117816,49192805,19
5906546,117816,49192997,20
5906546,117816,49192839,21
5906546,117816,49192910,22
5906546,117816,49192808,23
5906546,117816,49193001,24
5906547,117816,49193008,1
5906547,117816,49192962,2
5906547,117816,49192814,3
5906547,117816,49192859,4
5906547,117816,49192930,5
5906547,117816,49192867,6
5906547,117816,49192786,7
5906547,117816,49192974,8
5906547,117816,49192823,9
5906547,117816,49192876,10
5906547,117816,49192939,11
5906547,117816,49192886,12
5906547,117816,49192796,13
5906547,117816,49192986,14
5906547,117816,49192834,15
5906547,117816,49192900,16
5906547,117816,49194154,17
5906547,117816,49192996,18
5906547,117816,49192838,19
5906547,117816,49192908,20
5906547,117816,49192807,21
5906547,117816,49193000,22
5906547,117816,49192842,23
5906547,117816,49192914,24
5906548,117816,49193009,1
5906548,117816,49192964,2
5906548,117816,49192816,3
5906548,117816,49192860,4
5906548,117816,49192931,5
5906548,117816,49192869,6
5906548,117816,49192787,7
5906548,117816,49192975,8
5906548,117816,49192824,9
5906548,117816,49192878,10
5906548,117816,49192940,11
5906548,117816,49192888,12
5906548,117816,49192798,13
5906548,117816,49192989,14
5906549,117816,49193011,1
5906549,117816,49192967,2
5906550,117816,49193013,1
5906550,117816,49192982,2
5906550,117816,49192831,3
5906550,117816,49192893,4
5906550,117816,49192801,5
5906550,117816,49192992,6
5906551,117816,49193014,1
5906551,117816,49192944,2
5906551,117816,49791792,3
5906552,117816,49193015,1
5906552,117816,49192945,2
5906552,117816,49192898,3
5906553,117816,49193010,1
5906553,117816,49192966,2
5906554,117816,49193017,1
5906554,117816,49192983,2
5906554,117816,49192832,3
5906554,117816,49192895,4
5906554,117816,49192802,5
5906554,117816,49192993,6
5906555,117816,49193041,1
5906555,117816,49193043,4
5906555,117816,49193045,7
5906555,117816,49193042,10
5906555,117816,49193844,13
5906555,117816,49192776,16
5906556,117816,49193046,1
5906556,117816,49193047,4
5906556,117816,49193827,7
5906556,117816,49193823,10
5906556,117816,49193885,13
5906556,117816,49192777,16
5906556,117816,49193882,19
5906556,117816,49193880,22
5906556,117816,49193881,25
5906556,117816,49193887,28
5906556,117816,49193886,31
5906556,117816,49193888,34
5906556,117816,49193940,37
5906556,117816,49193939,40
5906556,117816,49193942,43
5906556,117816,49193941,46
5906556,117816,49193796,49
5906556,117816,49193947,52
5906557,117816,49192569,1
5906557,117816,49193050,3
5906557,117816,49193051,6
5906557,117816,49192416,8
5906557,117816,49192431,11
5906557,117816,49192432,13
5906558,117816,49192420,1
5906558,117816,49193059,3
5906558,117816,49192421,6
5906558,117816,49192436,8
5906558,117816,49192437,11
5906558,117816,49192438,13
5906558,117816,49192459,16
5906558,117816,49192460,18
5906558,117816,49192461,21
5906558,117816,49192462,23
5906558,117816,49192463,26
5906558,117816,49192464,28
5906558,117816,49192370,31
5906558,117816,49192371,33
5906559,117816,49193070,1
5906559,117816,49193065,2
5906559,117816,49193106,3
5906559,117816,49193069,4
5906560,117816,49193075,1
5906560,117816,49193179,2
5906560,117816,49193180,3
5906560,117816,49193233,5
5906560,117816,49193103,6
5906560,117816,49193104,8
5906560,117816,49193216,9
5906560,117816,49193077,11
5906560,117816,49193107,12
5906560,117816,49193089,14
5906560,117816,49193190,15
5906560,117816,49193210,17
5906560,117816,49193090,18
5906560,117816,49193293,20
5906560,117816,49193300,21
5906560,117816,49193297,23
5906560,117816,49193261,24
5906560,117816,49193274,26
5906560,117816,49976286,27
5906560,117816,49193268,28
5906561,117816,49193096,1
5906561,117816,49193099,2
5906561,117816,49193101,3
5906561,117816,49193098,5
5906561,117816,49193185,6
5906561,117816,49193079,8
5906561,117816,49193080,9
5906561,117816,49193102,11
5906561,117816,49193184,12
5906561,117816,49193186,14
5906561,117816,49193081,15
5906561,117816,49193078,17
5906561,117816,49193094,18
5906561,117816,49193084,20
5906561,117816,49193085,21
5906561,117816,49193119,23
5906561,117816,49193131,24
5906561,117816,49193125,25
5906562,117816,49193128,1
5906562,117816,49193117,2
5906562,117816,49193129,3
5906562,117816,49193120,5
5906562,117816,49193118,6
5906562,117816,49193113,8
5906562,117816,49193112,9
5906563,117816,49193159,1
5906563,117816,49193161,2
5906563,117816,49193171,3
5906563,117816,49193144,5
5906563,117816,49193165,6
5906563,117816,49193074,7
5906564,117816,49193219,1
5906564,117816,49193225,2
5906564,117816,49193211,3
5906564,117816,49193198,5
5906564,117816,49193226,6
5906564,117816,49193197,8
5906564,117816,49193166,9
5906564,117816,49193167,11
5906564,117816,49193169,12
5906564,117816,49193170,14
5906564,117816,49193137,15
5906564,117816,49193147,17
5906564,117816,49193154,18
5906564,117816,49193175,20
5906564,117816,49193176,21
5906564,117816,49193178,23
5906564,117816,49193208,24
5906564,117816,49193227,26
5906564,117816,49193209,27
5906564,117816,49193283,29
5906564,117816,49193287,30
5906564,117816,49193291,32
5906564,117816,49976278,33
5906565,117816,49193217,1
5906565,117816,49193220,2
5906565,117816,49193221,3
5906565,117816,49193183,5
5906565,117816,49193083,6
5906565,117816,49193087,8
5906565,117816,49193116,9
5906565,117816,49193114,11
5906565,117816,49193115,12
5906565,117816,49193123,14
5906565,117816,49193122,15
5906565,117816,49193280,17
5906565,117816,49193249,18
5906566,117816,49193271,1
5906566,117816,49193276,2
5906566,117816,49193245,3
5906566,117816,49193278,5
5906566,117816,49193214,6
5906566,117816,49193272,8
5906566,117816,49193203,9
5906566,117816,49193204,11
5906566,117816,49193199,12
5906566,117816,49193134,14
5906566,117816,49193148,15
5906566,117816,49193151,17
5906566,117816,49193149,18
5906566,117816,49193155,19
5906567,117816,49193277,1
5906567,117816,49193264,2
5906567,117816,49193265,3
5906567,117816,49193100,5
5906567,117816,49193189,6
5906568,117816,49193248,1
5906568,117816,49193244,2
5906568,117816,49193251,3
5906568,117816,49193202,5
5906568,117816,49193212,6
5906568,117816,49193191,8
5906568,117816,49193207,9
5906569,117816,49193301,1
5906569,117816,49193285,2
5906569,117816,49193246,3
5906569,117816,49193243,5
5906569,117816,49193228,6
5906569,117816,49193286,8
5906569,117816,49193275,9
5906569,117816,49193289,11
5906569,117816,49193302,12
5906569,117816,49193305,13
5906570,117816,49193591,1
5906570,117816,49193523,2
5906570,117816,49193342,4
5906570,117816,49193518,5
5906571,117816,49193603,1
5906571,117816,49193341,2
5906571,117816,49193660,4
5906571,117816,49193531,5
5906572,117816,49193383,1
5906572,117816,49193350,2
5906572,117816,49193637,5
5906572,117816,49193707,6
5906572,117816,49193663,9
5906572,117816,49193349,10
5906572,117816,49193320,11
5906572,117816,49193362,12
5906572,117816,49193541,14
5906573,117816,49193600,2
5906573,117816,49193588,3
5906574,117816,49193538,1
5906574,117816,49193462,2
5906574,117816,49193706,4
5906574,117816,49193555,5
5906574,117816,49193708,7
5906574,117816,49193415,8
5906574,117816,49193716,10
5906574,117816,49193461,11
5906574,117816,49193685,13
5906574,117816,49193376,14
5906574,117816,49193495,16
5906574,117816,49193670,17
5906574,117816,49193593,19
5906575,117816,49193323,1
5906575,117816,49193585,2
5906575,117816,49193322,5
5906575,117816,49193345,6
5906575,117816,49193675,9
5906575,117816,49193573,10
5906575,117816,49193624,13
5906575,117816,49193351,14
5906575,117816,49193366,17
5906575,117816,49193576,18
5906575,117816,49193352,21
5906575,117816,49193575,22
5906575,117816,49193580,25
5906575,117816,49645261,26
5906575,117816,49193348,27
5906575,117816,49193529,28
5906575,117816,49193337,29
5906575,117816,49193423,30
5906575,117816,49193340,31
5906575,117816,49193479,32
5906576,117816,49193547,1
5906576,117816,49193400,2
5906576,117816,49193536,4
5906576,117816,49193386,5
5906576,117816,49193522,7
5906576,117816,49193551,8
5906576,117816,49193404,10
5906576,117816,49193535,11
5906576,117816,49193314,12
5906576,117816,49645282,13
5906577,117816,49193379,2
5906577,117816,49193722,3
5906577,117816,49193485,5
5906577,117816,49193698,6
5906577,117816,49193405,8
5906577,117816,49193429,9
5906577,117816,49193482,11
5906577,117816,49193394,12
5906577,117816,49193470,14
5906577,117816,49193673,15
5906577,117816,49193630,17
5906577,117816,49193346,18
5906578,117816,49193550,1
5906578,117816,49193517,2
5906578,117816,49193363,4
5906578,117816,49193460,5
5906578,117816,49193563,7
5906578,117816,49193489,8
5906578,117816,49193327,10
5906578,117816,49193476,11
5906578,117816,49193459,13
5906578,117816,49193623,14
5906578,117816,49193395,16
5906578,117816,49193640,17
5906578,117816,49193468,18
5906578,117816,49193367,19
5906578,117816,49193534,20
5906578,117816,49193409,21
5906578,117816,49193520,22
5906578,117816,49193572,23
5906578,117816,49193365,24
5906578,117816,49193382,25
5906579,117816,49193568,2
5906579,117816,49193524,3
5906579,117816,49193661,5
5906579,117816,49193488,6
5906579,117816,49193655,8
5906579,117816,49193454,9
5906579,117816,49193329,11
5906579,117816,49193413,12
5906579,117816,49193704,14
5906579,117816,49193611,15
5906579,117816,49193449,17
5906579,117816,49193642,18
5906579,117816,49193552,20
5906579,117816,49193616,21
5906580,117816,49193657,2
5906580,117816,49193498,3
5906580,117816,49193702,5
5906580,117816,49193727,6
5906580,117816,49193324,8
5906580,117816,49193434,9
5906580,117816,49193326,11
5906580,117816,49193700,12
5906580,117816,49193471,14
5906580,117816,49193397,15
5906580,117816,49193545,17
5906580,117816,49193387,18
5906580,117816,49193437,19
5906580,117816,49193672,20
5906580,117816,49193426,21
5906580,117816,49193378,22
5906580,117816,49193710,23
5906580,117816,49194151,24
5906580,117816,49194150,25
5906581,117816,49193414,1
5906581,117816,49193681,2
5906582,117816,49193526,2
5906582,117816,49193466,3
5906582,117816,49193504,5
5906582,117816,49193439,6
5906582,117816,49193487,8
5906582,117816,49193473,9
5906582,117816,49193561,11
5906582,117816,49193726,12
5906582,117816,49193475,14
5906582,117816,49193368,15
5906582,117816,49193446,17
5906582,117816,49193392,18
5906583,117816,49193358,1
5906583,117816,49193574,2
5906583,117816,49193720,5
5906583,117816,49708653,6
5906584,117816,49193452,1
5906584,117816,49193457,2
5906584,117816,49193506,4
5906584,117816,49193402,5
5906584,117816,49193499,7
5906584,117816,49193711,8
5906584,117816,49193497,10
5906584,117816,49193542,11
5906584,117816,49193355,13
5906584,117816,49193427,14
5906584,117816,49193450,16
5906584,117816,49193399,17
5906584,117816,49193732,18
5906584,117816,49193372,19
5906584,117816,49193730,20
5906584,117816,49193738,21
5906584,117816,49193343,22
5906584,117816,49193627,23
5906585,117816,49193467,1
5906585,117816,49193455,2
5906585,117816,49193496,4
5906585,117816,49193729,5
5906585,117816,49193502,7
5906585,117816,49193418,8
5906585,117816,49193493,10
5906585,117816,49193390,11
5906585,117816,49193709,13
5906585,117816,49193697,14
5906586,117816,49193507,2
5906586,117816,49193428,3
5906586,117816,49193539,5
5906586,117816,49193448,6
5906586,117816,49193683,8
5906586,117816,49193514,9
5906586,117816,49193321,11
5906586,117816,49193451,12
5906586,117816,49193313,14
5906586,117816,49193691,15
5906586,117816,49193433,17
5906586,117816,49193610,18
5906586,117816,49193456,19
5906586,117816,49193374,20
5906586,117816,49193483,21
5906586,117816,49193595,22
5906586,117816,49193528,23
5906586,117816,49193582,24
5906586,117816,49193447,25
5906586,117816,49193525,26
5906586,117816,49193633,27
5906586,117816,49193411,28
5906586,117816,49193694,29
5906586,117816,49193689,30
5906587,117816,49193393,1
5906587,117816,49193680,2
5906587,117816,49193432,5
5906587,117816,49193384,6
5906587,117816,49193458,9
5906587,117816,49193664,10
5906587,117816,49193653,13
5906587,117816,49193391,14
5906587,117816,49193510,17
5906587,117816,49193647,18
5906587,117816,49193604,21
5906587,117816,49193371,22
5906587,117816,49193684,25
5906587,117816,49193656,26
5906587,117816,49193548,29
5906587,117816,49193354,30
5906587,117816,49193469,31
5906587,117816,49193385,32
5906587,117816,49193398,34
5906588,117816,49193486,1
5906588,117816,49193728,2
5906588,117816,49193530,4
5906588,117816,49193403,5
5906588,117816,49193484,7
5906588,117816,49193445,8
5906588,117816,49193494,10
5906588,117816,49193649,11
5906588,117816,49193477,13
5906588,117816,49193644,14
5906588,117816,49193463,16
5906588,117816,49193667,17
5906589,117816,49193315,1
5906589,117816,49193435,2
5906589,117816,49193608,3
5906589,117816,49193438,4
5906589,117816,49193609,7
5906589,117816,49193401,8
5906589,117816,49193338,11
5906589,117816,49193581,12
5906589,117816,49193344,15
5906589,117816,49193381,16
5906589,117816,49193601,19
5906589,117816,49193638,20
5906589,117816,49193335,23
5906589,117816,49193360,24
5906589,117816,49193353,25
5906589,117816,49193750,26
5906590,117816,49193533,1
5906590,117816,49193606,2
5906590,117816,49193540,3
5906590,117816,49193532,4
5906590,117816,49193620,6
5906590,117816,49193406,7
5906590,117816,49193544,9
5906590,117816,49193695,10
5906590,117816,49193396,12
5906590,117816,49193424,13
5906590,117816,49193559,15
5906590,117816,49193701,16
5906590,117816,49193556,18
5906590,117816,49193614,19
5906591,117816,49193712,1
5906591,117816,49193665,2
5906591,117816,49193571,3
5906591,117816,49193440,4
5906591,117816,49193519,6
5906591,117816,49193416,7
5906591,117816,49193317,9
5906591,117816,49193721,10
5906591,117816,49193490,12
5906591,117816,49193465,13
5906591,117816,49193311,15
5906591,117816,49193515,16
5906591,117816,49193553,18
5906591,117816,49193584,19
5906591,117816,49193537,21
5906592,117816,49193491,1
5906592,117816,49193419,2
5906592,117816,49193714,3
5906592,117816,49193328,4
5906592,117816,49193511,7
5906592,117816,49193744,8
5906592,117816,49193569,11
5906592,117816,49193735,12
5906592,117816,49193500,15
5906592,117816,49193594,16
5906592,117816,49193717,19
5906592,117816,49193375,20
5906592,117816,49193587,23
5906592,117816,49193628,24
5906592,117816,49193408,27
5906592,117816,49193632,28
5906592,117816,49193599,31
5906592,117816,49645279,32
5906593,117816,49193748,1
5906593,117816,49193570,2
5906593,117816,49193746,3
5906593,117816,49193742,4
5906593,117816,49193474,6
5906593,117816,49193442,7
5906594,117816,49193492,1
5906594,117816,49193478,2
5906594,117816,49193736,3
5906594,117816,49193641,4
5906594,117816,49193565,7
5906594,117816,49193734,8
5906594,117816,49193562,11
