block_identifier,service_id,trip_id,trip_sequence
5907048,117816,47580601,2
5907048,117816,47580649,5
5907048,117816,47580606,7
5907048,117816,47580965,10
5907048,117816,47580610,12
5907048,117816,47580977,15
5907048,117816,47580844,17
5907049,117816,47581496,1
5907049,117816,47581386,4
5907050,117816,47581497,1
5907050,117816,47581405,4
5907050,117816,47581512,7
5907050,117816,47581419,10
5907050,117816,47581528,13
5907050,117816,47581432,16
5907050,117816,47581542,19
5907050,117816,47581463,22
5907051,117816,47581396,1
5907051,117816,47581505,4
5907052,117816,47581377,1
5907052,117816,47581404,4
5907053,117816,47580427,2
5907054,117816,47581499,1
5907054,117816,47581409,4
5907054,117816,47581516,7
5907054,117816,47581422,10
5907054,117816,47581531,13
5907054,117816,47582387,16
5907054,117816,47581546,19
5907054,117816,47581469,22
5907054,117816,47581372,25
5907055,117816,47581399,1
5907055,117816,47581388,4
5907056,117816,47581379,1
5907056,117816,47581408,4
5907056,117816,47581515,7
5907056,117816,47581421,10
5907056,117816,47581530,13
5907056,117816,47581434,16
5907056,117816,47581545,19
5907056,117816,47581468,22
5907057,117816,47581400,1
5907057,117816,47581508,4
5907057,117816,47581416,7
5907057,117816,47581524,10
5907057,117816,47581428,13
5907057,117816,47581538,16
5907057,117816,47581451,19
5907058,117816,47581401,1
5907058,117816,47581389,4
5907060,117816,47580603,2
5907060,117816,47580678,5
5907060,117816,47580607,7
5907060,117816,47580966,10
5907060,117816,47580612,12
5907060,117816,47580660,15
5907060,117816,47580617,17
5907061,117816,47581068,1
5907061,117816,47581001,2
5907061,117816,47581073,3
5907061,117816,47581006,4
5907062,117816,47581996,1
5907062,117816,47581997,2
5907062,117816,47581072,3
5907062,117816,47581005,4
5907062,117816,47581077,5
5907062,117816,47581010,6
5907062,117816,47581083,7
5907062,117816,47581016,8
5907062,117816,47581089,9
5907062,117816,47581022,10
5907062,117816,47581094,11
5907062,117816,47581027,12
5907062,117816,47581099,13
5907062,117816,47581032,14
5907062,117816,47581105,15
5907062,117816,47581038,16
5907063,117816,47582317,1
5907063,117816,47582324,3
5907064,117816,47582318,1
5907064,117816,47582322,3
5907065,117816,47582321,1
5907066,117816,47582315,1
5907067,117816,47582330,2
5907067,117816,47582332,5
5907068,117816,47582334,2
5907068,117816,47582335,5
5907069,117816,47582336,2
5907069,117816,47582333,5
5907070,117816,47582329,2
5907070,117816,47582346,5
5907071,117816,47582328,2
5907072,117816,47582337,2
5907073,117816,47582331,2
5907074,117816,47582344,1
5907075,117816,47580342,1
5907075,117816,47580166,2
5907075,117816,47580456,3
5907075,117816,47580376,4
5907075,117816,47580314,5
5907075,117816,47580480,6
5907075,117816,47580205,9
5907076,117816,47580536,1
5907076,117816,47580537,4
5907077,117816,47580171,2
5907077,117816,47580203,5
5907078,117816,47580492,2
5907079,117816,49300191,1
5907079,117816,47581144,2
5907079,117816,47580433,3
5907079,117816,47580283,4
5907080,117816,49300209,1
5907080,117816,47581145,2
5907080,117816,47580839,3
5907080,117816,47580840,4
5907080,117816,47580443,7
5907080,117816,47580370,8
5907080,117816,47580371,9
5907080,117816,47580169,10
5907080,117816,47580441,13
5907080,117816,47580352,14
5907080,117816,47580389,15
5907080,117816,47580478,16
5907080,117816,47580195,19
5907081,117816,47580158,1
5907081,117816,47580334,2
5907081,117816,47580321,3
5907081,117816,47580159,4
5907081,117816,47580191,5
5907081,117816,47580322,6
5907081,117816,47580323,7
5907081,117816,47580265,8
5907081,117816,47580939,11
5907081,117816,47580938,14
5907082,117816,47580335,1
5907082,117816,47580192,2
5907082,117816,47580193,3
5907082,117816,47580291,4
5907082,117816,47580292,5
5907082,117816,47580472,6
5907082,117816,47580181,9
5907082,117816,47580369,10
5907082,117816,47580293,11
5907082,117816,47580243,12
5907082,117816,47580451,15
5907082,117816,47580387,16
5907082,117816,47580284,17
5907082,117816,47580172,18
5907082,117816,47580173,19
5907082,117816,47580319,20
5907083,117816,47580431,1
5907083,117816,47580339,2
5907083,117816,47580340,3
5907083,117816,47580185,4
5907083,117816,47580437,5
5907083,117816,47580383,6
5907083,117816,47580360,7
5907083,117816,47580474,8
5907083,117816,47580218,9
5907083,117816,47580399,10
5907083,117816,47580278,11
5907083,117816,47580260,12
5907083,117816,47580201,13
5907083,117816,47580325,14
5907083,117816,49300192,15
5907083,117816,49300193,16
5907084,117816,47580215,2
5907085,117816,47581464,1
5907085,117816,47581562,4
5907085,117816,47581481,7
5907085,117816,47581367,10
5907085,117816,47581490,13
5907085,117816,47582435,16
5907086,117816,47581452,1
5907086,117816,47581557,4
5907087,117816,47581551,1
5907087,117816,47581474,4
5907087,117816,47581374,7
5907087,117816,47581485,10
5907087,117816,47581373,13
5907087,117816,47581492,16
5907088,117816,47581069,1
5907088,117816,47581002,2
5907088,117816,47581074,3
5907088,117816,47581007,4
5907088,117816,47581079,5
5907088,117816,47581012,6
5907088,117816,47581085,7
5907088,117816,47581018,8
5907088,117816,47581090,9
5907088,117816,47581023,10
5907088,117816,47581095,11
5907088,117816,47581028,12
5907088,117816,47581101,13
5907088,117816,47581034,14
5907088,117816,47581106,15
5907088,117816,47581039,16
5907088,117816,47581112,17
5907088,117816,47581045,18
5907089,117816,47581107,1
5907089,117816,47581040,2
5907089,117816,47581113,3
5907089,117816,47581046,4
5907089,117816,47581118,5
5907089,117816,47581051,6
5907089,117816,47581122,7
5907089,117816,47581055,8
5907089,117816,47581125,9
5907089,117816,47581058,10
5907089,117816,47581127,11
5907089,117816,47581060,12
5907089,117816,47581129,13
5907089,117816,47581062,16
5907089,117816,47581130,17
5907090,117816,47581111,1
5907090,117816,47581044,2
5907090,117816,47581117,3
5907090,117816,47581050,4
5907090,117816,47582001,5
5907090,117816,47582003,6
5907090,117816,47581124,7
5907090,117816,47581057,8
5907090,117816,47581126,9
5907090,117816,47581059,10
5907090,117816,47581128,11
5907090,117816,47581061,12
5907091,117816,49376121,1
5907091,117816,49376120,2
5907091,117816,47581071,3
5907091,117816,47581004,4
5907091,117816,47581076,5
5907091,117816,47581009,6
5907091,117816,47581082,7
5907091,117816,47581015,8
5907091,117816,47581087,9
5907091,117816,47581020,10
5907091,117816,47581093,11
5907091,117816,47581026,12
5907091,117816,47581098,13
5907091,117816,47581031,14
5907091,117816,47581103,15
5907091,117816,47581036,16
5907091,117816,47581109,17
5907091,117816,47581042,18
5907091,117816,47581115,19
5907091,117816,47581048,20
5907091,117816,47581120,21
5907091,117816,47581053,22
5907091,117816,47581123,23
5907091,117816,47581056,24
5907092,117816,47581104,1
5907092,117816,47581037,2
5907092,117816,47581110,3
5907092,117816,47581043,4
5907092,117816,47581116,5
5907092,117816,47581049,6
5907093,117816,47580449,1
5907093,117816,47580276,2
5907093,117816,47580316,3
5907093,117816,47580459,4
5907093,117816,49300207,7
5907093,117816,47580569,8
5907093,117816,47580288,9
5907093,117816,47580486,10
5907093,117816,47580428,11
5907093,117816,47580302,12
5907094,117816,47581461,1
5907095,117816,47581455,1
5907096,117816,47581454,1
5907096,117816,47581559,4
5907096,117816,47581478,7
5907096,117816,47581368,10
5907096,117816,47581489,13
5907097,117816,47581450,1
5907100,117816,47580249,1
5907100,117816,47580405,2
5907100,117816,47580395,3
5907100,117816,47580182,4
5907100,117816,47580439,5
5907100,117816,47580304,6
5907100,117816,47580409,7
5907100,117816,47580476,8
5907100,117816,47580447,9
5907100,117816,47580300,10
5907100,117816,47580372,11
5907100,117816,47580458,12
5907100,117816,47580263,13
5907100,117816,47580391,14
5907100,117816,49321744,15
5907100,117816,49321743,16
5907101,117816,47580209,2
5907102,117816,49194223,1
5907102,117816,49195399,4
5907102,117816,49194230,7
5907102,117816,49194377,10
5907103,117816,49194345,1
5907103,117816,49195409,4
5907103,117816,49194355,7
5907103,117816,49194381,10
5907103,117816,49194397,13
5907103,117816,49861024,15
5907103,117816,49194412,18
5907103,117816,49194274,21
5907103,117816,49861648,24
5907103,117816,49194301,27
5907103,117816,49194444,30
5907103,117816,49194324,33
5907103,117816,49195405,36
5907103,117816,49194333,39
5907104,117816,49194222,1
5907104,117816,49194347,4
5907104,117816,49194226,7
5907104,117816,49194364,10
5907104,117816,49194238,13
5907104,117816,49194390,16
5907104,117816,49861043,18
5907104,117816,49194404,21
5907104,117816,49194267,24
5907104,117816,49194420,27
5907104,117816,49194283,29
5907104,117816,49194310,32
5907105,117816,49195398,1
5907105,117816,49195411,4
5907105,117816,49194372,7
5907105,117816,49194242,9
5907105,117816,49194394,12
5907105,117816,49194257,14
5907105,117816,49194409,17
5907105,117816,49194272,20
5907105,117816,49194426,23
5907105,117816,49194292,25
5907105,117816,49194441,28
5907105,117816,49195416,31
5907105,117816,49194453,34
5907105,117816,49194332,37
5907105,117816,49194462,40
5907106,117816,49194351,1
5907106,117816,49194232,4
5907106,117816,49194380,7
5907106,117816,49194246,10
5907106,117816,49861486,13
5907106,117816,49194261,16
5907106,117816,49194413,19
5907106,117816,49194276,22
5907106,117816,49194430,25
5907106,117816,49194305,28
5907106,117816,49194446,31
5907106,117816,49194326,33
5907106,117816,49194456,36
5907107,117816,49194356,2
5907107,117816,49194235,5
5907107,117816,49194386,8
5907108,117816,49194362,2
5907109,117816,49194370,2
5907109,117816,49194241,5
5907109,117816,49194393,8
5907109,117816,49194256,11
5907109,117816,49861516,14
5907109,117816,49195412,17
5907109,117816,49194422,20
5907109,117816,49194289,23
5907109,117816,49194439,26
5907109,117816,49194319,29
5907109,117816,49194452,32
5907109,117816,49195408,35
5907110,117816,49194354,2
5907110,117816,49194234,5
5907110,117816,49194384,8
5907110,117816,49194249,11
5907110,117816,49194400,14
5907110,117816,49194263,17
5907110,117816,49194416,20
5907110,117816,49194278,23
5907110,117816,49194302,26
5907111,117816,49194367,2
5907111,117816,49194240,5
5907111,117816,49194392,8
5907111,117816,49194255,10
5907111,117816,49194407,13
5907111,117816,49194269,16
5907111,117816,49861634,19
5907111,117816,49194287,21
5907111,117816,49194438,24
5907111,117816,49194318,27
5907111,117816,49194451,30
5907111,117816,49194330,33
5907111,117816,49194460,36
5907112,117816,49194357,2
5907112,117816,49194383,5
5907112,117816,49194248,7
5907112,117816,49861518,10
5907112,117816,49194262,13
5907112,117816,49194415,16
5907112,117816,49861089,18
5907112,117816,49194431,21
5907112,117816,49194308,23
5907112,117816,49194447,26
5907112,117816,49195407,29
5907112,117816,49195396,32
5907112,117816,49194335,35
5907113,117816,49195410,1
5907113,117816,49194361,4
5907114,117816,49194227,1
5907114,117816,49194366,4
5907114,117816,49194388,7
5907114,117816,49194251,10
5907114,117816,49194403,13
5907114,117816,49861021,16
5907114,117816,49861619,19
5907114,117816,49194281,22
5907114,117816,49194434,25
5907114,117816,49194314,27
5907115,117816,49194224,1
5907115,117816,49194352,4
5907115,117816,49194233,6
5907115,117816,49194382,9
5907115,117816,49194247,12
5907115,117816,49194399,15
5907115,117816,49861023,17
5907115,117816,49194414,20
5907115,117816,49194277,23
5907115,117816,49194429,26
5907115,117816,49194307,29
5907116,117816,49194346,1
5907116,117816,49194225,4
5907116,117816,49194358,7
5907116,117816,49194236,9
5907116,117816,49194387,12
5907116,117816,49861028,14
5907116,117816,49194401,17
5907116,117816,49194265,20
5907116,117816,49194417,23
5907116,117816,49194280,25
5907116,117816,49194433,28
5907116,117816,49194313,31
5907116,117816,49194449,34
5907117,117816,49194371,2
5907117,117816,49195401,5
5907117,117816,49194253,8
5907117,117816,49194405,11
5907117,117816,49194268,14
5907117,117816,49194419,17
5907117,117816,49194285,20
5907117,117816,49194312,23
5907118,117816,49194375,2
5907119,117816,49194303,1
5907119,117816,49194445,4
5907119,117816,49194325,7
5907119,117816,49194455,10
5907119,117816,49194334,13
5907119,117816,49194463,16
5907119,117816,49194340,19
5907120,117816,49195832,1
5907120,117816,49195848,4
5907120,117816,49195799,5
5907120,117816,49195801,8
5907120,117816,49195836,9
5907120,117816,49897950,12
5907120,117816,49897955,13
5907120,117816,49196019,16
5907120,117816,49196010,17
5907120,117816,49196021,20
5907120,117816,49196012,21
5907120,117816,49196001,24
5907120,117816,49196013,25
5907120,117816,49196003,28
5907120,117816,49196015,29
5907120,117816,49196004,32
5907121,117816,49196141,1
5907121,117816,49196147,2
5907121,117816,49196142,5
5907121,117816,49196148,6
5907121,117816,49196144,9
5907121,117816,49196146,10
5907121,117816,49196145,13
5907121,117816,49196149,14
5907121,117816,49196143,17
5907121,117816,49196151,18
5907122,117816,49194348,1
5907122,117816,49194228,4
5907122,117816,49194369,7
5907123,117816,49194350,1
5907123,117816,49194231,4
5907123,117816,49194379,7
5907124,117816,49195831,1
5907124,117816,49195847,4
5907124,117816,49195833,5
5907124,117816,49195850,8
5907124,117816,49195834,9
5907124,117816,49195849,12
5907124,117816,49195837,13
5907124,117816,49195853,16
5907124,117816,49195841,17
5907124,117816,49195855,20
5907124,117816,49195840,21
5907124,117816,49195827,24
5907124,117816,49195843,25
5907124,117816,49195829,28
5907124,117816,49195845,29
5907124,117816,49195830,32
5907124,117816,49195844,33
5907125,117816,49195975,1
5907125,117816,49195984,4
5907126,117816,49195944,1
5907126,117816,49195950,4
5907126,117816,49195945,5
5907126,117816,49195889,8
5907126,117816,49195884,9
5907126,117816,49897951,12
5907126,117816,49897956,13
5907126,117816,49195953,16
5907126,117816,49195948,17
5907126,117816,49196043,20
5907127,117816,49195686,1
5907127,117816,49195688,2
5907127,117816,49195690,5
5907127,117816,49195692,6
5907127,117816,49195694,9
5907127,117816,49195696,10
5907127,117816,49195952,13
5907127,117816,49195946,14
5907127,117816,49195951,17
5907127,117816,49195947,18
5907127,117816,49196066,21
5907127,117816,49196052,22
5907127,117816,49195924,25
5907127,117816,49195918,26
5907127,117816,49195910,29
5907128,117816,49195699,1
5907128,117816,49195887,4
5907128,117816,49195882,5
5907128,117816,49195888,8
5907128,117816,49195883,9
5907128,117816,49897949,12
5907128,117816,49897954,13
5907128,117816,49195890,16
5907128,117816,49195885,17
5907128,117816,49195891,20
5907128,117816,49195886,21
5907128,117816,49195943,24
5907128,117816,49195949,25
5907129,117816,49195720,1
5907129,117816,49195718,2
5907129,117816,49195721,5
5907129,117816,49195719,6
5907130,117816,49195733,1
5907130,117816,49195739,4
5907130,117816,49195734,5
5907130,117816,49195740,8
5907130,117816,49195735,9
5907130,117816,49195742,12
5907130,117816,49195736,13
5907130,117816,49195743,16
5907130,117816,49195737,17
5907130,117816,49195741,20
5907130,117816,49195738,21
5907130,117816,49195729,24
5907130,117816,49196099,25
5907130,117816,49196094,28
5907130,117816,49195982,29
5907130,117816,49195973,32
5907130,117816,49195983,33
5907131,117816,49195758,1
5907131,117816,49195760,4
5907131,117816,49195759,5
5907132,117816,49195776,1
5907132,117816,49195783,4
5907132,117816,49196007,5
5907132,117816,49196017,8
5907133,117816,49195793,1
5907133,117816,49195791,2
5907133,117816,49195794,5
5907133,117816,49195792,6
5907134,117816,49195798,1
5907134,117816,49195800,4
5907134,117816,49196005,5
5907134,117816,49196016,8
5907134,117816,49196006,9
5907134,117816,49196018,12
5907134,117816,49196008,13
5907134,117816,49897952,16
5907134,117816,49195780,17
5907134,117816,49196101,20
5907134,117816,49196098,21
5907134,117816,49196092,24
5907134,117816,49196127,25
5907135,117816,49195812,1
5907135,117816,49195808,2
5907135,117816,49195813,5
5907135,117816,49195809,6
5907135,117816,49195814,9
5907135,117816,49195810,10
5907135,117816,49195815,13
5907135,117816,49195811,14
5907135,117816,49196065,17
5907135,117816,49196054,18
5907135,117816,49196070,21
5907135,117816,49196059,22
5907135,117816,49196042,25
5907136,117816,49194353,2
5907136,117816,49194378,5
5907136,117816,49194245,7
5907136,117816,49194398,10
5907136,117816,49194260,13
5907136,117816,49861492,16
5907136,117816,49194275,18
5907136,117816,49194428,21
5907136,117816,49194304,23
5907137,117816,49195911,1
5907137,117816,49195920,4
5907137,117816,49195915,5
5907138,117816,49195912,1
5907138,117816,49195919,4
5907138,117816,49195914,5
5907138,117816,49195922,8
5907138,117816,49195913,9
5907138,117816,49195921,12
5907138,117816,49195916,13
5907138,117816,49195923,16
5907138,117816,49195917,17
5907138,117816,49196117,20
5907138,117816,49196116,21
5907139,117816,49194359,2
5907139,117816,49194237,5
5907139,117816,49194389,8
5907139,117816,49194252,11
5907139,117816,49861496,14
5907139,117816,49194266,16
5907139,117816,49194418,19
5907139,117816,49194282,22
5907139,117816,49194309,25
5907140,117816,49194368,2
5907141,117816,49195976,1
5907141,117816,49195985,4
5907141,117816,49195978,5
5907141,117816,49195986,8
5907141,117816,49195977,9
5907141,117816,49195987,12
5907141,117816,49195979,13
5907141,117816,49195988,16
5907141,117816,49195981,17
5907141,117816,49195974,20
5907142,117816,49194373,2
5907143,117816,49194374,2
5907144,117816,49196067,1
5907144,117816,49196056,2
5907144,117816,49196045,5
5907145,117816,49196055,1
5907145,117816,49196069,4
5907145,117816,49196060,5
5907145,117816,49196047,8
5907145,117816,49196062,9
5907145,117816,49196044,12
5907145,117816,49196063,13
5907145,117816,49196051,16
5907146,117816,49196100,1
5907146,117816,49196096,2
5907146,117816,49195732,5
5907147,117816,49196095,1
5907147,117816,49196118,4
5907147,117816,49196126,5
5907147,117816,49196119,8
5907147,117816,49196131,9
5907147,117816,49196121,12
5907147,117816,49196128,13
5907147,117816,49196125,16
5907148,117816,49194291,1
5907149,117816,49194298,1
5907150,117816,49194300,1
5907151,117816,49194376,2
5907151,117816,49194244,5
5907151,117816,49194396,8
5907151,117816,49194259,11
5907151,117816,49194410,14
5907151,117816,49195413,17
5907151,117816,49194427,20
5907151,117816,49194296,23
5907151,117816,49194443,26
5907151,117816,49194323,28
5907151,117816,49194454,31
5907151,117816,49195406,34
5907152,117816,49194363,2
5907153,117816,49194360,2
5907153,117816,49194385,5
5907153,117816,49194250,8
5907153,117816,49194402,11
5907153,117816,49194264,13
5907153,117816,49861629,16
5907153,117816,49194279,19
5907153,117816,49194432,22
5907153,117816,49194311,25
5907153,117816,49195403,28
5907153,117816,49194328,30
5907153,117816,49194458,33
5907154,117816,49194299,1
5907155,117816,49194349,1
5907155,117816,49194229,4
5907155,117816,49195400,7
5907155,117816,49194243,10
5907155,117816,49194395,13
5907155,117816,49194258,16
5907155,117816,49194411,19
5907155,117816,49194273,21
5907155,117816,49194425,24
5907155,117816,49194293,27
5907155,117816,49194442,30
5907155,117816,49194322,33
5907156,117816,49194365,2
5907156,117816,49194239,4
5907156,117816,49194391,7
5907156,117816,49194254,10
5907156,117816,49194406,13
5907156,117816,49861018,15
5907156,117816,49194421,18
5907156,117816,49194286,21
5907156,117816,49194437,24
5907156,117816,49194317,26
5907157,117816,49194297,1
5907158,117816,49195402,1
5907158,117816,49861036,4
5907158,117816,49194408,7
5907158,117816,49194270,9
5907158,117816,49194423,12
5907158,117816,49194290,15
5907159,117816,49194448,1
5907159,117816,49194327,4
5907159,117816,49194457,7
5907159,117816,49194336,10
5907159,117816,49194464,13
5907159,117816,49194341,16
5907159,117816,49194467,19
5907159,117816,49194344,22
5907159,117816,49194469,25
5907160,117816,49194321,1
5907160,117816,49195404,4
5907160,117816,49194331,7
5907160,117816,49194461,10
5907160,117816,49194339,13
5907160,117816,49194466,16
5907160,117816,49194343,19
5907160,117816,49194468,22
5907161,117816,49194294,1
5907162,117816,49194316,1
5907162,117816,49195395,4
5907162,117816,49194329,7
5907162,117816,49194459,10
5907162,117816,49194338,13
5907162,117816,49194465,16
5907162,117816,49194342,19
5907163,117816,49194288,1
5907163,117816,49194315,4
5907164,117816,49194295,1
5907165,117816,49861511,1
5907165,117816,49194271,4
5907165,117816,49194424,7
5907165,117816,49195414,10
5907165,117816,49194440,13
5907165,117816,49194320,15
5907166,117816,47580742,1
5907166,117816,47580773,2
5907166,117816,47580710,5
5907166,117816,47580778,6
5907166,117816,47580714,9
5907166,117816,47580538,12
5907167,117816,47580770,1
5907167,117816,47580707,4
5907167,117816,47580775,5
5907167,117816,47580712,8
5907167,117816,47580809,9
5907167,117816,47580838,12
5907168,117816,49194306,1
5907169,117816,49194284,1
5907169,117816,49194436,4
5907170,117816,49194435,1
5907170,117816,49195415,4
5907170,117816,49194450,7
5907170,117816,49195417,10
5907170,117816,49195397,13
5907170,117816,49194337,16
5907171,117816,49196058,1
5907171,117816,49196068,4
5907172,117816,49195786,1
5907172,117816,49195781,2
5907172,117816,49195775,5
5907173,117816,49196053,1
5907173,117816,49196046,4
5907173,117816,49196057,5
5907173,117816,49196048,8
5907173,117816,49196061,9
5907173,117816,49196049,12
5907173,117816,49196064,13
5907173,117816,49196050,16
5907174,117816,49196091,1
5907175,117816,49195703,1
5907175,117816,49195698,2
5907175,117816,49195702,5
5907175,117816,49195701,6
5907175,117816,49195704,9
5907175,117816,49195700,10
5907175,117816,49195705,13
5907175,117816,49195715,14
5907175,117816,49195722,17
5907175,117816,49195727,18
5907175,117816,49196093,21
5907175,117816,49196097,22
5907176,117816,49195777,1
5907176,117816,49195782,4
5907176,117816,49195778,5
5907176,117816,49195784,8
5907176,117816,49195779,9
5907176,117816,49195785,12
5907176,117816,49196009,13
5907176,117816,49196020,16
5907176,117816,49196011,17
5907176,117816,49196002,20
5907176,117816,49196014,21
5907176,117816,49196120,24
5907177,117816,49195980,1
5907177,117816,49195972,4
5907177,117816,49196132,5
5907177,117816,49196124,8
5907177,117816,49196133,9
5907177,117816,49196123,12
5907177,117816,49196130,13
5907177,117816,49196122,16
5907177,117816,49196129,17
5907178,117816,47580981,2
5907178,117816,47580670,5
5907178,117816,47580693,7
5907178,117816,47580698,10
5907178,117816,47580694,12
5907178,117816,47580696,15
5907179,117816,47580790,1
5907180,117816,47580828,1
5907180,117816,47580766,2
5907180,117816,47580741,5
5907181,117816,49195835,1
5907181,117816,49195846,4
5907181,117816,49897953,5
5907181,117816,49195852,8
5907181,117816,49195839,9
5907181,117816,49195851,12
5907181,117816,49195838,13
5907181,117816,49195854,16
5907181,117816,49195842,17
5907181,117816,49195828,20
5907182,117816,47581436,1
5907182,117816,47581548,4
5907182,117816,47581470,7
5907183,117816,47581504,1
5907183,117816,47581413,4
5907183,117816,47581520,7
5907183,117816,47581425,10
5907183,117816,47581535,13
5907183,117816,47581440,16
5907183,117816,47582388,19
5907184,117816,47581498,1
5907184,117816,47581407,4
5907184,117816,47581514,7
5907185,117816,47581430,1
5907185,117816,47581540,4
5907185,117816,47581458,7
5907185,117816,47581561,10
5907185,117816,47581480,13
5907186,117816,47581532,1
5907186,117816,47581435,4
5907186,117816,47581547,7
5907187,117816,49793407,1
5907187,117816,47581477,4
5907187,117816,47581369,7
5907187,117816,47581488,10
5907187,117816,47581366,13
5907187,117816,47580961,16
5907187,117816,47580952,19
5907188,117816,47582389,1
5907188,117816,47581362,4
5907188,117816,47581483,7
5907188,117816,47581375,10
5907188,117816,47581491,13
5907188,117816,47582436,16
5907189,117816,47581445,1
5907190,117816,47581442,1
5907190,117816,47581552,4
5907190,117816,47581475,7
5907190,117816,47581371,10
5907190,117816,47581486,13
5907191,117816,47581507,1
5907191,117816,47581415,4
5907191,117816,47581522,7
5907191,117816,47581427,10
5907191,117816,47581537,13
5907191,117816,47581449,16
5907191,117816,47581556,19
5907191,117816,47581476,22
5907192,117816,47581447,1
5907192,117816,47581555,4
5907193,117816,47580771,1
5907193,117816,47580708,4
5907193,117816,47580776,5
5907193,117816,47580835,8
5907193,117816,47580954,11
5907193,117816,47580957,14
5907193,117816,47580958,17
5907193,117816,47580953,20
5907194,117816,47581439,1
5907194,117816,49793420,4
5907196,27734,47418107,1
5907196,27734,47418163,4
5907196,27734,47418112,7
5907196,27734,47418067,10
5907196,27734,47418125,13
5907196,27734,47418080,16
5907196,27734,47418138,19
5907196,27734,47418093,22
5907196,27734,47418151,25
5907197,27734,47418053,2
5907197,27734,47418178,5
5907197,27734,47418062,8
5907197,27734,47418119,11
5907197,27734,47418074,14
5907197,27734,47418132,17
5907197,27734,47418087,20
5907198,27734,47418176,1
5907198,27734,47418057,4
5907198,27734,47418114,7
5907198,27734,47418069,10
5907198,27734,47418127,13
5907198,27734,47418082,16
5907199,27734,47418054,2
5907199,27734,47418179,5
5907199,27734,47418064,8
5907199,27734,47418121,11
5907199,27734,47418076,14
5907199,27734,47418134,17
5907199,27734,47418089,20
5907199,27734,47418147,23
5907200,27734,47418055,2
5907200,27734,47418180,5
5907200,27734,47418066,8
5907200,27734,47418124,11
5907200,27734,47418079,14
5907200,27734,47418137,17
5907200,27734,47418092,20
5907200,27734,47418150,23
5907200,27734,47418168,26
5907201,27734,47418123,1
5907201,27734,47418078,4
5907201,27734,47418136,7
5907201,27734,47418091,10
5907201,27734,47418149,13
5907202,27734,47418193,1
5907202,27734,47418196,2
5907202,27734,47418241,3
5907202,27734,47418247,4
5907202,27734,47418217,5
5907202,27734,47418219,6
5907202,27734,47418261,7
5907202,27734,47418254,8
5907202,27734,47418266,9
5907202,27734,47418272,10
5907203,27734,47418194,1
5907203,27734,47418197,2
5907203,27734,47418203,3
5907203,27734,47418209,4
5907203,27734,47418223,5
5907203,27734,47418228,6
5907203,27734,47418307,7
5907203,27734,47418301,8
5907203,27734,47418271,9
5907203,27734,47418280,10
5907203,27734,47418410,11
5907203,27734,47418401,12
5907203,27734,47418404,13
5907203,27734,47418416,14
5907204,27734,47418199,1
5907204,27734,47418198,2
5907204,27734,47418206,3
5907204,27734,47418211,4
5907204,27734,47418286,5
5907204,27734,47418279,6
5907204,27734,47418248,7
5907204,27734,47418264,8
5907204,27734,47418327,9
5907204,27734,47418320,10
5907204,27734,47418432,11
5907204,27734,47418437,12
5907205,27734,47418205,1
5907205,27734,47418208,2
5907205,27734,47418207,3
5907205,27734,47418210,4
5907205,27734,47418297,5
5907205,27734,47418311,6
5907205,27734,47418251,7
5907205,27734,47418255,8
5907205,27734,47418300,9
5907205,27734,47418305,10
5907206,27734,47418216,1
5907206,27734,47418214,2
5907206,27734,47418277,3
5907206,27734,47418281,4
5907206,27734,47418224,5
5907206,27734,47418232,6
5907206,27734,47418314,7
5907206,27734,47418315,8
5907206,27734,47418396,9
5907206,27734,47418386,10
5907206,27734,47418381,11
5907206,27734,47418390,12
5907207,27734,47418227,1
5907207,27734,47418229,2
5907207,27734,47418230,3
5907207,27734,47418226,4
5907207,27734,47418225,5
5907207,27734,47418237,6
5907207,27734,47418252,7
5907207,27734,47418257,8
5907207,27734,47418275,9
5907207,27734,47418294,10
5907207,27734,47418309,11
5907207,27734,47418321,12
5907207,27734,47418339,13
5907207,27734,47418343,14
5907208,27734,47418258,1
5907208,27734,47418263,2
5907208,27734,47418220,3
5907208,27734,47418222,4
5907208,27734,47418239,5
5907208,27734,47418250,6
5907208,27734,47418282,7
5907208,27734,47418274,8
5907209,27734,47418318,1
5907209,27734,47418326,2
5907209,27734,47418234,3
5907209,27734,47418235,4
5907209,27734,47418384,5
5907209,27734,47418389,6
5907209,27734,47418283,7
5907209,27734,47418290,8
5907209,27734,47418303,9
5907209,27734,47418330,10
5907209,27734,47418380,11
5907209,27734,47418360,12
5907209,27734,47418376,13
5907209,27734,47419121,14
5907210,27734,47418357,1
5907210,27734,47418368,2
5907210,27734,47418236,3
5907210,27734,47418238,4
5907210,27734,47418268,5
5907210,27734,47418285,6
5907210,27734,47418293,7
5907210,27734,47418298,8
5907210,27734,47418323,9
5907210,27734,47418342,10
5907210,27734,47418421,11
5907210,27734,47418405,12
5907210,27734,47418411,13
5907210,27734,47419122,14
5907210,27734,47419118,15
5907210,27734,47418415,16
5907211,27734,47418449,1
5907211,27734,47418444,2
5907211,27734,47418446,3
5907211,27734,47419124,4
5907211,27734,47419120,5
5907211,27734,47418454,6
5907211,27734,47418450,7
5907211,27734,47418455,8
5907211,27734,47418751,11
5907211,27734,47418750,14
5907212,27734,47418534,2
5907212,27734,47418530,5
5907212,27734,47418528,7
5907212,27734,47418519,10
5907212,27734,47418515,12
