SERVICE_RTE_NUM,INBD_OUTBD_CD,DAY_PART_CD,STOP_ID,STOP_NAME,DAY_TYPE,STOP_SEQUENCE_NUM,AVG_TRIP_BOARDINGS,AVG_TOTAL_BOARDINGS,AVG_TRIP_ALIGHTINGS,AVG_TOTAL_ALIGHTINGS,AVG_TRIP_DEPARTING_LOAD
702,I,AM,3035,Canyon Park Park & Ride Bay 6,Sunday,0,1.143,8.000,0.000,0.000,1.143
702,I,AM,3033,220th St SE NB Station,Sunday,1,0.536,3.750,0.000,0.000,1.679
702,I,AM,3032,208th St SE NB Station,Sunday,2,1.429,10.000,0.393,2.750,2.714
702,I,AM,3031,196th St SE NB Station,Sunday,3,1.429,10.000,0.107,0.750,4.036
702,I,AM,3030,180th St SE NB Station,Sunday,4,0.643,4.500,0.143,1.000,4.536
702,I,AM,3029,164th St SE NB Station,Sunday,5,0.500,3.500,0.929,6.500,4.107
702,I,AM,3028,153rd St SE NB Station,Sunday,6,0.214,1.500,0.607,4.250,3.714
702,I,AM,3027,Trillium Blvd NB Station,Sunday,7,0.542,3.250,0.167,1.000,4.083
702,I,AM,3026,16th Ave SE NB Station,Sunday,8,1.375,8.250,0.375,2.250,5.083
702,I,AM,3025,Dumas Rd NB Station,Sunday,9,0.417,2.500,0.458,2.750,5.042
702,I,AM,3024,3rd Ave SE NB Station,Sunday,10,0.333,2.000,0.125,0.750,5.250
702,I,AM,3023,4th Ave W NB Station,Sunday,11,2.500,15.000,1.042,6.250,6.708
702,I,AM,3022,Gibson Rd NB Station,Sunday,12,0.458,2.750,0.333,2.000,6.833
702,I,AM,3021,Hwy 99 NB Station,Sunday,13,0.417,2.500,4.792,28.750,2.458
702,I,AM,3020,112th St SW NB Station,Sunday,14,0.125,0.750,0.375,2.250,2.208
702,I,AM,3019,100th St SW NB Station,Sunday,15,0.000,0.000,0.125,0.750,1.958
702,I,AM,3018,Kasch Park Rd NB Station,Sunday,16,0.000,0.000,0.542,3.250,1.333
702,I,AM,3017,Seaway Transit Center Bay 13,Sunday,17,0.000,0.000,1.292,7.750,0.000
702,I,MID,3019,100th St SW NB Station,Sunday,15,0.026,0.500,0.079,1.500,1.737
702,I,MID,3018,Kasch Park Rd NB Station,Sunday,16,0.000,0.000,0.395,7.500,1.368
702,I,MID,3017,Seaway Transit Center Bay 13,Sunday,17,0.053,1.000,1.421,27.000,0.000
702,I,MID,3027,Trillium Blvd NB Station,Sunday,7,0.408,7.750,0.145,2.750,4.921
702,I,MID,3026,16th Ave SE NB Station,Sunday,8,2.153,38.750,1.083,19.500,6.083
702,I,MID,3025,Dumas Rd NB Station,Sunday,9,0.569,10.250,0.361,6.500,6.292
702,I,MID,3024,3rd Ave SE NB Station,Sunday,10,0.569,10.250,0.250,4.500,6.611
702,I,MID,3023,4th Ave W NB Station,Sunday,11,3.042,54.750,2.236,40.250,7.417
702,I,MID,3022,Gibson Rd NB Station,Sunday,12,0.583,10.500,0.486,8.750,7.514
702,I,MID,3021,Hwy 99 NB Station,Sunday,13,0.611,11.000,5.847,105.250,2.278
702,I,MID,3020,112th St SW NB Station,Sunday,14,0.042,0.750,0.472,8.500,1.847
702,I,MID,3035,Canyon Park Park & Ride Bay 6,Sunday,0,2.417,43.500,0.000,0.000,2.417
702,I,MID,3033,220th St SE NB Station,Sunday,1,0.556,10.000,0.014,0.250,2.958
702,I,MID,3032,208th St SE NB Station,Sunday,2,1.736,31.250,0.542,9.750,4.153
702,I,MID,3031,196th St SE NB Station,Sunday,3,1.250,22.500,0.444,8.000,4.958
702,I,MID,3030,180th St SE NB Station,Sunday,4,1.500,27.000,0.375,6.750,6.083
702,I,MID,3029,164th St SE NB Station,Sunday,5,1.014,18.250,1.528,27.500,5.569
702,I,MID,3028,153rd St SE NB Station,Sunday,6,0.306,5.500,1.097,19.750,4.778
702,I,PM,3026,16th Ave SE NB Station,Sunday,8,2.375,28.500,1.521,18.250,8.062
702,I,PM,3025,Dumas Rd NB Station,Sunday,9,0.604,7.250,0.292,3.500,8.375
702,I,PM,3024,3rd Ave SE NB Station,Sunday,10,0.646,7.750,0.333,4.000,8.688
702,I,PM,3023,4th Ave W NB Station,Sunday,11,3.229,38.750,2.917,35.000,9.000
702,I,PM,3022,Gibson Rd NB Station,Sunday,12,0.688,8.250,1.583,19.000,8.104
702,I,PM,3021,Hwy 99 NB Station,Sunday,13,0.271,3.250,6.292,75.500,2.083
702,I,PM,3020,112th St SW NB Station,Sunday,14,0.062,0.750,0.167,2.000,1.979
702,I,PM,3019,100th St SW NB Station,Sunday,15,0.042,0.500,0.146,1.750,1.875
702,I,PM,3018,Kasch Park Rd NB Station,Sunday,16,0.021,0.250,0.292,3.500,1.604
702,I,PM,3017,Seaway Transit Center Bay 13,Sunday,17,0.000,0.000,1.500,19.500,0.000
702,I,PM,3035,Canyon Park Park & Ride Bay 6,Sunday,0,3.438,41.250,0.000,0.000,3.438
702,I,PM,3033,220th St SE NB Station,Sunday,1,0.438,5.250,0.021,0.250,3.854
702,I,PM,3032,208th St SE NB Station,Sunday,2,2.958,35.500,0.688,8.250,6.125
702,I,PM,3031,196th St SE NB Station,Sunday,3,0.750,9.000,0.625,7.500,6.250
702,I,PM,3030,180th St SE NB Station,Sunday,4,1.646,19.750,0.771,9.250,7.125
702,I,PM,3029,164th St SE NB Station,Sunday,5,1.792,21.500,1.562,18.750,7.354
702,I,PM,3028,153rd St SE NB Station,Sunday,6,0.917,11.000,0.875,10.500,7.396
702,I,PM,3027,Trillium Blvd NB Station,Sunday,7,0.365,4.750,0.327,4.250,6.769
702,I,XEV,3026,16th Ave SE NB Station,Sunday,8,2.281,18.250,1.438,11.500,6.906
702,I,XEV,3025,Dumas Rd NB Station,Sunday,9,0.625,5.000,0.156,1.250,7.375
702,I,XEV,3024,3rd Ave SE NB Station,Sunday,10,0.625,5.000,0.781,6.250,7.219
702,I,XEV,3023,4th Ave W NB Station,Sunday,11,3.406,27.250,2.531,20.250,8.094
702,I,XEV,3022,Gibson Rd NB Station,Sunday,12,0.312,2.500,1.094,8.750,7.312
702,I,XEV,3021,Hwy 99 NB Station,Sunday,13,0.656,5.250,5.688,45.500,2.281
702,I,XEV,3020,112th St SW NB Station,Sunday,14,0.000,0.000,0.625,5.000,1.656
