SERVICE_RTE_NUM,INBD_OUTBD_CD,DAY_PART_CD,STOP_ID,STOP_NAME,DAY_TYPE,AVG_TRIP_BOARDINGS,AVG_TOTAL_BOARDINGS,AVG_TRIP_ALIGHTINGS,AVG_TOTAL_ALIGHTINGS,AVG_TRIP_DEPARTING_LOAD
701,O,MID,3267,Shoreline North/185th Station Bay 2,Sunday,0.000,0.000,5.262,110.500,0.000
701,O,MID,2780,Lincoln Way SB Station,Sunday,1.648,36.250,1.477,32.500,15.182
701,O,MID,2778,148th St SW SB Station,Sunday,1.955,43.000,2.352,51.750,14.227
701,O,MID,2770,International SB Station at 174th Pl SW,Sunday,1.917,40.250,2.405,50.500,14.321
701,O,MID,2764,Crossroads SB Station at 196th St SW,Sunday,1.869,39.250,4.476,94.000,11.714
701,O,MID,2760,College SB Station at 204th St SW,Sunday,0.714,15.000,0.488,10.250,11.940
701,O,MID,2754,216th St SW SB Station,Sunday,1.333,28.000,1.881,39.500,11.393
701,O,MID,2748,238th St SW SB Station,Sunday,1.250,27.500,1.477,32.500,10.568
701,O,MID,2820,41st St SB Station,Sunday,2.205,48.500,0.852,18.750,10.170
701,O,MID,2816,50th St SB Station,Sunday,1.568,34.500,1.239,27.250,10.500
701,O,MID,2810,Pecks Dr SB Station,Sunday,1.739,38.250,1.091,24.000,11.148
701,O,MID,2796,Casino Rd SB Station,Sunday,4.852,106.750,2.125,46.750,13.477
701,O,MID,2788,4th Ave W SB Station,Sunday,2.690,56.500,1.810,38.000,14.929
701,O,MID,2784,112th St SW SB Station,Sunday,1.940,40.750,2.000,42.000,14.869
701,O,MID,2782,Airport Road SB Station,Sunday,3.807,83.750,3.773,83.000,14.443
701,O,MID,2838,Everett Station Bay G1,Sunday,5.500,121.000,0.000,0.000,5.500
701,O,MID,2836,Wetmore Ave SB Station,Sunday,3.432,75.500,0.341,7.500,8.466
701,O,PM,2748,238th St SW SB Station,Sunday,1.183,17.750,1.783,26.750,9.533
701,O,PM,2742,Aurora Village Transit Center Bay 9,Sunday,1.482,20.750,6.679,93.500,4.214
701,O,PM,3267,Shoreline North/185th Station Bay 2,Sunday,0.000,0.000,4.050,60.750,0.000
701,O,PM,2770,International SB Station at 174th Pl SW,Sunday,2.393,33.500,2.732,38.250,12.857
701,O,PM,2764,Crossroads SB Station at 196th St SW,Sunday,2.196,30.750,4.393,61.500,10.661
701,O,PM,2760,College SB Station at 204th St SW,Sunday,0.589,8.250,0.571,8.000,10.679
701,O,PM,2754,216th St SW SB Station,Sunday,1.839,25.750,1.839,25.750,10.679
701,O,PM,2796,Casino Rd SB Station,Sunday,5.179,72.500,3.786,53.000,14.232
701,O,PM,2788,4th Ave W SB Station,Sunday,3.071,43.000,1.482,20.750,15.929
701,O,PM,2784,112th St SW SB Station,Sunday,1.661,23.250,1.964,27.500,15.625
701,O,PM,2782,Airport Road SB Station,Sunday,4.214,59.000,5.607,78.500,14.232
701,O,PM,2780,Lincoln Way SB Station,Sunday,1.018,14.250,1.607,22.500,13.143
701,O,PM,2778,148th St SW SB Station,Sunday,2.143,30.000,2.929,41.000,13.054
701,O,PM,2836,Wetmore Ave SB Station,Sunday,3.821,53.500,0.268,3.750,9.911
701,O,PM,2820,41st St SB Station,Sunday,1.519,19.750,0.788,10.250,10.750
701,O,PM,2816,50th St SB Station,Sunday,1.673,21.750,0.731,9.500,11.692
701,O,PM,2810,Pecks Dr SB Station,Sunday,2.519,32.750,1.058,13.750,13.154
701,O,PM,2838,Everett Station Bay G1,Sunday,6.519,84.750,0.000,0.000,6.519
701,O,XEV,2742,Aurora Village Transit Center Bay 9,Sunday,1.075,10.750,5.375,53.750,3.325
701,O,XEV,3267,Shoreline North/185th Station Bay 2,Sunday,0.000,0.000,3.694,33.250,0.000
701,O,XEV,2780,Lincoln Way SB Station,Sunday,0.800,8.000,1.400,14.000,9.775
701,O,XEV,2778,148th St SW SB Station,Sunday,0.778,7.000,3.278,29.500,8.444
701,O,XEV,2770,International SB Station at 174th Pl SW,Sunday,1.472,13.250,1.111,10.000,8.806
701,O,XEV,2764,Crossroads SB Station at 196th St SW,Sunday,2.306,20.750,3.528,31.750,7.583
701,O,XEV,2760,College SB Station at 204th St SW,Sunday,0.417,3.750,0.389,3.500,7.611
701,O,XEV,2754,216th St SW SB Station,Sunday,1.111,10.000,1.333,12.000,7.250
701,O,XEV,2748,238th St SW SB Station,Sunday,0.925,9.250,1.300,13.000,6.375
701,O,XEV,2820,41st St SB Station,Sunday,1.278,11.500,0.639,5.750,9.500
701,O,XEV,2816,50th St SB Station,Sunday,1.944,17.500,0.972,8.750,10.472
701,O,XEV,2810,Pecks Dr SB Station,Sunday,1.750,15.750,1.472,13.250,10.750
701,O,XEV,2796,Casino Rd SB Station,Sunday,4.417,39.750,3.611,32.500,11.556
701,O,XEV,2788,4th Ave W SB Station,Sunday,2.028,18.250,1.944,17.500,11.639
701,O,XEV,2784,112th St SW SB Station,Sunday,1.111,10.000,1.472,13.250,11.278
701,O,XEV,2782,Airport Road SB Station,Sunday,4.167,37.500,3.611,32.500,11.111
701,O,XEV,2838,Everett Station Bay G1,Sunday,5.944,53.500,0.000,0.000,5.944
701,O,XEV,2836,Wetmore Ave SB Station,Sunday,2.667,24.000,0.306,2.750,8.306
701,O,XNT,2742,Aurora Village Transit Center Bay 9,Sunday,0.750,2.250,3.583,10.750,3.333
701,O,XNT,3267,Shoreline North/185th Station Bay 2,Sunday,0.167,0.500,3.500,10.500,0.000
701,O,XNT,2782,Airport Road SB Station,Sunday,2.375,4.750,3.125,6.250,8.375
701,O,XNT,2780,Lincoln Way SB Station,Sunday,0.500,1.000,1.500,3.000,9.000
701,O,XNT,2778,148th St SW SB Station,Sunday,1.125,2.250,3.250,6.500,7.750
701,O,XNT,2770,International SB Station at 174th Pl SW,Sunday,1.125,2.250,1.750,3.500,7.125
701,O,XNT,2764,Crossroads SB Station at 196th St SW,Sunday,2.625,5.250,2.000,4.000,7.750
701,O,XNT,2760,College SB Station at 204th St SW,Sunday,0.125,0.250,0.125,0.250,7.750
701,O,XNT,2754,216th St SW SB Station,Sunday,0.333,1.000,0.917,2.750,5.000
701,O,XNT,2748,238th St SW SB Station,Sunday,1.000,3.000,0.833,2.500,5.167
701,O,XNT,2820,41st St SB Station,Sunday,0.750,0.750,0.500,0.500,3.750
701,O,XNT,2816,50th St SB Station,Sunday,1.250,1.250,0.250,0.250,4.750
701,O,XNT,2810,Pecks Dr SB Station,Sunday,3.000,3.000,1.250,1.250,6.500
701,O,XNT,2796,Casino Rd SB Station,Sunday,4.750,4.750,2.250,2.250,9.000
701,O,XNT,2788,4th Ave W SB Station,Sunday,2.500,2.500,0.500,0.500,11.000
701,O,XNT,2784,112th St SW SB Station,Sunday,1.250,1.250,0.500,0.500,11.750
701,I,XNT,3313,Aurora Village Transit Center Bay 12,Sunday,0.750,0.750,0.250,0.250,1.750
