DateValue - Year,DateValue - Month,"Direction, Friendly",LongName,Line_Temp,BoardingCnt,AlightingCnt,stationCode,
2023,August,North,Northgate,1 Line,4521,74806,145,
2023,August,North,Roosevelt,1 Line,3416,31032,146,
2023,August,North,U District,1 Line,11564,42392,147,
2023,August,North,University of Washington,1 Line,11612,27702,148,
2023,August,North,Capitol Hill,1 Line,29817,38626,149,
2023,August,North,Westlake/Seattle,1 Line,50088,44311,150,
2023,August,North,University St,1 Line,21319,17907,151,
2023,August,North,Pioneer Square,1 Line,22053,19695,152,
2023,August,North,International District/Chinatown,1 Line,27578,14102,153,
2023,August,North,Stadium,1 Line,10945,12115,154,
2023,August,North,SODO,1 Line,9671,5892,155,
2023,August,North,Beacon Hill,1 Line,13079,5642,156,
2023,August,North,Mount Baker,1 Line,9638,5315,157,
2023,August,North,Columbia City,1 Line,12730,4014,158,
2023,August,North,Othello,1 Line,13438,5757,160,
2023,August,North,Rainier Beach,1 Line,11429,4755,161,
2023,August,North,Tukwila International Blvd,1 Line,18200,5912,163,
2023,August,North,SeaTac/Airport,1 Line,52266,8407,164,
2023,August,North,Angle Lake,1 Line,36106,211,165,
2023,August,South,Northgate,1 Line,96350,589,145,
2023,August,South,Roosevelt,1 Line,38216,3575,146,
2023,August,South,U District,1 Line,51179,13493,147,
2023,August,South,University of Washington,1 Line,32470,12680,148,
2023,August,South,Capitol Hill,1 Line,37250,40771,149,
2023,August,South,Westlake/Seattle,1 Line,48185,56340,150,
2023,August,South,University St,1 Line,18928,24885,151,
2023,August,South,Pioneer Square,1 Line,17260,29505,152,
2023,August,South,International District/Chinatown,1 Line,17728,30901,153,
2023,August,South,Stadium,1 Line,11494,23832,154,
2023,August,South,SODO,1 Line,10240,8601,155,
2023,August,South,Beacon Hill,1 Line,6337,16003,156,
2023,August,South,Mount Baker,1 Line,6563,10097,157,
2023,August,South,Columbia City,1 Line,4631,13093,158,
2023,August,South,Othello,1 Line,5931,14199,160,
2023,August,South,Rainier Beach,1 Line,3775,10151,161,
2023,August,South,Tukwila International Blvd,1 Line,5976,21443,163,
2023,August,South,SeaTac/Airport,1 Line,8605,53458,164,
2023,August,South,Angle Lake,1 Line,3510,39930,165,
