DateValue - Year,DateValue - Month,"Direction, Friendly",LongName,Line_Temp,BoardingCnt,AlightingCnt,stationCode,
2024,March,North,Roosevelt,1 Line,6867,66100,146,
2024,March,North,U District,1 Line,33176,97972,147,
2024,March,North,University of Washington,1 Line,27825,56404,148,
2024,March,North,Capitol Hill,1 Line,66978,83384,149,
2024,March,North,Westlake/Seattle,1 Line,105589,74339,150,
2024,March,North,University St,1 Line,42318,32035,151,
2024,March,North,Pioneer Square,1 Line,25654,18171,152,
2024,March,North,International District/Chinatown,1 Line,57665,26577,153,
2024,March,North,Stadium,1 Line,13047,11409,154,
2024,March,North,SODO,1 Line,17509,9921,155,
2024,March,North,Beacon Hill,1 Line,25699,13490,156,
2024,March,North,Mount Baker,1 Line,22212,12163,157,
2024,March,North,Columbia City,1 Line,24662,7961,158,
2024,March,North,Othello,1 Line,27627,9783,160,
2024,March,North,Rainier Beach,1 Line,19000,6905,161,
2024,March,North,Tukwila International Blvd,1 Line,33364,10005,163,
2024,March,North,SeaTac/Airport,1 Line,81514,12850,164,
2024,March,North,Angle Lake,1 Line,74459,115,165,
2024,March,South,Northgate,1 Line,164951,30,145,
2024,March,South,Roosevelt,1 Line,66904,7106,146,
2024,March,South,U District,1 Line,102940,32461,147,
2024,March,South,University of Washington,1 Line,61560,23949,148,
2024,March,South,Capitol Hill,1 Line,70134,77782,149,
2024,March,South,Westlake/Seattle,1 Line,79748,104468,150,
2024,March,South,University St,1 Line,31672,42464,151,
2024,March,South,Pioneer Square,1 Line,17064,24752,152,
2024,March,South,International District/Chinatown,1 Line,29468,60482,153,
2024,March,South,Stadium,1 Line,9050,23114,154,
2024,March,South,SODO,1 Line,9708,14708,155,
2024,March,South,Beacon Hill,1 Line,12761,29146,156,
2024,March,South,Mount Baker,1 Line,12703,21181,157,
2024,March,South,Columbia City,1 Line,7544,24410,158,
2024,March,South,Othello,1 Line,9303,27603,160,
2024,March,South,Rainier Beach,1 Line,6409,19587,161,
2024,March,South,Tukwila International Blvd,1 Line,8748,35900,163,
2024,March,South,SeaTac/Airport,1 Line,13165,75973,164,
