DateValue - Year,DateValue - Month,"Direction, Friendly",LongName,Line_Temp,BoardingCnt,AlightingCnt,stationCode,
2025,January,East,Redmond Technology,2 Line,517,8638,263,
2025,January,East,Overlake Village,2 Line,312,2357,262,
2025,January,East,BelRed,2 Line,531,1389,261,
2025,January,East,Spring District,2 Line,638,1347,260,
2025,January,East,Wilburton,2 Line,925,877,259,
2025,January,East,Bellevue Downtown,2 Line,5410,1189,258,
2025,January,East,East Main,2 Line,982,437,257,
2025,January,East,South Bellevue,2 Line,6775,60,256,
2025,January,West,Redmond Technology,2 Line,9014,202,263,
2025,January,West,Overlake Village,2 Line,2132,539,262,
2025,January,West,BelRed,2 Line,1466,634,261,
2025,January,West,Spring District,2 Line,1505,760,260,
2025,January,West,Wilburton,2 Line,1019,885,259,
2025,January,West,Bellevue Downtown,2 Line,1303,5564,258,
2025,January,West,East Main,2 Line,360,838,257,
2025,January,West,South Bellevue,2 Line,247,7175,256,
