DateValue - Year,DateValue - Month,"Direction, Friendly",LongName,Line_Temp,BoardingCnt,AlightingCnt,stationCode,
2025,March,East,Redmond Technology,2 Line,1177,7179,263,
2025,March,East,Overlake Village,2 Line,268,2101,262,
2025,March,East,BelRed,2 Line,480,1595,261,
2025,March,East,Spring District,2 Line,909,1305,260,
2025,March,East,Wilburton,2 Line,793,782,259,
2025,March,East,Bellevue Downtown,2 Line,4850,1196,258,
2025,March,East,East Main,2 Line,1089,370,257,
2025,March,East,South Bellevue,2 Line,5873,125,256,
2025,March,West,Redmond Technology,2 Line,6466,399,263,
2025,March,West,Overlake Village,2 Line,1933,513,262,
2025,March,West,BelRed,2 Line,1625,598,261,
2025,March,West,Spring District,2 Line,1414,970,260,
2025,March,West,Wilburton,2 Line,850,705,259,
2025,March,West,Bellevue Downtown,2 Line,1063,4924,258,
2025,March,West,East Main,2 Line,310,804,257,
