DateValue - Year,DateValue - Month,"Direction, Friendly",LongName,Line_Temp,BoardingCnt,AlightingCnt,stationCode,
2023,November,North,Northgate,1 Line,9990,155139,145,
2023,November,North,Roosevelt,1 Line,7200,64798,146,
2023,November,North,U District,1 Line,33322,95032,147,
2023,November,North,University of Washington,1 Line,31998,64292,148,
2023,November,North,Capitol Hill,1 Line,64841,82118,149,
2023,November,North,Westlake/Seattle,1 Line,98856,70139,150,
2023,November,North,University St,1 Line,42489,32167,151,
2023,November,North,Pioneer Square,1 Line,25769,19164,152,
2023,November,North,International District/Chinatown,1 Line,55612,26219,153,
2023,November,North,Stadium,1 Line,10042,9260,154,
2023,November,North,SODO,1 Line,18056,9783,155,
2023,November,North,Beacon Hill,1 Line,26186,13114,156,
2023,November,North,Mount Baker,1 Line,22256,12012,157,
2023,November,North,Columbia City,1 Line,23699,7375,158,
2023,November,North,Othello,1 Line,27969,9297,160,
2023,November,North,Rainier Beach,1 Line,19404,6737,161,
2023,November,North,Tukwila International Blvd,1 Line,33021,10623,163,
2023,November,North,SeaTac/Airport,1 Line,86183,13858,164,
2023,November,North,Angle Lake,1 Line,63048,65,165,
2023,November,South,Northgate,1 Line,164970,6,145,
2023,November,South,Roosevelt,1 Line,69389,7211,146,
2023,November,South,U District,1 Line,101691,35218,147,
2023,November,South,University of Washington,1 Line,64062,33778,148,
2023,November,South,Capitol Hill,1 Line,70839,73736,149,
2023,November,South,Westlake/Seattle,1 Line,73654,101400,150,
2023,November,South,University St,1 Line,31693,44012,151,
2023,November,South,Pioneer Square,1 Line,18187,27498,152,
2023,November,South,International District/Chinatown,1 Line,28856,60750,153,
2023,November,South,Stadium,1 Line,7309,16002,154,
2023,November,South,SODO,1 Line,9844,15068,155,
2023,November,South,Beacon Hill,1 Line,12766,28657,156,
2023,November,South,Mount Baker,1 Line,12897,21321,157,
2023,November,South,Columbia City,1 Line,7684,23255,158,
2023,November,South,Othello,1 Line,9649,27547,160,
2023,November,South,Rainier Beach,1 Line,6357,19439,161,
2023,November,South,Tukwila International Blvd,1 Line,9619,35610,163,
2023,November,South,SeaTac/Airport,1 Line,14597,84171,164,
2023,November,South,Angle Lake,1 Line,8422,69072,165,
