SERVICE_CHANGE_NUM,CHANGE_NUM,STOP_ID,STOP_SEQUENCE_NUM,DAY_PART_CD,SERVICE_RTE_NUM,EXPRESS_LOCAL_CD,INBD_OUTBD_CD,HOST_STREET_NM,CROSS_STREET_NM,STOP_PLACEMENT_CD,TRIP_COMPASS_DIR_CD,JURISDICTION_CD,OBSERVED_TRIPS_IDS,TOTAL_OBSERVATIONS,AVG_TRIP_BOARDINGS,AVG_TOTAL_BOARDINGS,AVG_TRIP_ALIGHTINGS,AVG_TOTAL_ALIGHTINGS,AVG_TRIP_DEPARTING_LOAD
241,156,13830,14,AM,674,L,I,15th Ave W,W Wheeler St,FS,S,SEA,27,2910,0.8,21.2,0.2,4.9,21
241,156,14038,11,AM,674,L,O,W Mercer St,3rd Ave W,FS,N,SEA,23,2473,1.5,35,0.6,13.2,15.8
241,156,13830,14,MID,674,L,I,15th Ave W,W Wheeler St,FS,S,SEA,36,3868,0.6,23.3,0.3,12.3,18.9
241,156,14038,11,MID,674,L,O,W Mercer St,3rd Ave W,FS,N,SEA,36,3836,1.8,64.5,1.5,54.1,18
241,156,13830,14,PM,674,L,I,15th Ave W,W Wheeler St,FS,S,SEA,29,3132,0.6,16.1,0.5,14.7,18.4
241,156,14038,11,PM,674,L,O,W Mercer St,3rd Ave W,FS,N,SEA,29,3086,1.4,40.4,2.5,72.3,24.9
241,156,13830,14,XEV,674,L,I,15th Ave W,W Wheeler St,FS,S,SEA,10,1076,0.3,3,0.7,7.2,15.3
241,156,14038,11,XEV,674,L,O,W Mercer St,3rd Ave W,FS,N,SEA,12,1257,1.2,14.3,2.1,24.7,18.7
241,156,13830,14,XNT,674,L,I,15th Ave W,W Wheeler St,FS,S,SEA,12,1272,0.1,1.6,0.4,4.6,10.6
241,156,14038,11,XNT,674,L,O,W Mercer St,3rd Ave W,FS,N,SEA,13,1308,0.6,8.4,1.7,21.7,15.3
241,156,14340,25,AM,674,L,O,15th Ave NW,NW 80th St,FS,N,SEA,21,2260,0.2,3.3,0.3,5.6,5.4
241,156,14340,25,MID,674,L,O,15th Ave NW,NW 80th St,FS,N,SEA,36,3840,0.1,3.3,0.6,21.7,7
241,156,490,26,AM,674,L,I,3rd Ave,Cherry St,NS,S,SEA,24,2588,0,0.9,3.8,91.9,2.4
241,156,14340,25,PM,674,L,O,15th Ave NW,NW 80th St,FS,N,SEA,29,3076,0.1,3.1,1.5,44.1,8.7
241,156,490,26,MID,674,L,I,3rd Ave,Cherry St,NS,S,SEA,37,3972,0.1,3.1,2.9,107.5,2.2
241,156,14340,25,XEV,674,L,O,15th Ave NW,NW 80th St,FS,N,SEA,13,1370,0.1,0.9,0.9,11.8,6.1
241,156,490,26,PM,674,L,I,3rd Ave,Cherry St,NS,S,SEA,29,3137,0.1,2.1,2.3,67.1,2.7
241,156,14340,25,XNT,674,L,O,15th Ave NW,NW 80th St,FS,N,SEA,14,1413,0,0.4,0.5,7.5,4.6
241,156,490,26,XEV,674,L,I,3rd Ave,Cherry St,NS,S,SEA,11,1189,0.1,1.1,1.9,20.7,2.2
241,156,490,26,XNT,674,L,I,3rd Ave,Cherry St,NS,S,SEA,13,1355,0.1,1.8,1.5,19.1,2.2
