DateValue - Year,DateValue - Month,"Direction, Friendly",LongName,Line_Temp,BoardingCnt,AlightingCnt,stationCode,
2024,April,East,Overlake Village,2 Line,676,1142,262,
2024,April,East,BelRed,2 Line,774,818,261,
2024,April,East,Spring District,2 Line,793,872,260,
2024,April,East,Wilburton,2 Line,731,611,259,
2024,April,East,Bellevue Downtown,2 Line,2253,1431,258,
2024,April,East,East Main,2 Line,832,538,257,
2024,April,East,South Bellevue,2 Line,3698,562,256,
2024,April,West,Redmond Technology,2 Line,3985,103,263,
2024,April,West,Overlake Village,2 Line,998,725,262,
2024,April,West,BelRed,2 Line,888,822,261,
2024,April,West,Spring District,2 Line,1062,895,260,
2024,April,West,Wilburton,2 Line,895,862,259,
2024,April,West,Bellevue Downtown,2 Line,1101,1980,258,
2024,April,West,East Main,2 Line,459,662,257,
