DateValue - Year,DateValue - Month,"Direction, Friendly",LongName,Line_Temp,BoardingCnt,AlightingCnt,stationCode,
2024,May,East,Redmond Technology,2 Line,457,13338,263,
2024,May,East,Overlake Village,2 Line,732,2463,262,
2024,May,East,BelRed,2 Line,1041,1500,261,
2024,May,East,Spring District,2 Line,1212,1872,260,
2024,May,East,Wilburton,2 Line,1515,1524,259,
2024,May,East,Bellevue Downtown,2 Line,6155,2077,258,
2024,May,East,East Main,2 Line,1674,804,257,
2024,May,East,South Bellevue,2 Line,10247,181,256,
2024,May,West,Redmond Technology,2 Line,13369,291,263,
2024,May,West,Overlake Village,2 Line,2536,821,262,
2024,May,West,BelRed,2 Line,1529,1129,261,
2024,May,West,Spring District,2 Line,1872,1269,260,
2024,May,West,Wilburton,2 Line,1631,1540,259,
2024,May,West,Bellevue Downtown,2 Line,1720,6448,258,
2024,May,West,East Main,2 Line,724,1410,257,
2024,May,West,South Bellevue,2 Line,467,10230,256,
