SERVICE_CHANGE_NUM,CHANGE_NUM,STOP_ID,STOP_SEQUENCE_NUM,DAY_PART_CD,SERVICE_RTE_NUM,EXPRESS_LOCAL_CD,INBD_OUTBD_CD,HOST_STREET_NM,CROSS_STREET_NM,STOP_PLACEMENT_CD,TRIP_COMPASS_DIR_CD,JURISDICTION_CD,OBSERVED_TRIPS_IDS,TOTAL_OBSERVATIONS,AVG_TRIP_BOARDINGS,AVG_TOTAL_BOARDINGS,AVG_TRIP_ALIGHTINGS,AVG_TOTAL_ALIGHTINGS,AVG_TRIP_DEPARTING_LOAD
223,152,12485,1,AM,4,L,I,S Walker St,25th Ave S,NS,N,SEA,11,1197,0.7,8.2,0,0,0.8
223,152,8440,2,AM,4,L,I,Rainier Ave S,S Walker St,FS,N,SEA,11,1230,1.1,11.6,0.1,0.6,1.7
223,152,12496,3,AM,4,L,I,S Plum St,25th Ave S,FS,N,SEA,11,1232,0.2,2.7,0,0.1,2
223,152,12497,4,AM,4,L,I,Martin L King Jr Way S,S Massachusetts St,FS,N,SEA,11,1234,0.6,6.8,0,0,2.5
223,152,43765,5,AM,4,L,I,Martin L King Jr Way S,S Irving St,NS,N,SEA,11,1236,0.9,9.4,0,0.3,3.4
223,152,12500,6,AM,4,L,I,26th Ave S,S Norman St,FS,N,SEA,11,1237,1,11.4,0.1,0.7,4.4
223,152,12520,7,AM,4,L,I,S Dearborn St,26th Ave S,FS,N,SEA,10,1120,1.4,14.3,0,0.1,5.8
223,152,12532,8,AM,4,L,I,23rd Ave S,S Lane St,FS,N,SEA,10,1121,0.6,5.6,0,0.3,6.3
223,152,12550,9,AM,4,L,I,23rd Ave S,S Jackson St,FS,N,SEA,10,1121,2.4,24.3,0.3,2.9,8.4
223,152,12560,10,AM,4,L,I,23rd Ave,E Yesler Way,FS,N,SEA,10,1121,0.9,9.2,0,0.2,9.3
223,152,12780,11,AM,4,L,I,E Jefferson St,23rd Ave,FS,N,SEA,10,1121,2.4,24.1,1.7,17.3,10
223,152,12790,12,AM,4,L,I,E Jefferson St,21st Ave,FS,N,SEA,10,1121,1.2,12.4,0,0.2,11.2
223,152,12805,13,AM,4,L,I,E Jefferson St,18th Ave,FS,N,SEA,10,1121,2,20,1,9.8,12.2
223,152,12820,14,AM,4,L,I,E Jefferson St,15th Ave,FS,N,SEA,10,1121,0.8,8.4,0.2,1.6,12.9
223,152,12840,15,AM,4,L,I,E Jefferson St,12th Ave,FS,N,SEA,10,1121,1.7,17.1,0.5,5.2,14.1
223,152,12860,16,AM,4,L,I,Jefferson St,Broadway,FS,N,SEA,10,1121,1.3,12.8,1.9,18.8,13.5
223,152,12880,17,AM,4,L,I,Jefferson St,9th Ave,NS,N,SEA,10,1120,2.2,21.9,3.9,39.3,11.7
223,152,12890,18,AM,4,L,I,James St,8th Ave,NS,N,SEA,9,1008,1,9.1,0.2,2,12.2
223,152,1540,19,AM,4,L,I,James St,5th Ave,NS,N,SEA,9,1008,0.2,1.4,2.1,18.6,10.3
223,152,1530,20,AM,4,L,I,S Jackson St,5th Ave S,FS,N,SEA,4,444,1.6,6.5,0,0.1,1.6
223,152,1610,21,AM,4,L,I,Prefontaine Pl S,Yesler Way,NS,N,SEA,4,445,0.4,1.5,0.2,0.6,1.9
223,152,538,22,AM,4,L,I,3rd Ave,Columbia St,NS,N,SEA,13,1456,0.6,7.4,2.3,30.4,5.9
223,152,558,23,AM,4,L,I,3rd Ave,Seneca St,NS,N,SEA,13,1455,1,12.5,1.5,19.7,5.3
223,152,575,24,AM,4,L,I,3rd Ave,Pike St,NS,N,SEA,13,1454,1.3,17,1.8,23.4,4.8
223,152,600,25,AM,4,L,I,3rd Ave,Virginia St,FS,N,SEA,13,1456,0.9,12.1,2.4,30.9,3.4
223,152,605,26,AM,4,L,I,3rd Ave,Bell St,FS,N,SEA,7,787,0.4,2.5,0.5,3.6,6.2
223,152,1690,27,AM,4,L,I,3rd Ave,Vine St,FS,N,SEA,7,788,0.2,1.2,0.6,4,5.8
223,152,4200,28,AM,4,L,I,Cedar St,Denny Way,NS,N,SEA,7,784,0.3,2.3,0.2,1.7,5.9
223,152,4220,29,AM,4,L,I,5th Ave N,Broad St,FS,N,SEA,7,786,0.1,0.7,0.6,3.9,5.4
223,152,4230,30,AM,4,L,I,5th Ave N,Republican St,FS,N,SEA,7,788,0.1,0.4,1.7,12.1,3.7
223,152,4245,31,AM,4,L,I,Valley St,Taylor Ave N,NS,N,SEA,7,788,0.2,1.7,1,6.8,3
223,152,4265,32,AM,4,L,I,Taylor Ave N,Prospect St,FS,N,SEA,7,788,0.1,0.5,0,0.3,3.1
