service_id,date,exception_type
136471,20250307,2
136471,20250228,1
136471,20250404,1
136471,20250425,1
136471,20250221,1
136471,20250328,1
136471,20250523,1
136471,20250418,1
136471,20250321,1
136471,20250613,1
136471,20250516,1
136471,20250711,1
136471,20250314,1
136471,20250411,1
136471,20250509,1
136471,20250606,1
136471,20250801,1
136471,20250704,1
136471,20250829,1
136471,20250502,1
136471,20250530,1
136471,20250725,1
136471,20250627,1
136471,20250822,1
136471,20250718,1
136471,20250620,1
136471,20250815,1
136471,20250808,1
136375,20250704,2
136375,20250307,1
136375,20250228,1
136375,20250404,1
136375,20250425,1
136375,20250221,1
136375,20250328,1
136375,20250523,1
136375,20250418,1
136375,20250321,1
136375,20250613,1
136375,20250516,1
136375,20250711,1
136375,20250314,1
136375,20250411,1
136375,20250509,1
136375,20250606,1
136375,20250801,1
136375,20250829,1
136375,20250502,1
136375,20250530,1
136375,20250725,1
136375,20250627,1
136375,20250822,1
136375,20250718,1
136375,20250620,1
136375,20250815,1
136375,20250808,1
132551,20250307,2
132551,20250328,2
132551,20250228,1
132551,20250404,1
132551,20250425,1
132551,20250523,1
132551,20250418,1
132551,20250321,1
132551,20250613,1
132551,20250516,1
132551,20250711,1
132551,20250314,1
132551,20250411,1
132551,20250509,1
132551,20250606,1
132551,20250801,1
132551,20250704,1
132551,20250829,1
132551,20250502,1
132551,20250530,1
132551,20250725,1
132551,20250627,1
132551,20250822,1
132551,20250718,1
132551,20250620,1
132551,20250815,1
132551,20250808,1
131282,20250226,2
131282,20250326,2
131282,20250219,2
131282,20250319,2
131282,20250312,2
131282,20250305,2
131282,20250402,1
131282,20250423,1
131282,20250521,1
131282,20250416,1
131282,20250514,1
131282,20250611,1
131282,20250806,1
131282,20250709,1
131282,20250409,1
131282,20250604,1
131282,20250507,1
131282,20250730,1
131282,20250702,1
131282,20250827,1
131282,20250528,1
131282,20250430,1
131282,20250723,1
131282,20250625,1
131282,20250820,1
131282,20250618,1
131282,20250716,1
131282,20250813,1
131282,20250307,2
131282,20250228,1
131282,20250404,1
131282,20250425,1
131282,20250221,1
131282,20250328,1
131282,20250523,1
131282,20250418,1
131282,20250321,1
131282,20250613,1
131282,20250516,1
131282,20250711,1
131282,20250314,1
131282,20250411,1
131282,20250509,1
131282,20250606,1
131282,20250801,1
131282,20250704,1
131282,20250829,1
131282,20250502,1
131282,20250530,1
131282,20250725,1
131282,20250627,1
131282,20250822,1
131282,20250718,1
131282,20250620,1
131282,20250815,1
131282,20250808,1
113014,20250704,2
113014,20250404,1
113014,20250425,1
113014,20250523,1
113014,20250418,1
113014,20250613,1
113014,20250516,1
113014,20250711,1
113014,20250411,1
113014,20250509,1
113014,20250606,1
113014,20250801,1
113014,20250829,1
113014,20250502,1
113014,20250530,1
113014,20250627,1
113014,20250725,1
113014,20250822,1
113014,20250718,1
113014,20250620,1
113014,20250815,1
113014,20250808,1
15056,20250307,2
15056,20250321,1
15056,20250314,1
15056,20250328,1
14709,20250307,2
14709,20250321,1
14709,20250314,1
11108,20250307,2
11108,20250321,1
11108,20250314,1
11108,20250328,1
4641,20250321,2
4641,20250314,2
4641,20250307,1
1040,20250321,2
1040,20250314,2
1040,20250307,1
1040,20250328,1
