SERVICE_RTE_NUM,INBD_OUTBD_CD,DAY_PART_CD,STOP_ID,STOP_NAME,DAY_TYPE,STOP_SEQUENCE_NUM,AVG_TRIP_BOARDINGS,AVG_TOTAL_BOARDINGS,AVG_TRIP_ALIGHTINGS,AVG_TOTAL_ALIGHTINGS,AVG_TRIP_DEPARTING_LOAD
703,I,AM,3222,Edmonds College Transit Center Bay 5,Saturday,0,2.127,23.400,0.000,0.000,2.127
703,I,AM,3225,Hwy 99 EB Station,Saturday,1,1.964,21.600,0.327,3.600,3.764
703,I,AM,3227,Lynnwood City Center Station Bay D5,Saturday,2,1.280,12.800,1.560,15.600,3.440
703,I,AM,3228,188th St SW EB Station,Saturday,3,0.100,1.000,1.360,13.600,2.180
703,I,AM,3229,180th Pl SW EB Station,Saturday,4,0.060,0.600,0.100,1.000,2.140
703,I,AM,3231,Swamp Creek Park & Ride EB Station,Saturday,5,0.340,3.400,0.100,1.000,2.380
703,I,AM,3239,Ash Way Park & Ride Bay 5,Saturday,6,0.327,3.200,0.469,4.600,2.265
703,I,AM,3233,Larch Way EB Station,Saturday,7,0.378,3.400,0.578,5.200,2.133
703,I,AM,3234,North Rd EB Station,Saturday,8,0.667,6.000,0.111,1.000,2.689
703,I,AM,3029,164th St SE NB Station,Saturday,9,0.067,0.600,0.756,6.800,2.000
703,I,AM,3028,153rd St SE NB Station,Saturday,10,0.023,0.200,0.568,5.000,1.500
703,I,AM,3027,Trillium Blvd NB Station,Saturday,11,0.000,0.000,0.429,3.600,1.048
703,I,AM,3224,McCollum Park Park & Ride Bay 4,Saturday,12,0.000,0.000,1.050,8.400,0.000
703,I,MID,3224,McCollum Park Park & Ride Bay 4,Saturday,12,0.008,0.200,1.780,42.000,0.000
703,I,MID,3233,Larch Way EB Station,Saturday,7,0.370,8.800,0.782,18.600,4.025
703,I,MID,3234,North Rd EB Station,Saturday,8,0.296,6.800,0.339,7.800,3.896
703,I,MID,3029,164th St SE NB Station,Saturday,9,0.374,8.600,1.417,32.600,2.852
703,I,MID,3028,153rd St SE NB Station,Saturday,10,0.121,2.800,0.621,14.400,2.328
703,I,MID,3027,Trillium Blvd NB Station,Saturday,11,0.042,1.000,0.576,13.600,1.788
703,I,MID,3227,Lynnwood City Center Station Bay D5,Saturday,2,7.050,169.200,3.217,77.200,11.350
703,I,MID,3228,188th St SW EB Station,Saturday,3,1.017,24.400,7.267,174.400,5.100
703,I,MID,3229,180th Pl SW EB Station,Saturday,4,0.218,5.200,0.378,9.000,4.798
703,I,MID,3231,Swamp Creek Park & Ride EB Station,Saturday,5,0.557,12.800,0.513,11.800,4.730
703,I,MID,3239,Ash Way Park & Ride Bay 5,Saturday,6,0.793,18.400,0.914,21.200,4.578
703,I,MID,3222,Edmonds College Transit Center Bay 5,Saturday,0,3.558,85.400,0.000,0.000,3.558
703,I,MID,3225,Hwy 99 EB Station,Saturday,1,4.442,106.600,0.250,6.000,7.750
703,I,PM,3224,McCollum Park Park & Ride Bay 4,Saturday,12,0.000,0.000,2.418,38.200,0.000
703,I,PM,3234,North Rd EB Station,Saturday,8,0.185,3.000,0.679,11.000,5.383
703,I,PM,3029,164th St SE NB Station,Saturday,9,0.595,9.400,2.203,34.800,3.785
703,I,PM,3028,153rd St SE NB Station,Saturday,10,0.169,2.600,1.052,16.200,2.987
703,I,PM,3027,Trillium Blvd NB Station,Saturday,11,0.026,0.400,0.584,9.000,2.429
703,I,PM,3231,Swamp Creek Park & Ride EB Station,Saturday,5,0.939,15.400,1.610,26.400,7.585
703,I,PM,3239,Ash Way Park & Ride Bay 5,Saturday,6,0.613,9.800,1.475,23.600,6.825
703,I,PM,3233,Larch Way EB Station,Saturday,7,0.519,8.200,1.722,27.200,5.747
703,I,PM,3227,Lynnwood City Center Station Bay D5,Saturday,2,8.101,128.000,3.532,55.800,12.772
703,I,PM,3228,188th St SW EB Station,Saturday,3,2.494,39.400,6.772,107.000,8.494
703,I,PM,3229,180th Pl SW EB Station,Saturday,4,0.225,3.600,0.425,6.800,8.463
703,I,PM,3222,Edmonds College Transit Center Bay 5,Saturday,0,3.316,52.400,0.000,0.000,3.316
703,I,PM,3225,Hwy 99 EB Station,Saturday,1,5.025,79.400,0.405,6.400,7.937
703,I,XEV,3029,164th St SE NB Station,Saturday,9,0.350,4.200,1.767,21.200,2.800
703,I,XEV,3028,153rd St SE NB Station,Saturday,10,0.082,1.000,0.525,6.400,2.328
703,I,XEV,3027,Trillium Blvd NB Station,Saturday,11,0.033,0.400,0.721,8.800,1.639
703,I,XEV,3224,McCollum Park Park & Ride Bay 4,Saturday,12,0.000,0.000,1.639,20.000,0.000
703,I,XEV,3233,Larch Way EB Station,Saturday,7,0.268,3.000,1.339,15.000,4.857
703,I,XEV,3234,North Rd EB Station,Saturday,8,0.052,0.600,0.621,7.200,4.190
703,I,XEV,3231,Swamp Creek Park & Ride EB Station,Saturday,5,0.561,6.400,1.719,19.600,6.912
703,I,XEV,3239,Ash Way Park & Ride Bay 5,Saturday,6,0.610,7.200,1.407,16.600,6.000
703,I,XEV,3227,Lynnwood City Center Station Bay D5,Saturday,2,3.804,42.600,2.000,22.400,6.679
703,I,XEV,3228,188th St SW EB Station,Saturday,3,3.418,37.600,1.691,18.600,8.418
703,I,XEV,3229,180th Pl SW EB Station,Saturday,4,0.091,1.000,0.727,8.000,7.782
703,I,XEV,3222,Edmonds College Transit Center Bay 5,Saturday,0,2.127,23.400,0.000,0.000,2.127
703,I,XEV,3225,Hwy 99 EB Station,Saturday,1,2.909,32.000,0.364,4.000,4.673
703,I,XNT,3233,Larch Way EB Station,Saturday,7,0.160,0.800,0.880,4.400,3.720
703,I,XNT,3234,North Rd EB Station,Saturday,8,0.040,0.200,0.320,1.600,3.440
703,I,XNT,3029,164th St SE NB Station,Saturday,9,0.400,2.000,0.840,4.200,3.000
703,I,XNT,3028,153rd St SE NB Station,Saturday,10,0.000,0.000,0.320,1.600,2.680
703,I,XNT,3027,Trillium Blvd NB Station,Saturday,11,0.000,0.000,0.800,4.000,1.880
703,I,XNT,3224,McCollum Park Park & Ride Bay 4,Saturday,12,0.000,0.000,1.880,9.400,0.000
703,I,XNT,3227,Lynnwood City Center Station Bay D5,Saturday,2,3.526,13.400,1.842,7.000,5.474
703,I,XNT,3228,188th St SW EB Station,Saturday,3,1.050,4.200,1.450,5.800,5.100
703,I,XNT,3229,180th Pl SW EB Station,Saturday,4,0.300,1.200,0.200,0.800,5.200
