SERVICE_CHANGE_NUM,CHANGE_NUM,STOP_ID,STOP_SEQUENCE_NUM,DAY_PART_CD,SERVICE_RTE_NUM,EXPRESS_LOCAL_CD,INBD_OUTBD_CD,HOST_STREET_NM,CROSS_STREET_NM,STOP_PLACEMENT_CD,TRIP_COMPASS_DIR_CD,JURISDICTION_CD,OBSERVED_TRIPS_IDS,TOTAL_OBSERVATIONS,AVG_TRIP_BOARDINGS,AVG_TOTAL_BOARDINGS,AVG_TRIP_ALIGHTINGS,AVG_TOTAL_ALIGHTINGS,AVG_TRIP_DEPARTING_LOAD
243,157,5492,1,AM,5,L,I,Shoreline CC AcRd,N Innis Arden Way,FS,S,SHL,15,1757,1.3,19.6,0,0,1.3
243,157,30635,1,AM,5,L,O,4th Ave S,S Royal Brougham Way,FM,N,SEA,14,1660,0.2,3.1,0,0,8.1
243,157,619,2,AM,5,L,O,4th Ave S,S Jackson St,FM,N,SEA,14,1662,6,83.6,1.6,22.2,12.4
243,157,5502,2,AM,5,L,I,N Innis Arden Way,Greenwood Ave N,NS,S,SHL,15,1750,0.2,3.4,0,0.2,1.5
243,157,75110,3,AM,5,L,I,Dayton Ave N,N 160th St,FS,S,SHL,15,1754,0.2,2.4,0,0,1.7
243,157,531,3,AM,5,L,O,3rd Ave,James St,NS,N,SEA,14,1663,0.8,11,2.5,35.1,10.7
243,157,75120,4,AM,5,L,I,Dayton Ave N,N 155th St,FS,S,SHL,14,1636,0.1,1.9,0,0,1.7
243,157,548,4,AM,5,L,O,3rd Ave,Madison St,NS,N,SEA,14,1662,1.1,15.2,2.6,36.9,9.2
243,157,570,5,AM,5,L,O,3rd Ave,Union St,NS,N,SEA,14,1662,1.1,14.8,2.2,31,8
243,157,75140,5,AM,5,L,I,Dayton Ave N,N 150th St,NS,S,SHL,14,1639,0.1,1.5,0,0.1,1.8
243,157,5550,6,AM,5,L,I,Greenwood Ave N,N 145th St,FS,S,SEA,14,1636,0.5,7.4,0.1,0.7,2.3
243,157,590,6,AM,5,L,O,3rd Ave,Pine St,FS,N,SEA,14,1654,2.7,38.2,1.2,16.8,9.5
243,157,5560,7,AM,5,L,I,Greenwood Ave N,N 143rd St,FS,S,SEA,14,1641,1.2,16.7,0,0.3,3.5
243,157,600,7,AM,5,L,O,3rd Ave,Virginia St,FS,N,SEA,13,1540,1,13.3,1.8,23.6,8.2
243,157,5580,8,AM,5,L,I,Greenwood Ave N,N 137th St,FS,S,SEA,14,1642,0.8,10.8,0,0,4.2
243,157,605,8,AM,5,L,O,3rd Ave,Bell St,FS,N,SEA,13,1536,0.8,10.8,1.1,14.1,8
243,157,6236,9,AM,5,L,O,7th Ave N,Denny Way,FS,N,SEA,13,1505,0.8,10.7,0.7,9.7,8.1
243,157,5590,9,AM,5,L,I,Greenwood Ave N,N 134th St,OP,S,SEA,14,1642,1.4,19.8,0.5,6.6,5.2
243,157,5610,10,AM,5,L,I,Greenwood Ave N,N 130th St,FS,S,SEA,14,1642,1.6,22.2,0.2,2.6,6.6
243,157,6237,10,AM,5,L,O,7th Ave N,Harrison St,NS,N,SEA,13,1542,0.4,4.9,1.3,17,7.1
243,157,5630,11,AM,5,L,I,Greenwood Ave N,N 125th St,NS,S,SEA,14,1642,0.8,11.6,0.1,1.2,7.3
243,157,6290,11,AM,5,L,O,Aurora Ave N,Prospect St,FS,N,SEA,13,1542,0,0.2,0.6,7.8,6.5
243,157,5640,12,AM,5,L,I,Greenwood Ave N,N 122nd St,FS,S,SEA,14,1642,0.3,3.9,0,0,7.6
243,157,6300,12,AM,5,L,O,Aurora Ave N,Galer St,FS,N,SEA,13,1542,0.2,2,0.1,1.9,6.6
243,157,6310,13,AM,5,L,O,Aurora Ave N,Crockett St,NS,N,SEA,13,1531,0,0.1,0,0.1,6.6
243,157,5660,13,AM,5,L,I,Greenwood Ave N,N 117th St,FS,S,SEA,14,1642,1.5,21.1,0.1,2,9
243,157,5670,14,AM,5,L,I,Greenwood Ave N,N 115th St,FS,S,SEA,14,1642,0.6,8,0.1,1,9.4
243,157,6320,14,AM,5,L,O,Aurora Ave N,Lynn St,NS,N,SEA,13,1542,0,0.5,0,0.3,6.6
243,157,6330,15,AM,5,L,O,Aurora Ave N,Halladay St,NS,N,SEA,13,1541,0.1,0.9,0.2,2.3,6.5
243,157,5690,15,AM,5,L,I,Greenwood Ave N,N 110th St,FS,S,SEA,14,1642,1.4,19.4,0.2,2.8,10.6
243,157,5710,16,AM,5,L,I,Greenwood Ave N,Holman Rd N,FS,S,SEA,14,1642,1.9,25.9,1.1,15.9,11.4
243,157,6340,16,AM,5,L,O,Aurora Ramp,N 38th St,NS,N,SEA,13,1542,0.5,6.2,0.7,8.7,6.3
243,157,5730,17,AM,5,L,I,Greenwood Ave N,N 100th St,FS,S,SEA,14,1642,0.7,9.3,0.1,1.1,12
243,157,6360,17,AM,5,L,O,Fremont Ave N,N 39th St,FS,N,SEA,12,1441,0.2,1.9,0.4,4.6,6.1
243,157,5740,18,AM,5,L,I,Greenwood Ave N,N 97th St,FS,S,SEA,14,1642,0.9,12.4,0,0.6,12.8
243,157,6380,18,AM,5,L,O,Fremont Ave N,N 41st St,FS,N,SEA,12,1440,0,0.4,0.2,2.7,5.9
243,157,6400,19,AM,5,L,O,N 43rd St,Fremont Ave N,FS,N,SEA,12,1441,0.1,1.1,0.3,3.7,5.7
243,157,5765,19,AM,5,L,I,Greenwood Ave N,N 92nd St,FS,S,SEA,13,1518,1.5,19.6,0.1,0.9,14.3
243,157,6420,20,AM,5,L,O,Phinney Ave N,N 43rd St,FS,N,SEA,12,1441,0.1,1.5,0.1,0.8,5.7
