DateValue - Year,DateValue - Month,"Direction, Friendly",LongName,Line_Temp,BoardingCnt,AlightingCnt,stationCode,
2023,June,North,Roosevelt,1 Line,5226,50520,146,
2023,June,North,U District,1 Line,21411,75748,147,
2023,June,North,University of Washington,1 Line,22671,47692,148,
2023,June,North,Capitol Hill,1 Line,51865,69436,149,
2023,June,North,Westlake/Seattle,1 Line,85693,76084,150,
2023,June,North,University St,1 Line,34995,30665,151,
2023,June,North,Pioneer Square,1 Line,20524,16861,152,
2023,June,North,International District/Chinatown,1 Line,45507,21770,153,
2023,June,North,Stadium,1 Line,11877,11949,154,
2023,June,North,SODO,1 Line,14750,8412,155,
2023,June,North,Beacon Hill,1 Line,21889,10676,156,
2023,June,North,Mount Baker,1 Line,17882,9643,157,
2023,June,North,Columbia City,1 Line,21173,6075,158,
2023,June,North,Othello,1 Line,23929,7772,160,
2023,June,North,Rainier Beach,1 Line,17140,5712,161,
2023,June,North,Tukwila International Blvd,1 Line,28155,8505,163,
2023,June,North,SeaTac/Airport,1 Line,80502,11390,164,
2023,June,North,Angle Lake,1 Line,52704,181,165,
2023,June,South,Northgate,1 Line,134137,199,145,
2023,June,South,Roosevelt,1 Line,58891,5358,146,
2023,June,South,U District,1 Line,87124,23080,147,
2023,June,South,University of Washington,1 Line,50555,24575,148,
2023,June,South,Capitol Hill,1 Line,61232,63328,149,
2023,June,South,Westlake/Seattle,1 Line,77560,90734,150,
2023,June,South,University St,1 Line,30741,38890,151,
2023,June,South,Pioneer Square,1 Line,15767,23788,152,
2023,June,South,International District/Chinatown,1 Line,25523,49721,153,
2023,June,South,Stadium,1 Line,9481,24774,154,
2023,June,South,SODO,1 Line,9045,13229,155,
2023,June,South,Beacon Hill,1 Line,10250,24153,156,
2023,June,South,Mount Baker,1 Line,10758,17201,157,
2023,June,South,Columbia City,1 Line,6511,20439,158,
2023,June,South,Othello,1 Line,8739,24143,160,
2023,June,South,Rainier Beach,1 Line,4945,16146,161,
2023,June,South,Tukwila International Blvd,1 Line,8314,30019,163,
2023,June,South,SeaTac/Airport,1 Line,11556,82157,164,
2023,June,South,Angle Lake,1 Line,6463,56776,165,
