SERVICE_RTE_NUM,INBD_OUTBD_CD,DAY_PART_CD,STOP_ID,STOP_NAME,DAY_TYPE,STOP_SEQUENCE_NUM,AVG_TRIP_BOARDINGS,AVG_TOTAL_BOARDINGS,AVG_TRIP_ALIGHTINGS,AVG_TOTAL_ALIGHTINGS,AVG_TRIP_DEPARTING_LOAD
702,I,XNT,3035,Canyon Park Park & Ride Station,Weekday,0,1.686,11.727,0.000,0.000,1.686
702,I,XNT,3033,220th St SE NB Station,Weekday,1,0.572,3.955,0.000,0.000,2.270
702,I,XNT,3032,208th St SE NB Station,Weekday,2,1.401,9.682,0.342,2.364,3.329
702,I,XNT,3031,196th St SE NB Station,Weekday,3,0.654,4.045,0.279,1.727,3.779
702,I,XNT,3030,180th St SE NB Station,Weekday,4,0.405,2.409,0.389,2.318,3.847
702,I,XNT,3029,164th St SE NB Station,Weekday,5,0.720,4.318,0.720,4.318,3.894
702,I,XNT,3028,153rd St SE NB Station,Weekday,6,0.343,2.182,0.400,2.545,3.979
702,I,XNT,3027,Trillium Blvd NB Station,Weekday,7,0.277,1.864,0.331,2.227,4.047
702,I,XNT,3026,16th Ave SE NB Station,Weekday,8,2.046,14.045,0.444,3.045,5.702
702,I,XNT,3025,Dumas Rd NB Station,Weekday,9,0.490,3.364,0.166,1.136,6.026
702,I,XNT,3024,3rd Ave SE NB Station,Weekday,10,0.382,2.636,0.395,2.727,5.987
702,I,XNT,3023,4th Ave W NB Station,Weekday,11,3.310,21.818,2.697,17.773,6.841
702,I,XNT,3022,Gibson Rd NB Station,Weekday,12,0.526,3.227,0.533,3.273,7.193
702,I,XNT,3021,Hwy 99 NB Station,Weekday,13,0.705,4.227,5.742,34.455,2.197
702,I,XNT,3020,112th St SW NB Station,Weekday,14,0.045,0.273,0.602,3.636,1.639
702,I,XNT,3019,100th St SW NB Station,Weekday,15,0.000,0.000,0.111,0.682,1.548
702,I,XNT,3018,Kasch Park Rd NB Station,Weekday,16,0.161,1.045,0.441,2.864,1.308
702,I,XNT,3017,Seaway Transit Center Station,Weekday,17,0.013,0.091,1.338,9.182,0.000
702,I,AM,3023,4th Ave W NB Station,Weekday,11,2.084,39.409,0.959,18.136,7.375
702,I,AM,3022,Gibson Rd NB Station,Weekday,12,0.751,14.227,0.242,4.591,7.755
702,I,AM,3021,Hwy 99 NB Station,Weekday,13,1.410,26.591,3.289,62.045,5.867
702,I,AM,3020,112th St SW NB Station,Weekday,14,0.087,1.636,0.598,11.273,5.357
702,I,AM,3019,100th St SW NB Station,Weekday,15,0.005,0.091,0.655,12.364,4.706
702,I,AM,3018,Kasch Park Rd NB Station,Weekday,16,0.024,0.455,1.007,18.909,3.729
702,I,AM,3017,Seaway Transit Center Station,Weekday,17,0.000,0.000,3.725,69.091,0.000
702,I,AM,3030,180th St SE NB Station,Weekday,4,0.714,14.182,0.396,7.864,4.346
702,I,AM,3029,164th St SE NB Station,Weekday,5,0.770,14.909,0.500,9.682,4.615
702,I,AM,3028,153rd St SE NB Station,Weekday,6,0.372,7.045,0.209,3.955,4.789
702,I,AM,3027,Trillium Blvd NB Station,Weekday,7,0.436,8.000,0.136,2.500,5.114
702,I,AM,3026,16th Ave SE NB Station,Weekday,8,1.115,19.864,0.691,12.318,5.574
702,I,AM,3025,Dumas Rd NB Station,Weekday,9,0.466,8.409,0.083,1.500,5.935
702,I,AM,3024,3rd Ave SE NB Station,Weekday,10,0.687,12.955,0.142,2.682,6.369
702,I,AM,3035,Canyon Park Park & Ride Station,Weekday,0,2.439,46.455,0.000,0.000,2.439
702,I,AM,3033,220th St SE NB Station,Weekday,1,0.329,6.227,0.077,1.455,2.678
702,I,AM,3032,208th St SE NB Station,Weekday,2,1.029,19.455,0.243,4.591,3.464
702,I,AM,3031,196th St SE NB Station,Weekday,3,0.720,14.136,0.097,1.909,4.058
702,I,MID,3023,4th Ave W NB Station,Weekday,11,2.485,73.773,1.806,53.591,7.172
702,I,MID,3022,Gibson Rd NB Station,Weekday,12,0.728,21.682,0.450,13.409,7.435
702,I,MID,3021,Hwy 99 NB Station,Weekday,13,0.691,20.591,4.947,147.500,3.191
702,I,MID,3020,112th St SW NB Station,Weekday,14,0.061,1.818,0.376,11.182,2.878
702,I,MID,3019,100th St SW NB Station,Weekday,15,0.038,1.136,0.156,4.636,2.760
702,I,MID,3018,Kasch Park Rd NB Station,Weekday,16,0.017,0.500,0.739,21.909,2.029
