DateValue - Year,DateValue - Month,"Direction, Friendly",LongName,Line_Temp,BoardingCnt,AlightingCnt,stationCode,
2024,July,North,Northgate,1 Line,7742,118847,145,
2024,July,North,Roosevelt,1 Line,5170,50307,146,
2024,July,North,U District,1 Line,19319,72392,147,
2024,July,North,University of Washington,1 Line,17861,43158,148,
2024,July,North,Capitol Hill,1 Line,46342,61236,149,
2024,July,North,Westlake/Seattle,1 Line,79036,75294,150,
2024,July,North,University St,1 Line,33537,33035,151,
2024,July,North,Pioneer Square,1 Line,20025,17802,152,
2024,July,North,International District/Chinatown,1 Line,46901,23625,153,
2024,July,North,Stadium,1 Line,14229,16972,154,
2024,July,North,SODO,1 Line,13103,7266,155,
2024,July,North,Beacon Hill,1 Line,21670,9654,156,
2024,July,North,Mount Baker,1 Line,16102,9081,157,
2024,July,North,Columbia City,1 Line,19573,6477,158,
2024,July,North,Othello,1 Line,21396,7605,160,
2024,July,North,Rainier Beach,1 Line,15807,5655,161,
2024,July,North,Tukwila International Blvd,1 Line,31358,9866,163,
2024,July,North,SeaTac/Airport,1 Line,91146,12522,164,
2024,July,North,Angle Lake,1 Line,59961,529,165,
2024,July,South,Northgate,1 Line,69406,170,145,
2024,July,South,Roosevelt,1 Line,28689,2507,146,
2024,July,South,U District,1 Line,41146,10325,147,
2024,July,South,University of Washington,1 Line,21471,8415,148,
2024,July,South,Capitol Hill,1 Line,27629,27447,149,
2024,July,South,Westlake/Seattle,1 Line,39510,44987,150,
2024,July,South,University St,1 Line,16121,19519,151,
2024,July,South,Pioneer Square,1 Line,7813,11692,152,
2024,July,South,International District/Chinatown,1 Line,12992,26244,153,
2024,July,South,Stadium,1 Line,6933,21550,154,
2024,July,South,SODO,1 Line,4025,6567,155,
2024,July,South,Beacon Hill,1 Line,4588,11134,156,
2024,July,South,Mount Baker,1 Line,4592,7684,157,
2024,July,South,Columbia City,1 Line,3293,9233,158,
2024,July,South,Othello,1 Line,4074,9849,160,
2024,July,South,Rainier Beach,1 Line,2635,6939,161,
2024,July,South,Tukwila International Blvd,1 Line,5240,15629,163,
2024,July,South,SeaTac/Airport,1 Line,6007,43392,164,
