DateValue - Year,DateValue - Month,"Direction, Friendly",LongName,Line_Temp,BoardingCnt,AlightingCnt,stationCode,
2023,July,North,Northgate,1 Line,7227,112318,145,
2023,July,North,Roosevelt,1 Line,4592,46331,146,
2023,July,North,U District,1 Line,17544,66562,147,
2023,July,North,University of Washington,1 Line,15387,39124,148,
2023,July,North,Capitol Hill,1 Line,43273,63768,149,
2023,July,North,Westlake/Seattle,1 Line,78567,75188,150,
2023,July,North,University St,1 Line,30841,28361,151,
2023,July,North,Pioneer Square,1 Line,21347,16129,152,
2023,July,North,International District/Chinatown,1 Line,49775,24487,153,
2023,July,North,Stadium,1 Line,20784,25351,154,
2023,July,North,SODO,1 Line,14203,7791,155,
2023,July,North,Beacon Hill,1 Line,21684,8110,156,
2023,July,North,Mount Baker,1 Line,15019,7467,157,
2023,July,North,Columbia City,1 Line,19725,5778,158,
2023,July,North,Othello,1 Line,21294,7094,160,
2023,July,North,Rainier Beach,1 Line,15332,5411,161,
2023,July,North,Tukwila International Blvd,1 Line,29801,7668,163,
2023,July,North,SeaTac/Airport,1 Line,78138,10196,164,
2023,July,North,Angle Lake,1 Line,53848,441,165,
2023,July,South,Northgate,1 Line,134922,438,145,
2023,July,South,Roosevelt,1 Line,54688,5347,146,
2023,July,South,U District,1 Line,78461,18621,147,
2023,July,South,University of Washington,1 Line,44091,15658,148,
2023,July,South,Capitol Hill,1 Line,56683,54304,149,
2023,July,South,Westlake/Seattle,1 Line,80919,83982,150,
2023,July,South,University St,1 Line,30013,33832,151,
2023,July,South,Pioneer Square,1 Line,16182,25048,152,
2023,July,South,International District/Chinatown,1 Line,28388,60380,153,
2023,July,South,Stadium,1 Line,17591,43613,154,
2023,July,South,SODO,1 Line,8351,12311,155,
2023,July,South,Beacon Hill,1 Line,8011,23890,156,
2023,July,South,Mount Baker,1 Line,8023,14260,157,
2023,July,South,Columbia City,1 Line,5897,18405,158,
2023,July,South,Othello,1 Line,7741,20491,160,
2023,July,South,Rainier Beach,1 Line,4616,14745,161,
2023,July,South,Tukwila International Blvd,1 Line,7464,31495,163,
2023,July,South,SeaTac/Airport,1 Line,10818,76518,164,
2023,July,South,Angle Lake,1 Line,5787,55609,165,
