DateValue - Year,DateValue - Month,"Direction, Friendly",LongName,Line_Temp,BoardingCnt,AlightingCnt,stationCode,
2024,August,East,Overlake Village,2 Line,304,1442,262,
2024,August,East,BelRed,2 Line,389,793,261,
2024,August,East,Spring District,2 Line,580,998,260,
2024,August,East,Wilburton,2 Line,689,676,259,
2024,August,East,Bellevue Downtown,2 Line,3538,961,258,
2024,August,East,East Main,2 Line,776,372,257,
2024,August,East,South Bellevue,2 Line,4925,102,256,
2024,August,West,Redmond Technology,2 Line,6856,102,263,
2024,August,West,Overlake Village,2 Line,1540,437,262,
2024,August,West,BelRed,2 Line,886,457,261,
2024,August,West,Spring District,2 Line,1035,597,260,
2024,August,West,Wilburton,2 Line,835,698,259,
2024,August,West,Bellevue Downtown,2 Line,980,4011,258,
2024,August,West,East Main,2 Line,366,624,257,
2024,August,West,South Bellevue,2 Line,100,4998,256,
