SERVICE_CHANGE_NUM,CHANGE_NUM,STOP_ID,STOP_SEQUENCE_NUM,DAY_PART_CD,SERVICE_RTE_NUM,EXPRESS_LOCAL_CD,INBD_OUTBD_CD,HOST_STREET_NM,CROSS_STREET_NM,STOP_PLACEMENT_CD,TRIP_COMPASS_DIR_CD,JURISDICTION_CD,OBSERVED_TRIPS_IDS,TOTAL_OBSERVATIONS,AVG_TRIP_BOARDINGS,AVG_TOTAL_BOARDINGS,AVG_TRIP_ALIGHTINGS,AVG_TOTAL_ALIGHTINGS,AVG_TRIP_DEPARTING_LOAD
243,157,905,1,AM,150,L,O,Stewart St,Yale Ave N,NS,S,SEA,15,1864,0.7,10.3,0,0.2,1
243,157,57458,1,AM,150,L,I,Railroad Ave N,E Smith St,NS,N,KNT,17,2078,7.4,125.6,0,0.3,9.8
243,157,79248,2,AM,150,L,I,4th Ave N,W Smith St,FS,N,KNT,17,2071,0.5,7.8,0.1,1,10.2
243,157,940,2,AM,150,L,O,Stewart St,9th Ave,NS,S,SEA,15,1859,1.2,18.1,0,0.1,2.2
243,157,950,3,AM,150,L,O,Stewart St,7th Ave,NS,S,SEA,15,1867,0.6,9.7,0,0.7,2.8
243,157,80820,3,AM,150,L,I,W James St,4th Ave N,FS,N,KNT,17,2070,0.3,5.1,0,0.1,10.5
243,157,59773,4,AM,150,L,I,W James St,Lincoln Ave N,NS,N,KNT,17,2073,0.3,5.4,0.1,1.9,10.7
243,157,970,4,AM,150,L,O,Stewart St,4th Ave,FS,S,SEA,15,1870,1.1,17.1,0.2,2.4,3.8
243,157,50712,5,AM,150,L,I,W James St,Washington Ave N,FS,N,KNT,17,2076,1,16.4,0.4,7.3,11.2
243,157,300,5,AM,150,L,O,2nd Ave,Pike St,FS,S,SEA,15,1871,1.5,21.8,0.1,2,5.1
243,157,50774,6,AM,150,L,I,64th Ave S,W James St,FS,N,KNT,17,2075,2.8,47.5,0.2,3.3,13.8
243,157,340,6,AM,150,L,O,2nd Ave,Marion St,NS,S,SEA,15,1872,1.9,28.7,0.2,2.3,6.9
243,157,361,7,AM,150,L,O,2nd Ave,James St,NS,S,SEA,14,1751,1.5,21.5,0.1,0.9,8.4
243,157,57461,7,AM,150,L,I,64th Ave S,S 236th St,FM,N,KNT,17,2075,0.9,15.3,0.2,3.9,14.5
243,157,390,8,AM,150,L,O,2nd Ave Ext S,S Jackson St,NS,S,SEA,14,1751,5.5,76.9,0.5,6.5,13.5
243,157,57462,8,AM,150,L,I,64th Ave S,S 231st St,FS,N,KNT,17,2074,0,0.2,0.4,6.5,14.2
243,157,79213,9,AM,150,L,I,S 228th St,64th Ave S,FS,N,KNT,17,2074,0.1,1.6,0.5,8.1,13.8
243,157,99271,9,AM,150,L,O,SODO Busway AcRd,S Royal Brougham Way,FS,S,SEA,14,1751,1.3,18.7,0.1,1.9,14.7
243,157,99266,10,AM,150,L,O,SODO Busway AcRd,S Holgate St,FS,S,SEA,14,1751,0.1,1.4,0.8,10.8,14
243,157,79234,10,AM,150,L,I,68th Ave S,S 228th St,FS,N,KNT,17,2080,0.1,2,0.4,6.2,13.5
243,157,79236,11,AM,150,L,I,68th Ave S,S 224th St,FS,N,KNT,17,2080,0,0.4,0.1,2.3,13.4
243,157,99263,11,AM,150,L,O,SODO Busway AcRd,S Lander St,FS,S,SEA,14,1751,2.8,39.6,0.3,4.6,16.5
243,157,79237,12,AM,150,L,I,68th Ave S,S 220th St,FS,N,KNT,17,2079,0,0,0.7,11.5,12.7
243,157,99253,12,AM,150,L,O,SODO Busway AcRd,S Spokane St,NS,S,SEA,14,1750,1.4,19.5,1,13.9,16.9
243,157,79238,13,AM,150,L,I,68th Ave S,S 216th St,NS,N,KNT,17,2079,0,0.3,0.1,1.7,12.7
243,157,80720,13,AM,150,L,O,Interurban Ave S,52nd Ave S,NS,S,TUK,13,1625,0.8,10.9,0.8,10,16.9
243,157,80730,14,AM,150,L,O,Interurban Ave S,58th Ave S,NS,S,TUK,13,1625,0.4,4.9,0.7,9.1,16.6
243,157,58085,14,AM,150,L,I,68th Ave S,S 212th St,FS,N,KNT,16,1954,0.5,8.2,0.5,8.3,12.4
243,157,58074,15,AM,150,L,I,68th Ave S,S 208th St,FS,N,KNT,16,1953,0.1,0.8,0.2,3.6,12.2
243,157,80742,15,AM,150,L,O,Interurban Ave S,S 147th St,FS,S,TUK,13,1625,0.8,10.1,0.2,2.6,17.2
243,157,58110,16,AM,150,L,O,Interurban Ave S,Fort Dent Way,NS,S,TUK,13,1625,0,0,0.5,6.7,16.7
243,157,58075,16,AM,150,L,I,68th Ave S,S 204th St,FS,N,KNT,16,1954,0,0.2,0.5,7.9,11.8
243,157,58112,17,AM,150,L,O,Southcenter Blvd,65th Ave S,FS,S,TUK,13,1624,0.2,2,0.5,6.2,16.4
243,157,58137,17,AM,150,L,I,58th Pl S,Russell Rd,FS,N,KNT,1,124,0.1,0.1,1.8,1.8,4.5
243,157,58114,18,AM,150,L,O,Southcenter Blvd,62nd Ave S,NS,S,TUK,13,1625,0.5,6.8,0.4,5.7,16.5
243,157,58139,18,AM,150,L,I,S 194th Way,58th Pl S,FM,N,KNT,1,124,0,0,0,0,4.5
243,157,58135,19,AM,150,L,I,S 194th St,62nd Ave S,NS,N,KNT,1,124,0,0,1.7,1.7,2.9
243,157,59312,19,AM,150,L,O,Andover Park W,Baker Blvd,FS,S,TUK,12,1500,4.9,59.1,2.8,33.1,18.8
243,157,59320,20,AM,150,L,O,Andover Park W,Strander Blvd,FS,S,TUK,12,1500,0.2,2.5,0.5,6.5,18.4
243,157,58086,20,AM,150,L,I,68th Ave S,S 196th St,FS,N,KNT,16,1954,0.1,1.5,0.7,11.6,10.9
243,157,58087,21,AM,150,L,I,West Valley Hwy S,S 190th St,FS,N,KNT,17,2082,0.3,4.8,1,17.5,10.7
243,157,59330,21,AM,150,L,O,Andover Park W,Corporate Dr N,FS,S,TUK,12,1500,0,0.2,0.6,6.9,17.9
243,157,58088,22,AM,150,L,I,S 180th St,Sperry Dr,FS,N,TUK,17,2082,1.1,18,0.7,12.6,11
243,157,59340,22,AM,150,L,O,Andover Park W,Minkler Blvd,FS,S,TUK,12,1500,0.1,1.3,1.6,18.8,16.4
243,157,60380,23,AM,150,L,I,Andover Park W,S 180th St,FS,N,TUK,17,2082,0.1,0.9,0.4,6.9,10.6
243,157,59350,23,AM,150,L,O,Andover Park W,Midland Dr,NS,S,TUK,12,1500,0,0,0.7,8,15.8
243,157,58130,24,AM,150,L,O,S 180th St,Andover Park W,FS,S,TUK,12,1500,0,0,0.9,10.6,14.9
243,157,60400,24,AM,150,L,I,Andover Park W,Midland Dr,FS,N,TUK,17,2082,0,0.1,0.2,2.9,10.5
243,157,60410,25,AM,150,L,I,Andover Park W,Minkler Blvd,FS,N,TUK,17,2080,0.1,1.7,0.2,3.7,10.4
243,157,58132,25,AM,150,L,O,S 180th St,Sperry Dr,NS,S,TUK,12,1500,0.3,3,2.5,29.7,12.6
243,157,60420,26,AM,150,L,I,Andover Park W,Corporate Dr N,AT,N,TUK,17,2082,0,0.8,0,0.7,10.4
243,157,58134,26,AM,150,L,O,West Valley Hwy,Todd Blvd,FS,S,TUK,12,1500,0.1,1.4,0.7,8.1,12.1
243,157,58136,27,AM,150,L,O,West Valley Hwy S,S 190th St,FS,S,KNT,12,1500,0.1,1,0.6,7,11.6
243,157,60428,27,AM,150,L,I,Andover Park W,Strander Blvd,NS,N,TUK,17,2082,0.2,3.3,0.6,11,9.9
243,157,59316,28,AM,150,L,I,Andover Park W,Baker Blvd,FS,N,TUK,16,1954,1.4,23.1,2,32.1,9.1
243,157,58102,29,AM,150,L,I,Southcenter Blvd,62nd Ave S,NS,N,TUK,16,1954,0.7,11.5,0.1,2.3,9.7
243,157,58104,30,AM,150,L,I,Southcenter Blvd,65th Ave S,AT,N,TUK,16,1954,0.2,3.6,0,0,9.9
243,157,80680,31,AM,150,L,I,Interurban Ave S,Fort Dent Way,FS,N,TUK,16,1953,0.3,5.2,0.2,3.4,10
243,157,58140,31,AM,150,L,O,68th Ave S,S 196th St,FS,S,KNT,12,1500,0.1,1.7,1.2,14.4,10.6
243,157,79239,32,AM,150,L,O,68th Ave S,S 204th St,NS,S,KNT,11,1379,0,0,0.7,7.2,10.1
243,157,80692,32,AM,150,L,I,Interurban Ave S,S 147th St,FS,N,TUK,16,1953,0.2,2.9,0.1,1.9,10.1
243,157,80700,33,AM,150,L,I,Interurban Ave S,58th Ave S,NS,N,TUK,16,1952,0.5,7.5,0.2,2.4,10.4
243,157,58145,33,AM,150,L,O,68th Ave S,S 208th St,FS,S,KNT,11,1379,0,0,1,11.4,9
243,157,79240,34,AM,150,L,O,68th Ave S,S 212th St,FS,S,KNT,11,1379,0.2,2.6,1,11,8.3
243,157,80710,34,AM,150,L,I,Interurban Ave S,52nd Ave S,FS,N,TUK,16,1954,3.3,52.1,0.4,5.9,13.3
243,157,79227,35,AM,150,L,O,68th Ave S,S 216th St,FS,S,KNT,11,1379,0,0,0.3,3.4,8
