DateValue - Year,DateValue - Month,"Direction, Friendly",LongName,Line_Temp,BoardingCnt,AlightingCnt,stationCode,
2024,September,East,Overlake Village,2 Line,469,3073,262,
2024,September,East,BelRed,2 Line,784,1704,261,
2024,September,East,Spring District,2 Line,1050,2147,260,
2024,September,East,Wilburton,2 Line,1256,1242,259,
2024,September,East,Bellevue Downtown,2 Line,7872,1922,258,
2024,September,East,East Main,2 Line,1514,599,257,
2024,September,East,South Bellevue,2 Line,9171,173,256,
2024,September,West,Redmond Technology,2 Line,13061,125,263,
2024,September,West,Overlake Village,2 Line,3017,755,262,
2024,September,West,BelRed,2 Line,1872,922,261,
2024,September,West,Spring District,2 Line,2248,1219,260,
2024,September,West,Wilburton,2 Line,1500,1321,259,
2024,September,West,Bellevue Downtown,2 Line,1779,8495,258,
2024,September,West,East Main,2 Line,576,1210,257,
2024,September,West,South Bellevue,2 Line,330,9775,256,
