DateValue - Year,DateValue - Month,"Direction, Friendly",LongName,Line_Temp,BoardingCnt,AlightingCnt,stationCode,
2025,April,North,Lynnwood City Center,1 Line,4075,69138,140,
2025,April,North,Mountlake Terrace,1 Line,2207,18122,141,
2025,April,North,Shoreline North/185th,1 Line,1486,13080,142,
2025,April,North,Shoreline South/148th,1 Line,2456,14920,143,
2025,April,North,Northgate,1 Line,7801,45708,145,
2025,April,North,Roosevelt,1 Line,8309,37362,146,
2025,April,North,U District,1 Line,29166,59983,147,
2025,April,North,University of Washington,1 Line,23331,37148,148,
2025,April,North,Capitol Hill,1 Line,55591,44236,149,
2025,April,North,Westlake/Seattle,1 Line,87857,36804,150,
2025,April,North,Symphony,1 Line,19665,16261,151,
2025,April,North,Pioneer Square,1 Line,13703,8712,152,
2025,April,North,International District/Chinatown,1 Line,27083,10702,153,
2025,April,North,Stadium,1 Line,12432,61624,154,
2025,April,North,SODO,1 Line,11186,9488,155,
2025,April,North,Beacon Hill,1 Line,18606,12763,156,
2025,April,North,Mount Baker,1 Line,15666,11552,157,
2025,April,North,Columbia City,1 Line,15996,6145,158,
2025,April,North,Othello,1 Line,18947,7157,160,
2025,April,North,Rainier Beach,1 Line,12500,5220,161,
2025,April,North,Tukwila International Blvd,1 Line,29488,11114,163,
2025,April,North,SeaTac/Airport,1 Line,85319,9670,164,
2025,April,North,Angle Lake,1 Line,44810,594,165,
2025,April,South,Lynnwood City Center,1 Line,29180,597,140,
2025,April,South,Mountlake Terrace,1 Line,8395,1325,141,
2025,April,South,Shoreline North/185th,1 Line,6434,737,142,
2025,April,South,Shoreline South/148th,1 Line,7054,1155,143,
2025,April,South,Northgate,1 Line,19033,2639,145,
2025,April,South,Roosevelt,1 Line,16658,3644,146,
2025,April,South,U District,1 Line,21047,12585,147,
2025,April,South,University of Washington,1 Line,12983,11342,148,
2025,April,South,Capitol Hill,1 Line,14443,21480,149,
2025,April,South,Westlake/Seattle,1 Line,11380,41162,150,
2025,April,South,Symphony,1 Line,4442,8812,151,
2025,April,South,Pioneer Square,1 Line,3112,5960,152,
2025,April,South,International District/Chinatown,1 Line,6447,9085,153,
2025,April,South,Stadium,1 Line,42574,6702,154,
2025,April,South,SODO,1 Line,5373,5147,155,
2025,April,South,Beacon Hill,1 Line,6641,8121,156,
2025,April,South,Mount Baker,1 Line,6978,7217,157,
2025,April,South,Columbia City,1 Line,3828,8142,158,
2025,April,South,Othello,1 Line,4503,9883,160,
2025,April,South,Rainier Beach,1 Line,3546,8441,161,
2025,April,South,Tukwila International Blvd,1 Line,6138,17478,163,
2025,April,South,SeaTac/Airport,1 Line,6253,39155,164,
