service_id,date,exception_type
85984,20220221,2
85984,20220516,1
85984,20220228,1
85984,20220509,1
85984,20220214,1
85984,20220425,1
85984,20220502,1
85984,20220207,1
85984,20220418,1
85984,20220404,1
85984,20220411,1
85984,20220328,1
85984,20220606,1
85984,20220321,1
85984,20220523,1
85984,20220530,1
85984,20220307,1
85984,20220314,1
85984,20220222,2
85984,20220322,1
85984,20220524,1
85984,20220531,1
85984,20220308,1
85984,20220315,1
85984,20220517,1
85984,20220301,1
85984,20220510,1
85984,20220215,1
85984,20220426,1
85984,20220503,1
85984,20220208,1
85984,20220419,1
85984,20220405,1
85984,20220412,1
85984,20220329,1
85984,20220607,1
85984,20220223,2
85984,20220413,1
85984,20220330,1
85984,20220608,1
85984,20220323,1
85984,20220525,1
85984,20220601,1
85984,20220309,1
85984,20220316,1
85984,20220518,1
85984,20220302,1
85984,20220511,1
85984,20220427,1
85984,20220504,1
85984,20220209,1
85984,20220216,1
85984,20220420,1
85984,20220406,1
85984,20220224,2
85984,20220428,1
85984,20220505,1
85984,20220210,1
85984,20220217,1
85984,20220421,1
85984,20220414,1
85984,20220331,1
85984,20220609,1
85984,20220324,1
85984,20220407,1
85984,20220526,1
85984,20220602,1
85984,20220310,1
85984,20220317,1
85984,20220519,1
85984,20220303,1
85984,20220512,1
85984,20220225,2
85984,20220318,1
85984,20220520,1
85984,20220527,1
85984,20220304,1
85984,20220513,1
85984,20220429,1
85984,20220506,1
85984,20220211,1
85984,20220218,1
85984,20220422,1
85984,20220415,1
85984,20220401,1
85984,20220610,1
85984,20220325,1
85984,20220408,1
85984,20220603,1
85984,20220311,1
84622,20220221,2
84622,20220516,1
84622,20220228,1
84622,20220509,1
84622,20220214,1
84622,20220425,1
84622,20220502,1
84622,20220207,1
84622,20220418,1
84622,20220404,1
84622,20220411,1
84622,20220328,1
84622,20220606,1
84622,20220321,1
84622,20220523,1
84622,20220530,1
84622,20220307,1
84622,20220314,1
84622,20220217,2
84622,20220224,1
84622,20220428,1
84622,20220505,1
84622,20220210,1
84622,20220421,1
84622,20220414,1
84622,20220331,1
84622,20220609,1
84622,20220324,1
84622,20220407,1
84622,20220526,1
84622,20220602,1
84622,20220310,1
84622,20220317,1
84622,20220519,1
84622,20220303,1
84622,20220512,1
84622,20220311,2
84622,20220218,2
84622,20220318,1
84622,20220520,1
84622,20220527,1
84622,20220304,1
84622,20220513,1
84622,20220225,1
84622,20220429,1
84622,20220506,1
84622,20220211,1
84622,20220422,1
84622,20220401,1
84622,20220415,1
84622,20220610,1
84622,20220325,1
84622,20220408,1
84622,20220603,1
82358,20220221,2
82358,20220516,1
82358,20220228,1
82358,20220509,1
82358,20220214,1
82358,20220425,1
82358,20220502,1
82358,20220207,1
82358,20220418,1
82358,20220404,1
82358,20220411,1
82358,20220328,1
82358,20220606,1
82358,20220321,1
82358,20220523,1
82358,20220530,1
82358,20220307,1
82358,20220314,1
82358,20220222,2
82358,20220322,1
82358,20220524,1
82358,20220531,1
82358,20220308,1
82358,20220315,1
82358,20220517,1
82358,20220301,1
82358,20220510,1
82358,20220215,1
82358,20220426,1
82358,20220503,1
82358,20220208,1
82358,20220419,1
82358,20220405,1
82358,20220412,1
82358,20220329,1
82358,20220607,1
82358,20220316,2
82358,20220209,2
82358,20220309,2
82358,20220302,2
82358,20220223,2
82358,20220216,2
82358,20220330,1
82358,20220413,1
82358,20220608,1
82358,20220323,1
82358,20220525,1
82358,20220601,1
82358,20220518,1
82358,20220511,1
82358,20220427,1
82358,20220504,1
82358,20220406,1
82358,20220420,1
82358,20220224,2
82358,20220428,1
82358,20220505,1
82358,20220210,1
82358,20220217,1
82358,20220421,1
82358,20220414,1
82358,20220331,1
82358,20220609,1
82358,20220324,1
82358,20220407,1
82358,20220526,1
82358,20220602,1
82358,20220310,1
82358,20220317,1
82358,20220519,1
82358,20220303,1
82358,20220512,1
82358,20220225,2
82358,20220318,1
82358,20220520,1
82358,20220527,1
82358,20220304,1
82358,20220513,1
82358,20220429,1
82358,20220506,1
82358,20220211,1
82358,20220218,1
82358,20220422,1
82358,20220415,1
82358,20220401,1
82358,20220610,1
82358,20220325,1
82358,20220408,1
82358,20220603,1
82358,20220311,1
80611,20220221,2
80611,20220516,1
80611,20220228,1
80611,20220509,1
80611,20220214,1
80611,20220425,1
80611,20220502,1
80611,20220207,1
80611,20220418,1
80611,20220404,1
80611,20220411,1
80611,20220328,1
80611,20220606,1
80611,20220321,1
80611,20220523,1
80611,20220530,1
80611,20220307,1
80611,20220314,1
80611,20220316,2
80611,20220209,2
80611,20220309,2
80611,20220302,2
80611,20220223,2
80611,20220216,2
80611,20220330,1
80611,20220413,1
80611,20220608,1
80611,20220323,1
80611,20220525,1
80611,20220601,1
80611,20220518,1
80611,20220511,1
80611,20220427,1
80611,20220504,1
80611,20220406,1
80611,20220420,1
80611,20220217,2
80611,20220224,1
80611,20220428,1
80611,20220505,1
80611,20220210,1
80611,20220421,1
80611,20220414,1
80611,20220331,1
80611,20220609,1
80611,20220324,1
80611,20220407,1
80611,20220526,1
80611,20220602,1
80611,20220310,1
80611,20220317,1
80611,20220519,1
80611,20220303,1
80611,20220512,1
80611,20220311,2
80611,20220218,2
80611,20220318,1
80611,20220520,1
80611,20220527,1
80611,20220304,1
80611,20220513,1
80611,20220225,1
80611,20220429,1
80611,20220506,1
80611,20220211,1
80611,20220422,1
80611,20220401,1
80611,20220415,1
80611,20220610,1
80611,20220325,1
80611,20220408,1
80611,20220603,1
25046,20220221,2
25046,20220228,1
25046,20220314,1
25046,20220214,1
25046,20220207,1
25046,20220307,1
23667,20220221,2
23667,20220228,1
23667,20220314,1
23667,20220214,1
23667,20220207,1
23667,20220307,1
23667,20220222,2
23667,20220208,1
23667,20220308,1
23667,20220301,1
23667,20220315,1
23667,20220215,1
23667,20220223,2
23667,20220302,1
23667,20220316,1
23667,20220216,1
23667,20220209,1
23667,20220309,1
23667,20220224,2
23667,20220217,1
23667,20220210,1
23667,20220310,1
23667,20220303,1
23667,20220317,1
23667,20220225,2
23667,20220311,1
23667,20220304,1
23667,20220318,1
23667,20220218,1
23667,20220211,1
22305,20220221,2
22305,20220228,1
22305,20220314,1
22305,20220214,1
22305,20220207,1
22305,20220307,1
22305,20220217,2
22305,20220210,1
22305,20220310,1
22305,20220303,1
22305,20220317,1
22305,20220224,1
22305,20220311,2
22305,20220218,2
22305,20220304,1
22305,20220318,1
22305,20220225,1
22305,20220211,1
20041,20220221,2
20041,20220228,1
20041,20220314,1
20041,20220214,1
20041,20220207,1
