DateValue - Year,DateValue - Month,"Direction, Friendly",LongName,Line_Temp,BoardingCnt,AlightingCnt,stationCode,
2023,January,North,Roosevelt,1 Line,5198,46921,146,
2023,January,North,U District,1 Line,26361,71725,147,
2023,January,North,University of Washington,1 Line,24353,44097,148,
2023,January,North,Capitol Hill,1 Line,49253,59622,149,
2023,January,North,Westlake/Seattle,1 Line,65267,46891,150,
2023,January,North,University St,1 Line,30477,23639,151,
2023,January,North,Pioneer Square,1 Line,17564,12583,152,
2023,January,North,International District/Chinatown,1 Line,41591,18573,153,
2023,January,North,Stadium,1 Line,7279,5822,154,
2023,January,North,SODO,1 Line,13013,7195,155,
2023,January,North,Beacon Hill,1 Line,19363,9152,156,
2023,January,North,Mount Baker,1 Line,14709,8490,157,
2023,January,North,Columbia City,1 Line,17131,5020,158,
2023,January,North,Othello,1 Line,21907,6647,160,
2023,January,North,Rainier Beach,1 Line,14559,4631,161,
2023,January,North,Tukwila International Blvd,1 Line,23352,6810,163,
2023,January,North,SeaTac/Airport,1 Line,55219,8289,164,
2023,January,North,Angle Lake,1 Line,40914,465,165,
2023,January,South,Northgate,1 Line,118204,130,145,
2023,January,South,Roosevelt,1 Line,50627,5230,146,
2023,January,South,U District,1 Line,73897,27860,147,
2023,January,South,University of Washington,1 Line,46762,23769,148,
2023,January,South,Capitol Hill,1 Line,52579,58233,149,
2023,January,South,Westlake/Seattle,1 Line,50019,68760,150,
2023,January,South,University St,1 Line,22938,31910,151,
2023,January,South,Pioneer Square,1 Line,11891,19367,152,
2023,January,South,International District/Chinatown,1 Line,21561,45342,153,
2023,January,South,Stadium,1 Line,4959,11419,154,
2023,January,South,SODO,1 Line,7619,11681,155,
2023,January,South,Beacon Hill,1 Line,9173,21559,156,
2023,January,South,Mount Baker,1 Line,9685,14552,157,
2023,January,South,Columbia City,1 Line,4893,17755,158,
2023,January,South,Othello,1 Line,6778,22295,160,
2023,January,South,Rainier Beach,1 Line,4030,14718,161,
2023,January,South,Tukwila International Blvd,1 Line,6856,25859,163,
2023,January,South,SeaTac/Airport,1 Line,8633,48299,164,
2023,January,South,Angle Lake,1 Line,4360,47519,165,
