DateValue - Year,DateValue - Month,"Direction, Friendly",LongName,Line_Temp,BoardingCnt,AlightingCnt,stationCode,
2024,January,North,Northgate,1 Line,5350,89694,145,
2024,January,North,Roosevelt,1 Line,4127,36948,146,
2024,January,North,U District,1 Line,18918,53804,147,
2024,January,North,University of Washington,1 Line,18036,33697,148,
2024,January,North,Capitol Hill,1 Line,38821,43022,149,
2024,January,North,Westlake/Seattle,1 Line,48227,33920,150,
2024,January,North,University St,1 Line,24241,16862,151,
2024,January,North,Pioneer Square,1 Line,14207,10093,152,
2024,January,North,International District/Chinatown,1 Line,28603,12178,153,
2024,January,North,Stadium,1 Line,14662,23451,154,
2024,January,North,SODO,1 Line,10446,7479,155,
2024,January,North,Beacon Hill,1 Line,13973,10460,156,
2024,January,North,Mount Baker,1 Line,14082,8232,157,
2024,January,North,Columbia City,1 Line,13353,4781,158,
2024,January,North,Othello,1 Line,17398,6492,160,
2024,January,North,Rainier Beach,1 Line,11953,4321,161,
2024,January,North,Tukwila International Blvd,1 Line,19553,7011,163,
2024,January,North,SeaTac/Airport,1 Line,51744,8886,164,
2024,January,North,Angle Lake,1 Line,43043,22,165,
2024,January,South,Northgate,1 Line,95683,9,145,
2024,January,South,Roosevelt,1 Line,34766,3995,146,
2024,January,South,U District,1 Line,50032,19357,147,
2024,January,South,University of Washington,1 Line,50485,16625,148,
2024,January,South,Capitol Hill,1 Line,41674,48104,149,
2024,January,South,Westlake/Seattle,1 Line,38771,51400,150,
2024,January,South,University St,1 Line,17725,27680,151,
2024,January,South,Pioneer Square,1 Line,10537,14813,152,
2024,January,South,International District/Chinatown,1 Line,16149,31481,153,
2024,January,South,Stadium,1 Line,5438,10494,154,
2024,January,South,SODO,1 Line,6514,8858,155,
2024,January,South,Beacon Hill,1 Line,8109,16830,156,
2024,January,South,Mount Baker,1 Line,7902,13312,157,
2024,January,South,Columbia City,1 Line,4161,13808,158,
2024,January,South,Othello,1 Line,5652,17184,160,
2024,January,South,Rainier Beach,1 Line,3642,12745,161,
2024,January,South,Tukwila International Blvd,1 Line,5565,21716,163,
2024,January,South,SeaTac/Airport,1 Line,8294,42365,164,
2024,January,South,Angle Lake,1 Line,4092,44843,165,
