DateValue - Year,DateValue - Month,"Direction, Friendly",LongName,Line_Temp,BoardingCnt,AlightingCnt,stationCode,
2024,November,East,Overlake Village,2 Line,275,1669,262,
2024,November,East,BelRed,2 Line,465,952,261,
2024,November,East,Spring District,2 Line,528,1018,260,
2024,November,East,Wilburton,2 Line,701,688,259,
2024,November,East,Bellevue Downtown,2 Line,3814,907,258,
2024,November,East,East Main,2 Line,733,354,257,
2024,November,East,South Bellevue,2 Line,5545,79,256,
2024,November,West,Redmond Technology,2 Line,7183,45,263,
2024,November,West,Overlake Village,2 Line,1723,433,262,
2024,November,West,BelRed,2 Line,1076,557,261,
2024,November,West,Spring District,2 Line,1220,665,260,
2024,November,West,Wilburton,2 Line,863,757,259,
2024,November,West,Bellevue Downtown,2 Line,930,4697,258,
2024,November,West,East Main,2 Line,379,638,257,
2024,November,West,South Bellevue,2 Line,184,5664,256,
