SERVICE_CHANGE_NUM,CHANGE_NUM,STOP_ID,STOP_SEQUENCE_NUM,DAY_PART_CD,SERVICE_RTE_NUM,EXPRESS_LOCAL_CD,INBD_OUTBD_CD,HOST_STREET_NM,CROSS_STREET_NM,STOP_PLACEMENT_CD,TRIP_COMPASS_DIR_CD,JURISDICTION_CD,OBSERVED_TRIPS_IDS,TOTAL_OBSERVATIONS,AVG_TRIP_BOARDINGS,AVG_TOTAL_BOARDINGS,AVG_TRIP_ALIGHTINGS,AVG_TOTAL_ALIGHTINGS,AVG_TRIP_DEPARTING_LOAD
233,155,35318,1,AM,40,L,I,Northgate Station AcRd,NE 103rd St,FM,S,SEA,20,2281,4.1,82.8,0,0.1,4.3
233,155,17697,2,AM,40,L,I,1st Ave NE,NE 95th St,AT,S,SEA,20,2274,0.1,2.9,0,0,4.4
233,155,17698,3,AM,40,L,I,N 92nd St,Corliss Ave N,NS,S,SEA,20,2273,0.1,2.4,0,0.4,4.5
233,155,17710,4,AM,40,L,I,College Way N,N 97th St,NS,S,SEA,20,2286,0.2,3.6,0.2,3.1,4.5
233,155,17730,5,AM,40,L,I,College Way N,N 103rd St,NS,S,SEA,20,2283,0.2,4,0,0.5,4.7
233,155,17740,6,AM,40,L,I,Meridian Ave N,N 105th St,NS,S,SEA,20,2297,1,19,0.2,4.6,5.4
233,155,17755,7,AM,40,L,I,N Northgate Way,Meridian Ave N,FS,S,SEA,20,2296,1.4,27.3,0.4,7,6.4
233,155,40030,8,AM,40,L,I,N Northgate Way,Stone Ave N,NS,S,SEA,20,2285,0.2,4.2,0.2,3.4,6.4
233,155,40032,9,AM,40,L,I,N 105th St,Aurora Ave N,FS,S,SEA,20,2298,1.4,28.4,0.8,16.2,7
233,155,40035,10,AM,40,L,I,N 105th St,Fremont Ave N,FS,S,SEA,19,2168,0.5,9.1,0.1,2.3,7.4
233,155,40038,11,AM,40,L,I,N 105th St,Greenwood Ave N,NS,S,SEA,19,2174,1.2,23.4,0.5,9.9,8.1
233,155,40040,12,AM,40,L,I,Holman Rd NW,3rd Ave NW,FS,S,SEA,19,2174,0.4,6.8,0.3,5.2,8.2
233,155,40042,13,AM,40,L,I,Holman Rd NW,7th Ave NW,FS,S,SEA,19,2174,0.2,4.2,0.3,6.5,8.1
233,155,40044,14,AM,40,L,I,Holman Rd NW,9th Ave NW,FS,S,SEA,19,2174,0,0.8,0,0,8.1
233,155,40046,15,AM,40,L,I,Holman Rd NW,13th Ave NW,FS,S,SEA,19,2169,0.2,4.2,0.4,8.4,7.9
233,155,40049,16,AM,40,L,I,Holman Rd NW,Mary Ave NW,FS,S,SEA,19,2174,0.5,8.8,1.5,28.3,6.8
233,155,13585,17,AM,40,L,I,15th Ave NW,Holman Rd NW,NS,S,SEA,19,2173,0.1,2.1,0.2,3.6,6.8
233,155,37081,18,AM,40,L,I,NW 85th St,15th Ave NW,FS,S,SEA,19,2173,0.9,16.5,0.6,11.1,7.1
233,155,37083,19,AM,40,L,I,NW 85th St,19th Ave NW,FS,S,SEA,19,2172,0.2,4.4,0,0,7.3
233,155,37078,20,AM,40,L,I,NW 85th St,22nd Ave NW,FS,S,SEA,19,2172,0.3,6.4,0,0.3,7.6
233,155,19240,21,AM,40,L,I,24th Ave NW,NW 85th St,FS,S,SEA,18,2054,0.7,11.7,0.1,1,8.3
233,155,19250,22,AM,40,L,I,24th Ave NW,NW 83rd St,FS,S,SEA,18,2053,0.1,2.6,0,0.3,8.4
233,155,19260,23,AM,40,L,I,24th Ave NW,NW 80th St,FS,S,SEA,18,2053,0.8,15.2,0.3,5,9
233,155,19270,24,AM,40,L,I,24th Ave NW,NW 77th St,FS,S,SEA,18,2054,1,17.6,0,0.3,9.9
233,155,19280,25,AM,40,L,I,24th Ave NW,NW 75th St,FS,S,SEA,18,2055,0.5,8.7,0,0.1,10.4
233,155,19300,26,AM,40,L,I,24th Ave NW,NW 70th St,FS,S,SEA,18,2056,1.2,22.1,0.1,1.5,11.5
233,155,19320,27,AM,40,L,I,24th Ave NW,NW 65th St,FS,S,SEA,18,2056,2.4,42.9,0.3,5,13.6
233,155,19340,28,AM,40,L,I,24th Ave NW,NW 61st St,FS,S,SEA,18,2055,2.2,39.1,0.3,4.6,15.6
233,155,19360,29,AM,40,L,I,24th Ave NW,NW 57th St,FS,S,SEA,18,2056,4.1,74.5,0.7,12.9,19
233,155,18120,30,AM,40,L,I,NW Market St,Ballard Ave NW,FS,S,SEA,18,2056,2.8,49.8,1.4,24.8,20.4
233,155,18145,31,AM,40,L,I,Leary Ave NW,NW Vernon Pl,NS,S,SEA,17,1924,1.4,24,0.4,7.5,21.5
233,155,18150,32,AM,40,L,I,Leary Ave NW,NW Ione Pl,FS,S,SEA,17,1924,1.3,21.6,0.6,9.9,22.2
233,155,18165,33,AM,40,L,I,NW Leary Way,15th Ave NW,FS,S,SEA,17,1921,1.1,18,1.3,21.9,22
233,155,28255,34,AM,40,L,I,NW Leary Way,11th Ave NW,NS,S,SEA,17,1924,0.5,9.2,0.5,8,22.1
233,155,28265,35,AM,40,L,I,Leary Way NW,8th Ave NW,NS,S,SEA,17,1924,0.4,6.6,0.3,4.9,22.2
233,155,28260,36,AM,40,L,I,Leary Way NW,NW 43rd St,FS,S,SEA,17,1925,0.7,12.2,0.2,2.9,22.7
233,155,28280,37,AM,40,L,I,Leary Way NW,3rd Ave NW,NS,S,SEA,16,1857,0.4,5.9,0.2,2.5,22.6
233,155,28300,38,AM,40,L,I,N 36th St,1st Ave NW,FS,S,SEA,16,1855,0.7,10.8,0.3,5.4,22.9
233,155,28310,39,AM,40,L,I,N 36th St,Phinney Ave N,FS,S,SEA,16,1857,0.9,14.8,0.4,5.8,23.5
