SERVICE_CHANGE_NUM,CHANGE_NUM,STOP_ID,STOP_SEQUENCE_NUM,DAY_PART_CD,SERVICE_RTE_NUM,EXPRESS_LOCAL_CD,INBD_OUTBD_CD,HOST_STREET_NM,CROSS_STREET_NM,STOP_PLACEMENT_CD,TRIP_COMPASS_DIR_CD,JURISDICTION_CD,OBSERVED_TRIPS_IDS,TOTAL_OBSERVATIONS,AVG_TRIP_BOARDINGS,AVG_TOTAL_BOARDINGS,AVG_TRIP_ALIGHTINGS,AVG_TOTAL_ALIGHTINGS,AVG_TRIP_DEPARTING_LOAD
222,151,39980,1,AM,60,L,I,25th Ave SW,SW Henderson St,NS,N,SEA,17,284,0.7,11.7,0,0,1
222,151,39990,2,AM,60,L,I,25th Ave SW,SW Barton St,NS,N,SEA,17,286,0.8,12.8,0.1,0.9,1.7
222,151,31736,3,AM,60,L,I,SW Barton Pl,22nd Ave SW,NS,N,SEA,17,286,0,0.4,0,0,1.8
222,151,22252,4,AM,60,L,I,Delridge Way SW,SW Henderson St,FS,N,SEA,17,286,0.3,4.7,0,0.1,2
222,151,22253,5,AM,60,L,I,Delridge Way SW,SW Barton St,FS,N,SEA,17,286,0.5,8.3,0,0.8,2.5
222,151,21080,6,AM,60,L,I,SW Roxbury St,15th Ave SW,FS,N,SEA,17,286,1.8,30.8,0.1,1.6,4.2
222,151,21090,7,AM,60,L,I,SW Roxbury St,12th Ave SW,FS,N,SEA,17,286,0.3,4.7,0,0.6,4.4
222,151,21110,8,AM,60,L,I,SW Roxbury St,8th Ave SW,FS,N,SEA,17,286,0.6,10.8,0.2,3.4,4.9
222,151,21120,9,AM,60,L,I,SW Roxbury St,5th Ave SW,FS,N,KC,17,286,0.3,5.2,0,0.4,5.2
222,151,21140,10,AM,60,L,I,Olson Pl SW,3rd Ave SW,FS,N,SEA,17,286,0.1,1.4,0,0,5.2
222,151,21141,11,AM,60,L,I,Olson-Myers Way P&R AcRd,Olson-Myers Way P&R AcRd,FS,N,SEA,16,270,1.3,20.3,0.3,5.5,6.3
222,151,32100,12,AM,60,L,I,S Cloverdale St,5th Ave S,FS,N,SEA,16,270,0.4,6.7,0.3,4.4,6.5
222,151,32120,13,AM,60,L,I,S Cloverdale St,8th Ave S,FS,N,SEA,16,270,0.5,7.7,0.2,3.7,6.7
222,151,32140,14,AM,60,L,I,S Cloverdale St,12th Ave S,FS,N,SEA,16,269,0.6,9.9,0.2,2.7,7.2
222,151,32150,15,AM,60,L,I,14th Ave S,S Cloverdale St,FS,N,SEA,17,285,0.7,12.1,0.2,4,7.5
222,151,32160,16,AM,60,L,I,16th Ave S,East Marginal Way S,NM,N,SEA,16,264,0,0.1,0.3,4.1,7.5
222,151,79561,17,AM,60,L,I,East Marginal Way S,14th Ave S,FS,N,SEA,16,264,0.1,2,0.2,3.4,7.4
222,151,45740,18,AM,60,L,I,East Marginal Way S,Ellis Ave S,FS,N,SEA,16,264,0.3,4.1,0.3,5.2,7.3
222,151,45751,19,AM,60,L,I,East Marginal Way S,Corson Ave S,NS,N,SEA,16,264,0,0.5,0.1,2.1,7.2
222,151,40871,20,AM,60,L,I,Corson Ave S,S Willow St,FS,N,SEA,16,264,0.3,5.2,0.1,0.9,7.5
