SERVICE_CHANGE_NUM,CHANGE_NUM,STOP_ID,STOP_SEQUENCE_NUM,DAY_PART_CD,SERVICE_RTE_NUM,EXPRESS_LOCAL_CD,INBD_OUTBD_CD,HOST_STREET_NM,CROSS_STREET_NM,STOP_PLACEMENT_CD,TRIP_COMPASS_DIR_CD,JURISDICTION_CD,OBSERVED_TRIPS_IDS,TOTAL_OBSERVATIONS,AVG_TRIP_BOARDINGS,AVG_TOTAL_BOARDINGS,AVG_TRIP_ALIGHTINGS,AVG_TOTAL_ALIGHTINGS,AVG_TRIP_DEPARTING_LOAD
241,156,46830,5,AM,118,L,I,Vashon Hwy SW,SW 178th St,NS,N,KC,4,441,0.2,0.8,0.1,0.5,3.9
241,156,46830,5,MID,118,L,I,Vashon Hwy SW,SW 178th St,NS,N,KC,9,875,0.1,0.8,0.4,3.8,3.4
241,156,46830,5,PM,118,L,I,Vashon Hwy SW,SW 178th St,NS,N,KC,5,497,0.1,0.5,0.4,2.2,3
241,156,47235,11,AM,118,L,O,104th Ave SW,SW Burton Dr,NS,S,KC,1,56,0,0,0,0,2.4
241,156,47235,11,MID,118,L,O,104th Ave SW,SW Burton Dr,NS,S,KC,4,285,0,0,0,0,3.1
241,156,47235,11,PM,118,L,O,104th Ave SW,SW Burton Dr,NS,S,KC,3,320,0,0,0,0,1.2
241,156,46766,13,MID,118,L,I,Vashon Ferry Dock AcRd,103rd Ave SW,FS,N,KC,1,103,1.1,1.1,3.6,3.6,0
241,156,46769,1,AM,118,L,O,Vashon Ferry Dock AcRd,103rd Ave SW,NS,S,KC,5,453,4,20.2,0,0,4.1
241,156,46769,1,MID,118,L,O,Vashon Ferry Dock AcRd,103rd Ave SW,NS,S,KC,10,918,4.2,42.2,0.1,0.6,4.2
241,156,46769,1,PM,118,L,O,Vashon Ferry Dock AcRd,103rd Ave SW,NS,S,KC,5,486,8.2,41,0,0,8.3
241,156,46769,12,AM,118,L,I,Vashon Ferry Dock AcRd,103rd Ave SW,NS,N,KC,4,441,0,0,5.9,23.7,0
241,156,46769,12,MID,118,L,I,Vashon Ferry Dock AcRd,103rd Ave SW,NS,N,KC,7,592,0.3,2.4,3.9,27.5,0
241,156,46769,12,PM,118,L,I,Vashon Ferry Dock AcRd,103rd Ave SW,NS,N,KC,6,605,0,0.2,3.4,20.1,0.3
241,156,46792,8,AM,118,L,O,Vashon Hwy SW,SW 204th St,FS,S,KC,4,390,0.2,0.8,1,4,3.2
241,156,46792,8,MID,118,L,O,Vashon Hwy SW,SW 204th St,FS,S,KC,9,829,0.2,2.2,1.4,12.3,3.2
241,156,46792,8,PM,118,L,O,Vashon Hwy SW,SW 204th St,FS,S,KC,5,541,0.3,1.3,2.1,10.7,2.9
241,156,46800,4,AM,118,L,I,Vashon Hwy SW,SW 188th St,FS,N,KC,4,441,0.1,0.3,0.3,1,3.8
241,156,46800,4,MID,118,L,I,Vashon Hwy SW,SW 188th St,FS,N,KC,9,875,0.2,1.5,0.1,1,3.7
241,156,46800,4,PM,118,L,I,Vashon Hwy SW,SW 188th St,FS,N,KC,5,497,0.4,2,0.1,0.4,3.3
241,156,47080,3,AM,118,L,O,Vashon Hwy SW,SW 156th St,NS,S,KC,4,390,0.1,0.2,0,0,3.9
241,156,47080,3,MID,118,L,O,Vashon Hwy SW,SW 156th St,NS,S,KC,11,997,0.1,1.1,0,0.4,4.3
241,156,47080,3,PM,118,L,O,Vashon Hwy SW,SW 156th St,NS,S,KC,5,486,0,0.1,0.6,2.9,7.4
241,156,46850,7,AM,118,L,I,Vashon Hwy SW,SW 171st St,NS,N,KC,4,441,0.8,3.1,0,0.1,5.6
241,156,46850,7,MID,118,L,I,Vashon Hwy SW,SW 171st St,NS,N,KC,8,765,0.4,2.8,0.2,1.6,3.4
241,156,46850,7,PM,118,L,I,Vashon Hwy SW,SW 171st St,NS,N,KC,6,606,0.3,1.9,0.2,0.9,3.7
241,156,47120,7,AM,118,L,O,Vashon Hwy SW,SW 178th St,FS,S,KC,4,390,0.1,0.3,0.1,0.3,4
241,156,47120,7,MID,118,L,O,Vashon Hwy SW,SW 178th St,FS,S,KC,9,831,0.2,2.1,0.3,2.4,4.4
241,156,47120,7,PM,118,L,O,Vashon Hwy SW,SW 178th St,FS,S,KC,5,541,0.3,1.7,0.7,3.7,4.8
241,156,47230,9,AM,118,L,O,Vashon Hwy SW,SW Burton Dr,NS,S,KC,4,390,0.7,2.7,1,4.1,2.9
241,156,47230,9,MID,118,L,O,Vashon Hwy SW,SW Burton Dr,NS,S,KC,9,831,0.3,2.6,0.8,7.5,2.7
241,156,47230,9,PM,118,L,O,Vashon Hwy SW,SW Burton Dr,NS,S,KC,5,540,0.1,0.3,1.1,5.5,1.9
241,156,46890,11,AM,118,L,I,Vashon Hwy SW,Burma Rd SW,FS,N,KC,4,440,0,0,0,0,6
241,156,46890,11,MID,118,L,I,Vashon Hwy SW,Burma Rd SW,FS,N,KC,8,765,0,0.1,0.3,2.7,3.1
241,156,46890,11,PM,118,L,I,Vashon Hwy SW,Burma Rd SW,FS,N,KC,6,607,0,0,0.1,0.7,3.6
241,156,46888,10,AM,118,L,I,Vashon Hwy SW,SW 132nd Pl,FS,N,KC,4,441,0.1,0.3,0,0,5.9
241,156,46888,10,MID,118,L,I,Vashon Hwy SW,SW 132nd Pl,FS,N,KC,8,765,0,0.1,0.1,0.5,3.4
241,156,46888,10,PM,118,L,I,Vashon Hwy SW,SW 132nd Pl,FS,N,KC,6,607,0,0,0.1,0.7,3.7
241,156,46791,3,AM,118,L,I,Vashon Hwy SW,S 204th St,FS,N,KC,4,440,1,4,0.3,1.2,4
241,156,46791,3,MID,118,L,I,Vashon Hwy SW,S 204th St,FS,N,KC,9,875,1,8.7,0.2,1.8,3.7
241,156,46791,3,PM,118,L,I,Vashon Hwy SW,S 204th St,FS,N,KC,5,497,1,4.8,0.2,1,3
241,156,46770,2,AM,118,L,I,Vashon Hwy SW,SW Burton Dr,FS,N,KC,4,439,1.6,6.5,0.2,0.6,3.3
241,156,46770,2,MID,118,L,I,Vashon Hwy SW,SW Burton Dr,FS,N,KC,9,875,1.3,11.4,0.1,1.3,2.9
241,156,46770,2,PM,118,L,I,Vashon Hwy SW,SW Burton Dr,FS,N,KC,5,496,0.8,4.1,0.2,1,2.3
241,156,46770,12,AM,118,L,O,Vashon Hwy SW,SW Burton Dr,FS,S,KC,1,73,0,0,0.1,0.1,2.5
241,156,46770,12,MID,118,L,O,Vashon Hwy SW,SW Burton Dr,FS,S,KC,4,320,0,0.1,0.5,1.8,2.6
241,156,46770,12,PM,118,L,O,Vashon Hwy SW,SW Burton Dr,FS,S,KC,3,320,0,0,0.3,0.9,0.9
241,156,46871,2,AM,118,L,O,Vashon Hwy SW,Burma Rd SW,NS,S,KC,5,452,0,0,0,0.2,4
241,156,46871,2,MID,118,L,O,Vashon Hwy SW,Burma Rd SW,NS,S,KC,10,930,0.2,2.2,0.1,0.8,4.2
241,156,46871,2,PM,118,L,O,Vashon Hwy SW,Burma Rd SW,NS,S,KC,5,486,0.1,0.5,0.4,2.1,7.9
241,156,46840,6,AM,118,L,I,Vashon Hwy SW,SW Bank Rd,FS,N,KC,4,441,1.2,4.9,0.3,1.3,4.8
241,156,46840,6,MID,118,L,I,Vashon Hwy SW,SW Bank Rd,FS,N,KC,9,875,0.8,7.2,0.8,6.8,3.5
241,156,46840,6,PM,118,L,I,Vashon Hwy SW,SW Bank Rd,FS,N,KC,5,494,1,4.9,0.7,3.6,3.3
241,156,46880,9,AM,118,L,I,Vashon Hwy SW,SW 156th St,FS,N,KC,4,441,0.3,1,0,0.1,5.9
241,156,46880,9,MID,118,L,I,Vashon Hwy SW,SW 156th St,FS,N,KC,8,765,0.1,0.5,0.1,0.5,3.4
241,156,46880,9,PM,118,L,I,Vashon Hwy SW,SW 156th St,FS,N,KC,6,607,0,0,0,0.2,3.8
241,156,47255,1,AM,118,L,I,SW Tahlequah Rd,SR 163fy,NS,N,KC,3,333,1.9,5.7,0,0,1.9
241,156,47255,1,MID,118,L,I,SW Tahlequah Rd,SR 163fy,NS,N,KC,6,631,1.9,11.6,0,0,2.4
241,156,47255,1,PM,118,L,I,SW Tahlequah Rd,SR 163fy,NS,N,KC,2,216,3.1,6.2,0,0,3.1
241,156,47255,10,AM,118,L,O,SW Tahlequah Rd,SR 163fy,NS,S,KC,3,317,0,0,3,9,0
241,156,47255,10,MID,118,L,O,SW Tahlequah Rd,SR 163fy,NS,S,KC,5,510,0,0,1.7,8.6,0.7
241,156,47255,10,PM,118,L,O,SW Tahlequah Rd,SR 163fy,NS,S,KC,2,221,0,0,2.9,5.8,0
241,156,47110,5,AM,118,L,O,Vashon Hwy SW,SW 171st St,FS,S,KC,4,390,0.1,0.5,0.1,0.4,4.1
241,156,47110,5,MID,118,L,O,Vashon Hwy SW,SW 171st St,FS,S,KC,11,997,0.2,1.9,0.3,3.4,4.2
