SERVICE_CHANGE_NUM,CHANGE_NUM,STOP_ID,STOP_SEQUENCE_NUM,DAY_PART_CD,SERVICE_RTE_NUM,EXPRESS_LOCAL_CD,INBD_OUTBD_CD,HOST_STREET_NM,CROSS_STREET_NM,STOP_PLACEMENT_CD,TRIP_COMPASS_DIR_CD,JURISDICTION_CD,OBSERVED_TRIPS_IDS,TOTAL_OBSERVATIONS,AVG_TRIP_BOARDINGS,AVG_TOTAL_BOARDINGS,AVG_TRIP_ALIGHTINGS,AVG_TOTAL_ALIGHTINGS,AVG_TRIP_DEPARTING_LOAD
232,154,11690,1,AM,14,L,I,Mount Rainier Dr S,37th Pl S,NS,N,SEA,15,626,0.4,5.5,0,0.1,0.4
232,154,11700,2,AM,14,L,I,S McClellan St,Lake Park Dr S,FS,N,SEA,15,694,0.2,2.9,0,0.1,0.5
232,154,11720,3,AM,14,L,I,S McClellan St,31st Ave S,NS,N,SEA,15,726,0,0.7,0,0.1,0.5
232,154,8403,4,AM,14,L,I,Mt. Baker Transfer Area AcRd,Martin L King Jr Way S,FS,N,SEA,14,672,1.3,18.2,0.3,4.5,1.5
232,154,11730,5,AM,14,L,I,31st Ave S,S Lander St,FS,N,SEA,14,560,0.4,4.9,0,0.5,1.9
232,154,11750,6,AM,14,L,I,31st Ave S,S College St,FS,N,SEA,14,673,0.5,6.7,0,0.4,2.2
232,154,11770,7,AM,14,L,I,31st Ave S,S Plum St,NS,N,SEA,14,673,0.2,3.4,0,0,2.5
232,154,11790,8,AM,14,L,I,31st Ave S,S Massachusetts St,FS,N,SEA,14,673,0.4,5.1,0.1,0.9,2.8
232,154,11800,9,AM,14,L,I,31st Ave S,S Day St,NS,N,SEA,14,673,0.4,4.9,0,0.5,3.1
232,154,11820,10,AM,14,L,I,31st Ave S,S Norman St,FS,N,SEA,14,672,0.7,9.1,0.1,0.8,3.7
