DateValue - Year,DateValue - Month,"Direction, Friendly",LongName,Line_Temp,BoardingCnt,AlightingCnt,stationCode,
2024,December,East,Overlake Village,2 Line,244,1711,262,
2024,December,East,BelRed,2 Line,417,1054,261,
2024,December,East,Spring District,2 Line,525,960,260,
2024,December,East,Wilburton,2 Line,704,833,259,
2024,December,East,Bellevue Downtown,2 Line,3898,999,258,
2024,December,East,East Main,2 Line,800,348,257,
2024,December,East,South Bellevue,2 Line,6275,99,256,
2024,December,West,Redmond Technology,2 Line,8144,90,263,
2024,December,West,Overlake Village,2 Line,1737,447,262,
2024,December,West,BelRed,2 Line,1063,561,261,
2024,December,West,Spring District,2 Line,1116,537,260,
2024,December,West,Wilburton,2 Line,887,804,259,
2024,December,West,Bellevue Downtown,2 Line,848,4562,258,
2024,December,West,East Main,2 Line,308,635,257,
2024,December,West,South Bellevue,2 Line,175,5952,256,
