DateValue - Year,DateValue - Month,"Direction, Friendly",LongName,Line_Temp,BoardingCnt,AlightingCnt,stationCode,
2023,April,North,Roosevelt,1 Line,5062,45960,146,
2023,April,North,U District,1 Line,25375,70907,147,
2023,April,North,University of Washington,1 Line,22793,45436,148,
2023,April,North,Capitol Hill,1 Line,49309,60257,149,
2023,April,North,Westlake/Seattle,1 Line,70257,53370,150,
2023,April,North,University St,1 Line,30300,23895,151,
2023,April,North,Pioneer Square,1 Line,21074,17015,152,
2023,April,North,International District/Chinatown,1 Line,42805,18583,153,
2023,April,North,Stadium,1 Line,15920,14658,154,
2023,April,North,SODO,1 Line,13554,7311,155,
2023,April,North,Beacon Hill,1 Line,19769,8882,156,
2023,April,North,Mount Baker,1 Line,15066,7744,157,
2023,April,North,Columbia City,1 Line,16901,5191,158,
2023,April,North,Othello,1 Line,20157,6278,160,
2023,April,North,Rainier Beach,1 Line,14950,4800,161,
2023,April,North,Tukwila International Blvd,1 Line,25085,6805,163,
2023,April,North,SeaTac/Airport,1 Line,57429,9260,164,
2023,April,North,Angle Lake,1 Line,50014,778,165,
2023,April,South,Northgate,1 Line,134815,757,145,
2023,April,South,Roosevelt,1 Line,53097,5723,146,
2023,April,South,U District,1 Line,79564,28443,147,
2023,April,South,University of Washington,1 Line,51927,22368,148,
2023,April,South,Capitol Hill,1 Line,56138,61507,149,
2023,April,South,Westlake/Seattle,1 Line,58466,74390,150,
2023,April,South,University St,1 Line,24917,33126,151,
2023,April,South,Pioneer Square,1 Line,15056,23637,152,
2023,April,South,International District/Chinatown,1 Line,22437,48977,153,
2023,April,South,Stadium,1 Line,12260,30604,154,
2023,April,South,SODO,1 Line,7945,11675,155,
2023,April,South,Beacon Hill,1 Line,8943,22568,156,
2023,April,South,Mount Baker,1 Line,9123,15175,157,
2023,April,South,Columbia City,1 Line,5286,17619,158,
2023,April,South,Othello,1 Line,7029,21315,160,
2023,April,South,Rainier Beach,1 Line,4252,14218,161,
2023,April,South,Tukwila International Blvd,1 Line,7232,28825,163,
2023,April,South,SeaTac/Airport,1 Line,9359,58220,164,
