SERVICE_CHANGE_NUM,CHANGE_NUM,STOP_ID,STOP_SEQUENCE_NUM,DAY_PART_CD,SERVICE_RTE_NUM,EXPRESS_LOCAL_CD,INBD_OUTBD_CD,HOST_STREET_NM,CROSS_STREET_NM,STOP_PLACEMENT_CD,TRIP_COMPASS_DIR_CD,JURISDICTION_CD,OBSERVED_TRIPS_IDS,TOTAL_OBSERVATIONS,AVG_TRIP_BOARDINGS,AVG_TOTAL_BOARDINGS,AVG_TRIP_ALIGHTINGS,AVG_TOTAL_ALIGHTINGS,AVG_TRIP_DEPARTING_LOAD
243,157,12690,1,AM,3,L,I,34th Ave,E Union St,FS,N,SEA,8,889,1.8,14.2,0,0.1,1.8
243,157,13390,1,AM,3,L,O,Bellevue Ave E,Bellevue Pl E,FS,S,SEA,3,375,4.3,13,0,0,4.3
243,157,12700,2,AM,3,L,I,34th Ave,E Marion St,NS,N,SEA,8,947,0.9,7,0,0.2,2.6
243,157,13410,2,AM,3,L,O,Bellevue Ave E,E Republican St,NS,S,SEA,3,375,4.9,14.6,0,0,9.2
243,157,13420,3,AM,3,L,O,Bellevue Ave E,E Thomas St,FS,S,SEA,3,375,2,6,0,0,11.1
243,157,12712,3,AM,3,L,I,34th Ave,E Cherry St,NS,N,SEA,8,952,0.6,4.4,0,0,3.1
243,157,13430,4,AM,3,L,O,Bellevue Ave E,E Denny Way,NS,S,SEA,3,375,1.1,3.3,0.1,0.3,12.2
243,157,12720,4,AM,3,L,I,E Cherry St,32nd Ave,FS,N,SEA,8,956,1.6,13,0,0,4.8
243,157,13441,5,AM,3,L,O,Bellevue Ave,E Olive Way,FS,S,SEA,3,375,0.7,2.2,0.1,0.2,12.8
243,157,12740,5,AM,3,L,I,E Cherry St,Martin L King Jr Way,NS,N,SEA,8,956,1.3,10.4,0.2,1.4,5.8
243,157,11100,6,AM,3,L,O,E Pine St,Bellevue Ave,FS,S,SEA,3,375,1,3.1,0.4,1.2,13.5
243,157,12760,6,AM,3,L,I,E Cherry St,25th Ave,FS,N,SEA,8,956,0.6,4.8,0.2,1.8,6.2
243,157,1085,7,AM,3,L,O,Pine St,9th Ave,FS,S,SEA,3,375,0.1,0.4,1.2,3.7,12.3
243,157,12770,7,AM,3,L,I,23rd Ave,E Cherry St,FS,N,SEA,8,956,0.7,5.7,0.1,0.8,6.8
243,157,1110,8,AM,3,L,O,Pine St,5th Ave,NS,S,SEA,3,374,0.2,0.6,4.1,12.3,8.4
243,157,12780,8,AM,3,L,I,E Jefferson St,23rd Ave,FS,N,SEA,8,956,1.4,10.8,0.2,1.9,7.9
243,157,12790,9,AM,3,L,I,E Jefferson St,21st Ave,FS,N,SEA,8,956,1.3,10.3,0,0,9.2
243,157,430,9,AM,3,L,O,3rd Ave,Pine St,NS,S,SEA,5,624,1.6,8,0,0,1.6
243,157,12805,10,AM,3,L,I,E Jefferson St,18th Ave,FS,N,SEA,8,956,1.7,13.6,0.5,3.7,10.4
243,157,450,10,AM,3,L,O,3rd Ave,Union St,FS,S,SEA,8,1001,2,15.8,0.9,7.1,5.2
