DateValue - Year,DateValue - Month,"Direction, Friendly",LongName,Line_Temp,BoardingCnt,AlightingCnt,stationCode,
2025,May,,Redmond Technology,2 Line,2583,2559,263,
2025,May,,Overlake Village,2 Line,1094,2086,262,
2025,May,,BelRed,2 Line,962,1950,261,
2025,May,,Spring District,2 Line,2203,1619,260,
2025,May,,Wilburton,2 Line,1294,881,259,
2025,May,,Bellevue Downtown,2 Line,7527,1412,258,
2025,May,,East Main,2 Line,1232,358,257,
2025,May,,South Bellevue,2 Line,7159,138,256,
2025,May,East,Redmond Technology,2 Line,468,2081,263,
2025,May,East,Overlake Village,2 Line,83,755,262,
2025,May,East,BelRed,2 Line,142,728,261,
2025,May,East,Spring District,2 Line,595,541,260,
2025,May,East,Wilburton,2 Line,238,240,259,
2025,May,East,Bellevue Downtown,2 Line,1708,394,258,
2025,May,East,East Main,2 Line,331,112,257,
2025,May,East,South Bellevue,2 Line,1921,40,256,
2025,May,West,Redmond Technology,2 Line,4683,2784,263,
2025,May,West,Overlake Village,2 Line,2712,1290,262,
2025,May,West,BelRed,2 Line,2762,1088,261,
2025,May,West,Spring District,2 Line,2469,2918,260,
2025,May,West,Wilburton,2 Line,1173,1463,259,
2025,May,West,Bellevue Downtown,2 Line,1493,9853,258,
2025,May,West,East Main,2 Line,406,1176,257,
2025,May,West,South Bellevue,2 Line,320,9750,256,
