service_id,date,exception_type
61200,20250415,1
61200,20250624,1
61200,20250819,1
61200,20250805,1
61200,20250812,1
61200,20250729,1
61200,20250527,1
61200,20250722,1
61200,20250708,1
61200,20250715,1
61200,20250701,1
61200,20250423,2
61200,20250521,2
61200,20250514,2
61200,20250611,2
61200,20250604,2
61200,20250507,2
61200,20250528,2
61200,20250430,2
61200,20250618,2
61200,20250709,1
61200,20250716,1
61200,20250702,1
61200,20250827,1
61200,20250625,1
61200,20250416,1
61200,20250820,1
61200,20250806,1
61200,20250813,1
61200,20250730,1
61200,20250723,1
61200,20250424,2
61200,20250522,2
61200,20250612,2
61200,20250515,2
61200,20250605,2
61200,20250508,2
61200,20250501,2
61200,20250529,2
61200,20250807,1
61200,20250724,1
61200,20250710,1
61200,20250717,1
61200,20250703,1
61200,20250828,1
61200,20250417,1
61200,20250626,1
61200,20250821,1
61200,20250619,1
61200,20250814,1
61200,20250731,1
61200,20250425,2
61200,20250613,2
61200,20250516,2
61200,20250509,2
61200,20250606,2
61200,20250704,2
61200,20250502,2
61200,20250530,2
61200,20250620,1
61200,20250815,1
61200,20250801,1
61200,20250523,1
61200,20250808,1
61200,20250725,1
61200,20250711,1
61200,20250718,1
61200,20250829,1
61200,20250418,1
61200,20250627,1
61200,20250822,1
50038,20250526,2
50038,20250414,2
50038,20250407,1
50038,20250602,1
50038,20250519,1
50038,20250512,1
50038,20250428,1
50038,20250505,1
50038,20250421,1
50038,20250616,1
50038,20250609,1
50038,20250331,1
50038,20250415,2
50038,20250527,2
50038,20250617,1
50038,20250429,1
50038,20250610,1
50038,20250401,1
50038,20250408,1
50038,20250603,1
50038,20250520,1
50038,20250513,1
50038,20250506,1
50038,20250422,1
50038,20250416,2
50038,20250507,1
50038,20250423,1
50038,20250430,1
50038,20250611,1
50038,20250402,1
50038,20250618,1
50038,20250409,1
50038,20250604,1
50038,20250521,1
50038,20250528,1
50038,20250514,1
50038,20250417,2
50038,20250522,1
50038,20250529,1
50038,20250515,1
50038,20250508,1
50038,20250424,1
50038,20250501,1
50038,20250612,1
50038,20250403,1
50038,20250410,1
50038,20250605,1
50038,20250523,2
50038,20250418,2
50038,20250404,1
50038,20250411,1
50038,20250606,1
50038,20250530,1
50038,20250516,1
50038,20250509,1
50038,20250425,1
50038,20250502,1
50038,20250613,1
46650,20250526,2
46650,20250414,2
46650,20250421,1
46650,20250602,1
46650,20250407,1
46650,20250519,1
46650,20250331,1
46650,20250512,1
46650,20250505,1
46650,20250428,1
46650,20250415,2
46650,20250429,1
46650,20250401,1
46650,20250408,1
46650,20250603,1
46650,20250520,1
46650,20250527,1
46650,20250513,1
46650,20250506,1
46650,20250422,1
46650,20250416,2
46650,20250507,1
46650,20250423,1
46650,20250430,1
46650,20250402,1
46650,20250409,1
46650,20250604,1
46650,20250521,1
46650,20250528,1
46650,20250514,1
46650,20250417,2
46650,20250522,1
46650,20250529,1
46650,20250515,1
46650,20250508,1
46650,20250424,1
46650,20250501,1
46650,20250403,1
46650,20250410,1
46650,20250605,1
46650,20250418,2
46650,20250404,1
46650,20250411,1
46650,20250606,1
46650,20250523,1
46650,20250530,1
46650,20250516,1
46650,20250509,1
46650,20250425,1
46650,20250502,1
45767,20250526,2
45767,20250414,2
45767,20250421,1
45767,20250602,1
45767,20250407,1
45767,20250519,1
45767,20250331,1
45767,20250512,1
45767,20250505,1
45767,20250428,1
45767,20250415,2
45767,20250429,1
45767,20250401,1
45767,20250408,1
45767,20250603,1
45767,20250520,1
45767,20250527,1
45767,20250513,1
45767,20250506,1
45767,20250422,1
45767,20250416,2
45767,20250507,1
45767,20250423,1
45767,20250430,1
45767,20250402,1
45767,20250409,1
45767,20250604,1
45767,20250521,1
45767,20250528,1
45767,20250514,1
45767,20250417,2
45767,20250522,1
45767,20250529,1
45767,20250515,1
45767,20250508,1
45767,20250424,1
45767,20250501,1
45767,20250403,1
45767,20250410,1
45767,20250605,1
45767,20250425,2
45767,20250418,2
45767,20250509,1
45767,20250502,1
45767,20250606,1
45767,20250530,1
45767,20250411,1
45767,20250523,1
45767,20250404,1
45767,20250516,1
39029,20250526,2
39029,20250414,2
39029,20250407,1
39029,20250602,1
39029,20250519,1
39029,20250512,1
39029,20250428,1
39029,20250505,1
39029,20250421,1
39029,20250616,1
39029,20250609,1
39029,20250331,1
39029,20250415,2
39029,20250617,1
39029,20250429,1
39029,20250610,1
39029,20250401,1
39029,20250408,1
39029,20250603,1
39029,20250520,1
39029,20250527,1
39029,20250513,1
39029,20250506,1
39029,20250422,1
39029,20250417,2
39029,20250522,1
39029,20250529,1
39029,20250515,1
39029,20250508,1
39029,20250424,1
39029,20250501,1
39029,20250612,1
39029,20250403,1
39029,20250410,1
39029,20250605,1
39029,20250418,2
39029,20250404,1
39029,20250411,1
39029,20250606,1
39029,20250523,1
39029,20250530,1
39029,20250516,1
39029,20250509,1
39029,20250425,1
39029,20250502,1
39029,20250613,1
37085,20250526,2
37085,20250414,2
37085,20250407,1
37085,20250602,1
37085,20250519,1
37085,20250512,1
37085,20250428,1
37085,20250505,1
37085,20250421,1
37085,20250616,1
37085,20250609,1
37085,20250331,1
37085,20250415,2
37085,20250527,2
37085,20250617,1
37085,20250429,1
37085,20250610,1
37085,20250401,1
37085,20250408,1
37085,20250603,1
37085,20250520,1
37085,20250513,1
37085,20250506,1
37085,20250422,1
37085,20250417,2
37085,20250522,1
37085,20250529,1
37085,20250515,1
37085,20250508,1
37085,20250424,1
37085,20250501,1
37085,20250612,1
37085,20250403,1
37085,20250410,1
37085,20250605,1
37085,20250523,2
37085,20250418,2
37085,20250404,1
37085,20250411,1
37085,20250606,1
37085,20250530,1
37085,20250516,1
37085,20250509,1
37085,20250425,1
37085,20250502,1
37085,20250613,1
23074,20250609,2
23074,20250512,2
23074,20250804,2
23074,20250707,2
23074,20250407,2
23074,20250505,2
23074,20250602,2
23074,20250630,2
23074,20250728,2
23074,20250623,2
23074,20250721,2
23074,20250818,2
23074,20250714,2
23074,20250811,2
23074,20250428,2
23074,20250421,2
23074,20250616,2
23074,20250519,2
23074,20250414,2
23074,20250526,1
23074,20250425,2
23074,20250523,2
23074,20250418,2
23074,20250613,2
23074,20250516,2
23074,20250711,2
23074,20250411,2
23074,20250509,2
23074,20250606,2
23074,20250801,2
23074,20250502,2
23074,20250530,2
23074,20250627,2
23074,20250725,2
23074,20250822,2
23074,20250718,2
23074,20250620,2
23074,20250815,2
23074,20250808,2
23074,20250704,1
22285,20250609,2
22285,20250512,2
22285,20250804,2
22285,20250707,2
22285,20250407,2
22285,20250505,2
22285,20250602,2
22285,20250630,2
22285,20250728,2
22285,20250623,2
22285,20250721,2
22285,20250818,2
22285,20250714,2
22285,20250811,2
22285,20250428,2
22285,20250421,2
22285,20250616,2
22285,20250519,2
22285,20250414,2
22285,20250526,1
12953,20250416,2
12953,20250507,1
12953,20250423,1
12953,20250430,1
12953,20250611,1
12953,20250402,1
12953,20250618,1
12953,20250409,1
12953,20250604,1
12953,20250521,1
12953,20250528,1
12953,20250514,1
12304,20250416,2
12304,20250507,1
12304,20250423,1
12304,20250430,1
12304,20250611,1
12304,20250402,1
12304,20250409,1
12304,20250604,1
12304,20250521,1
12304,20250528,1
12304,20250514,1
