service_id,date,exception_type
112027,20250526,2
112027,20250609,1
112027,20250512,1
112027,20250804,1
112027,20250707,1
112027,20250407,1
112027,20250505,1
112027,20250602,1
112027,20250630,1
112027,20250728,1
112027,20250825,1
112027,20250623,1
112027,20250721,1
112027,20250818,1
112027,20250714,1
112027,20250811,1
112027,20250331,1
112027,20250428,1
112027,20250421,1
112027,20250616,1
112027,20250519,1
112027,20250414,1
111238,20250526,2
111238,20250609,1
111238,20250512,1
111238,20250804,1
111238,20250707,1
111238,20250407,1
111238,20250505,1
111238,20250602,1
111238,20250630,1
111238,20250728,1
111238,20250825,1
111238,20250623,1
111238,20250721,1
111238,20250818,1
111238,20250714,1
111238,20250811,1
111238,20250331,1
111238,20250428,1
111238,20250421,1
111238,20250616,1
111238,20250519,1
111238,20250414,1
111238,20250704,2
111238,20250404,1
111238,20250425,1
111238,20250523,1
111238,20250418,1
111238,20250613,1
111238,20250516,1
111238,20250711,1
111238,20250411,1
111238,20250509,1
111238,20250606,1
111238,20250801,1
111238,20250829,1
111238,20250502,1
111238,20250530,1
111238,20250627,1
111238,20250725,1
111238,20250822,1
111238,20250718,1
111238,20250620,1
111238,20250815,1
111238,20250808,1
74153,20250609,2
74153,20250512,2
74153,20250407,2
74153,20250505,2
74153,20250602,2
74153,20250526,2
74153,20250428,2
74153,20250421,2
74153,20250616,2
74153,20250519,2
74153,20250804,1
74153,20250811,1
74153,20250728,1
74153,20250721,1
74153,20250707,1
74153,20250714,1
74153,20250630,1
74153,20250825,1
74153,20250623,1
74153,20250414,1
74153,20250818,1
74153,20250422,2
74153,20250520,2
74153,20250617,2
74153,20250513,2
74153,20250610,2
74153,20250408,2
74153,20250506,2
74153,20250603,2
74153,20250429,2
74153,20250826,1
74153,20250415,1
74153,20250624,1
74153,20250819,1
74153,20250805,1
74153,20250812,1
74153,20250729,1
74153,20250527,1
74153,20250722,1
74153,20250708,1
74153,20250715,1
74153,20250701,1
74153,20250403,2
74153,20250424,2
74153,20250522,2
74153,20250612,2
74153,20250515,2
74153,20250410,2
74153,20250605,2
74153,20250508,2
74153,20250501,2
74153,20250529,2
74153,20250807,1
74153,20250724,1
74153,20250710,1
74153,20250717,1
74153,20250703,1
74153,20250828,1
74153,20250417,1
74153,20250626,1
74153,20250821,1
74153,20250619,1
74153,20250814,1
74153,20250731,1
74153,20250404,2
74153,20250425,2
74153,20250613,2
74153,20250516,2
74153,20250411,2
74153,20250509,2
74153,20250606,2
74153,20250704,2
74153,20250502,2
74153,20250530,2
74153,20250620,1
74153,20250815,1
74153,20250801,1
74153,20250523,1
74153,20250808,1
74153,20250725,1
74153,20250711,1
74153,20250718,1
74153,20250829,1
74153,20250418,1
74153,20250627,1
74153,20250822,1
65471,20250512,2
65471,20250505,2
65471,20250602,2
65471,20250526,2
65471,20250428,2
65471,20250421,2
65471,20250519,2
65471,20250804,1
65471,20250811,1
65471,20250728,1
65471,20250721,1
65471,20250707,1
65471,20250714,1
65471,20250630,1
65471,20250825,1
65471,20250616,1
65471,20250623,1
65471,20250414,1
65471,20250818,1
65471,20250609,1
65471,20250422,2
65471,20250520,2
65471,20250513,2
65471,20250506,2
65471,20250603,2
65471,20250527,2
65471,20250429,2
65471,20250826,1
65471,20250617,1
65471,20250415,1
65471,20250624,1
65471,20250819,1
65471,20250610,1
65471,20250805,1
65471,20250812,1
65471,20250729,1
65471,20250722,1
65471,20250708,1
65471,20250715,1
65471,20250701,1
65471,20250423,2
65471,20250521,2
65471,20250514,2
65471,20250604,2
65471,20250507,2
65471,20250528,2
65471,20250430,2
65471,20250709,1
65471,20250716,1
65471,20250702,1
65471,20250827,1
65471,20250625,1
65471,20250416,1
65471,20250820,1
65471,20250611,1
65471,20250806,1
65471,20250618,1
65471,20250813,1
65471,20250730,1
65471,20250723,1
65471,20250424,2
65471,20250522,2
65471,20250515,2
65471,20250605,2
65471,20250508,2
65471,20250501,2
65471,20250529,2
65471,20250807,1
65471,20250724,1
65471,20250710,1
65471,20250717,1
65471,20250703,1
65471,20250828,1
65471,20250417,1
65471,20250626,1
65471,20250821,1
65471,20250612,1
65471,20250619,1
65471,20250814,1
65471,20250731,1
65471,20250523,2
65471,20250516,2
65471,20250509,2
65471,20250606,2
65471,20250704,2
65471,20250502,2
65471,20250530,2
65471,20250620,1
65471,20250815,1
65471,20250801,1
65471,20250808,1
65471,20250725,1
65471,20250711,1
65471,20250718,1
65471,20250425,1
65471,20250829,1
65471,20250418,1
65471,20250627,1
65471,20250822,1
65471,20250613,1
64588,20250512,2
64588,20250505,2
64588,20250602,2
64588,20250526,2
64588,20250428,2
64588,20250421,2
64588,20250519,2
64588,20250804,1
64588,20250811,1
64588,20250728,1
64588,20250721,1
64588,20250707,1
64588,20250714,1
64588,20250630,1
64588,20250825,1
64588,20250616,1
64588,20250623,1
64588,20250414,1
64588,20250818,1
64588,20250609,1
64588,20250422,2
64588,20250520,2
64588,20250513,2
64588,20250506,2
64588,20250603,2
64588,20250527,2
64588,20250429,2
64588,20250826,1
64588,20250617,1
64588,20250415,1
64588,20250624,1
64588,20250819,1
64588,20250610,1
64588,20250805,1
64588,20250812,1
64588,20250729,1
64588,20250722,1
64588,20250708,1
64588,20250715,1
64588,20250701,1
64588,20250423,2
64588,20250521,2
64588,20250514,2
64588,20250604,2
64588,20250507,2
64588,20250528,2
64588,20250430,2
64588,20250709,1
64588,20250716,1
64588,20250702,1
64588,20250827,1
64588,20250625,1
64588,20250416,1
64588,20250820,1
64588,20250611,1
64588,20250806,1
64588,20250618,1
64588,20250813,1
64588,20250730,1
64588,20250723,1
64588,20250424,2
64588,20250522,2
64588,20250515,2
64588,20250605,2
64588,20250508,2
64588,20250501,2
64588,20250529,2
64588,20250807,1
64588,20250724,1
64588,20250710,1
64588,20250717,1
64588,20250703,1
64588,20250828,1
64588,20250417,1
64588,20250626,1
64588,20250821,1
64588,20250612,1
64588,20250619,1
64588,20250814,1
64588,20250731,1
64588,20250425,2
64588,20250523,2
64588,20250516,2
64588,20250509,2
64588,20250606,2
64588,20250704,2
64588,20250502,2
64588,20250530,2
64588,20250620,1
64588,20250815,1
64588,20250801,1
64588,20250808,1
64588,20250725,1
64588,20250711,1
64588,20250718,1
64588,20250829,1
64588,20250418,1
64588,20250627,1
64588,20250822,1
64588,20250613,1
61200,20250609,2
61200,20250512,2
61200,20250505,2
61200,20250602,2
61200,20250526,2
61200,20250428,2
61200,20250421,2
61200,20250616,2
61200,20250519,2
61200,20250804,1
61200,20250811,1
61200,20250728,1
61200,20250721,1
61200,20250707,1
61200,20250714,1
61200,20250630,1
61200,20250825,1
61200,20250623,1
61200,20250414,1
61200,20250818,1
61200,20250422,2
61200,20250520,2
61200,20250617,2
61200,20250513,2
61200,20250610,2
61200,20250506,2
61200,20250603,2
61200,20250429,2
61200,20250826,1
