SERVICE_RTE_NUM,INBD_OUTBD_CD,DAY_PART_CD,STOP_ID,STOP_NAME,DAY_TYPE,STOP_SEQUENCE_NUM,AVG_TRIP_BOARDINGS,AVG_TOTAL_BOARDINGS,AVG_TRIP_ALIGHTINGS,AVG_TOTAL_ALIGHTINGS,AVG_TRIP_DEPARTING_LOAD
702,I,AM,3035,Canyon Park Park & Ride Station,Sunday,0,1.036,7.250,0.000,0.000,1.036
702,I,AM,3033,220th St SE NB Station,Sunday,1,0.679,4.750,0.000,0.000,1.714
702,I,AM,3032,208th St SE NB Station,Sunday,2,1.107,7.750,0.286,2.000,2.536
702,I,AM,3031,196th St SE NB Station,Sunday,3,0.857,6.000,0.179,1.250,3.214
702,I,AM,3030,180th St SE NB Station,Sunday,4,0.607,4.250,0.107,0.750,3.714
702,I,AM,3029,164th St SE NB Station,Sunday,5,0.500,3.500,0.571,4.000,3.643
702,I,AM,3028,153rd St SE NB Station,Sunday,6,0.036,0.250,0.357,2.500,3.321
702,I,AM,3027,Trillium Blvd NB Station,Sunday,7,0.071,0.500,0.000,0.000,3.071
702,I,AM,3026,16th Ave SE NB Station,Sunday,8,0.792,4.750,0.625,3.750,3.458
702,I,AM,3025,Dumas Rd NB Station,Sunday,9,0.292,1.750,0.208,1.250,3.542
702,I,AM,3024,3rd Ave SE NB Station,Sunday,10,0.167,1.000,0.500,3.000,3.208
702,I,AM,3023,4th Ave W NB Station,Sunday,11,1.208,7.250,0.625,3.750,3.792
702,I,AM,3022,Gibson Rd NB Station,Sunday,12,0.250,1.500,0.292,1.750,3.750
702,I,AM,3021,Hwy 99 NB Station,Sunday,13,0.333,2.000,2.458,14.750,1.625
702,I,AM,3020,112th St SW NB Station,Sunday,14,0.042,0.250,0.458,2.750,1.208
702,I,AM,3019,100th St SW NB Station,Sunday,15,0.000,0.000,0.000,0.000,1.208
702,I,AM,3018,Kasch Park Rd NB Station,Sunday,16,0.000,0.000,0.167,1.000,1.042
702,I,AM,3017,Seaway Transit Center Station,Sunday,17,0.000,0.000,0.875,5.250,0.000
702,I,MID,3017,Seaway Transit Center Station,Sunday,17,0.000,0.000,2.125,38.250,0.000
702,I,MID,3026,16th Ave SE NB Station,Sunday,8,2.486,44.750,0.972,17.500,6.514
702,I,MID,3025,Dumas Rd NB Station,Sunday,9,0.708,12.750,0.264,4.750,6.958
702,I,MID,3024,3rd Ave SE NB Station,Sunday,10,0.847,15.250,0.250,4.500,7.556
702,I,MID,3023,4th Ave W NB Station,Sunday,11,3.083,55.500,2.083,37.500,8.556
702,I,MID,3022,Gibson Rd NB Station,Sunday,12,0.528,9.500,0.556,10.000,8.528
702,I,MID,3021,Hwy 99 NB Station,Sunday,13,0.639,11.500,6.250,112.500,2.917
702,I,MID,3020,112th St SW NB Station,Sunday,14,0.042,0.750,0.292,5.250,2.667
702,I,MID,3019,100th St SW NB Station,Sunday,15,0.167,3.000,0.167,3.000,2.667
702,I,MID,3018,Kasch Park Rd NB Station,Sunday,16,0.000,0.000,0.417,7.500,2.250
702,I,MID,3035,Canyon Park Park & Ride Station,Sunday,0,2.000,36.000,0.000,0.000,2.000
702,I,MID,3033,220th St SE NB Station,Sunday,1,0.528,9.500,0.014,0.250,2.514
702,I,MID,3032,208th St SE NB Station,Sunday,2,2.194,39.500,0.431,7.750,4.278
702,I,MID,3031,196th St SE NB Station,Sunday,3,1.097,19.750,0.375,6.750,5.000
702,I,MID,3030,180th St SE NB Station,Sunday,4,1.472,26.500,0.500,9.000,5.972
702,I,MID,3029,164th St SE NB Station,Sunday,5,1.042,18.750,1.528,27.500,5.486
702,I,MID,3028,153rd St SE NB Station,Sunday,6,0.556,10.000,0.889,16.000,5.153
702,I,MID,3027,Trillium Blvd NB Station,Sunday,7,0.224,4.250,0.184,3.500,4.868
702,I,PM,3017,Seaway Transit Center Station,Sunday,17,0.000,0.000,2.442,31.750,0.000
702,I,PM,3026,16th Ave SE NB Station,Sunday,8,2.688,32.250,1.562,18.750,8.562
702,I,PM,3025,Dumas Rd NB Station,Sunday,9,1.104,13.250,0.542,6.500,9.125
702,I,PM,3024,3rd Ave SE NB Station,Sunday,10,0.562,6.750,0.646,7.750,9.042
702,I,PM,3023,4th Ave W NB Station,Sunday,11,4.354,52.250,2.583,31.000,10.812
702,I,PM,3022,Gibson Rd NB Station,Sunday,12,0.542,6.500,1.208,14.500,10.146
702,I,PM,3021,Hwy 99 NB Station,Sunday,13,0.542,6.500,7.417,89.000,3.271
702,I,PM,3020,112th St SW NB Station,Sunday,14,0.146,1.750,0.333,4.000,3.083
702,I,PM,3019,100th St SW NB Station,Sunday,15,0.000,0.000,0.146,1.750,2.938
702,I,PM,3018,Kasch Park Rd NB Station,Sunday,16,0.000,0.000,0.417,5.000,2.479
702,I,PM,3035,Canyon Park Park & Ride Station,Sunday,0,3.375,40.500,0.000,0.000,3.375
702,I,PM,3033,220th St SE NB Station,Sunday,1,0.542,6.500,0.042,0.500,3.875
702,I,PM,3032,208th St SE NB Station,Sunday,2,3.083,37.000,0.438,5.250,6.521
702,I,PM,3031,196th St SE NB Station,Sunday,3,0.750,9.000,0.542,6.500,6.729
702,I,PM,3030,180th St SE NB Station,Sunday,4,1.958,23.500,0.625,7.500,8.062
702,I,PM,3029,164th St SE NB Station,Sunday,5,1.083,13.000,1.333,16.000,7.812
702,I,PM,3028,153rd St SE NB Station,Sunday,6,0.896,10.750,0.875,10.500,7.833
702,I,PM,3027,Trillium Blvd NB Station,Sunday,7,0.423,5.500,0.750,9.750,6.904
702,I,XEV,3017,Seaway Transit Center Station,Sunday,17,0.000,0.000,1.972,17.750,0.000
702,I,XEV,3026,16th Ave SE NB Station,Sunday,8,3.156,25.250,1.375,11.000,9.125
702,I,XEV,3025,Dumas Rd NB Station,Sunday,9,0.625,5.000,0.312,2.500,9.438
702,I,XEV,3024,3rd Ave SE NB Station,Sunday,10,0.906,7.250,0.438,3.500,9.906
702,I,XEV,3023,4th Ave W NB Station,Sunday,11,3.594,28.750,2.812,22.500,10.688
702,I,XEV,3022,Gibson Rd NB Station,Sunday,12,0.469,3.750,1.125,9.000,10.031
702,I,XEV,3021,Hwy 99 NB Station,Sunday,13,0.844,6.750,7.531,60.250,3.344
702,I,XEV,3020,112th St SW NB Station,Sunday,14,0.031,0.250,0.656,5.250,2.719
702,I,XEV,3019,100th St SW NB Station,Sunday,15,0.000,0.000,0.031,0.250,2.688
702,I,XEV,3018,Kasch Park Rd NB Station,Sunday,16,0.028,0.250,0.639,5.750,1.833
702,I,XEV,3035,Canyon Park Park & Ride Station,Sunday,0,2.643,18.500,0.000,0.000,2.643
702,I,XEV,3033,220th St SE NB Station,Sunday,1,0.429,3.000,0.000,0.000,3.071
702,I,XEV,3032,208th St SE NB Station,Sunday,2,3.321,23.250,0.107,0.750,6.286
702,I,XEV,3031,196th St SE NB Station,Sunday,3,1.357,9.500,0.750,5.250,6.893
702,I,XEV,3030,180th St SE NB Station,Sunday,4,1.071,7.500,0.857,6.000,7.107
702,I,XEV,3029,164th St SE NB Station,Sunday,5,1.679,11.750,1.714,12.000,7.071
702,I,XEV,3028,153rd St SE NB Station,Sunday,6,0.750,5.250,0.393,2.750,7.429
702,I,XEV,3027,Trillium Blvd NB Station,Sunday,7,0.375,3.000,0.531,4.250,6.750
702,O,AM,3017,Seaway Transit Center Station,Sunday,0,1.292,7.750,0.000,0.000,1.292
702,O,AM,3037,Kasch Park Rd SB Station,Sunday,1,0.417,2.500,0.000,0.000,1.708
702,O,AM,3038,100th St SW SB Station,Sunday,2,0.083,0.500,0.000,0.000,1.792
702,O,AM,3039,112th St SW SB Station,Sunday,3,0.333,2.000,0.167,1.000,1.958
702,O,AM,3040,Hwy 99 SB Station,Sunday,4,6.083,36.500,0.375,2.250,7.667
702,O,AM,3041,Gibson Rd SB Station,Sunday,5,0.542,3.250,0.292,1.750,7.917
702,O,AM,3042,4th Ave W SB Station,Sunday,6,2.417,14.500,2.583,15.500,7.750
702,O,AM,3043,3rd Ave SE SB Station,Sunday,7,0.542,3.250,0.250,1.500,8.042
702,O,AM,3044,Dumas Rd SB Station,Sunday,8,0.042,0.250,0.208,1.250,7.333
702,O,AM,3045,16th Ave SE SB Station,Sunday,9,0.917,5.500,2.125,12.750,6.000
702,O,AM,3046,Trillium Blvd SB Station,Sunday,10,0.250,1.250,0.500,2.500,6.250
702,O,AM,3047,153rd St SE SB Station,Sunday,11,0.100,0.500,0.500,2.500,5.850
702,O,AM,3048,164th St SE SB Station,Sunday,12,0.500,2.500,0.700,3.500,5.650
702,O,AM,3049,180th St SE SB Station,Sunday,13,0.650,3.250,0.250,1.250,6.050
702,O,AM,3050,196th St SE SB Station,Sunday,14,0.100,0.500,0.600,3.000,5.550
702,O,AM,3051,208th St SE SB Station,Sunday,15,0.550,2.750,2.400,12.000,3.700
702,O,AM,3035,Canyon Park Park & Ride Station,Sunday,16,0.000,0.000,3.700,18.500,0.000
702,O,MID,3045,16th Ave SE SB Station,Sunday,9,0.833,15.000,2.792,50.250,5.417
702,O,MID,3046,Trillium Blvd SB Station,Sunday,10,0.361,6.500,0.514,9.250,5.458
702,O,MID,3047,153rd St SE SB Station,Sunday,11,0.417,7.500,0.972,17.500,4.903
702,O,MID,3048,164th St SE SB Station,Sunday,12,1.208,21.750,0.819,14.750,5.292
702,O,MID,3049,180th St SE SB Station,Sunday,13,0.597,10.750,0.944,17.000,4.944
702,O,MID,3050,196th St SE SB Station,Sunday,14,0.361,6.500,0.625,11.250,4.681
702,O,MID,3051,208th St SE SB Station,Sunday,15,0.278,5.000,2.167,39.000,2.792
702,O,MID,3035,Canyon Park Park & Ride Station,Sunday,16,0.000,0.000,2.721,46.250,0.000
702,O,MID,3017,Seaway Transit Center Station,Sunday,0,1.806,32.500,0.000,0.000,1.806
702,O,MID,3037,Kasch Park Rd SB Station,Sunday,1,0.389,7.000,0.056,1.000,2.139
702,O,MID,3038,100th St SW SB Station,Sunday,2,0.097,1.750,0.167,3.000,2.069
702,O,MID,3039,112th St SW SB Station,Sunday,3,0.403,7.250,0.000,0.000,2.472
702,O,MID,3040,Hwy 99 SB Station,Sunday,4,5.875,105.750,0.542,9.750,7.806
702,O,MID,3041,Gibson Rd SB Station,Sunday,5,0.722,13.000,0.431,7.750,8.097
702,O,MID,3042,4th Ave W SB Station,Sunday,6,2.056,37.000,2.472,44.500,7.681
702,O,MID,3043,3rd Ave SE SB Station,Sunday,7,0.361,6.500,0.444,8.000,7.597
702,O,MID,3044,Dumas Rd SB Station,Sunday,8,0.632,12.000,0.500,9.500,7.355
702,O,PM,3035,Canyon Park Park & Ride Station,Sunday,16,0.000,0.000,3.423,44.500,0.000
702,O,PM,3045,16th Ave SE SB Station,Sunday,9,1.458,17.500,2.604,31.250,6.854
702,O,PM,3046,Trillium Blvd SB Station,Sunday,10,0.833,10.000,0.854,10.250,6.833
702,O,PM,3047,153rd St SE SB Station,Sunday,11,0.458,5.500,0.625,7.500,6.667
702,O,PM,3048,164th St SE SB Station,Sunday,12,1.438,17.250,1.521,18.250,6.583
702,O,PM,3049,180th St SE SB Station,Sunday,13,0.500,6.000,1.500,18.000,5.583
702,O,PM,3050,196th St SE SB Station,Sunday,14,0.417,5.000,0.750,9.000,5.250
702,O,PM,3051,208th St SE SB Station,Sunday,15,0.146,1.750,2.021,24.250,3.375
702,O,PM,3017,Seaway Transit Center Station,Sunday,0,2.646,31.750,0.000,0.000,2.646
702,O,PM,3037,Kasch Park Rd SB Station,Sunday,1,0.500,6.000,0.000,0.000,3.146
702,O,PM,3038,100th St SW SB Station,Sunday,2,0.167,2.000,0.000,0.000,3.312
702,O,PM,3039,112th St SW SB Station,Sunday,3,0.167,2.000,0.083,1.000,3.396
702,O,PM,3040,Hwy 99 SB Station,Sunday,4,7.188,86.250,0.625,7.500,9.958
702,O,PM,3041,Gibson Rd SB Station,Sunday,5,1.021,12.250,0.646,7.750,10.333
702,O,PM,3042,4th Ave W SB Station,Sunday,6,2.271,27.250,4.146,49.750,8.458
702,O,PM,3043,3rd Ave SE SB Station,Sunday,7,0.646,7.750,0.812,9.750,8.104
702,O,PM,3044,Dumas Rd SB Station,Sunday,8,0.173,2.250,0.519,6.750,6.962
702,O,XEV,3044,Dumas Rd SB Station,Sunday,8,0.531,4.250,0.750,6.000,7.688
702,O,XEV,3045,16th Ave SE SB Station,Sunday,9,1.594,12.750,3.969,31.750,5.594
702,O,XEV,3046,Trillium Blvd SB Station,Sunday,10,0.438,3.500,0.844,6.750,5.188
702,O,XEV,3047,153rd St SE SB Station,Sunday,11,0.844,6.750,0.656,5.250,5.375
702,O,XEV,3048,164th St SE SB Station,Sunday,12,1.969,15.750,1.156,9.250,6.188
702,O,XEV,3049,180th St SE SB Station,Sunday,13,0.562,4.500,1.719,13.750,5.031
702,O,XEV,3050,196th St SE SB Station,Sunday,14,0.562,4.500,1.094,8.750,4.500
702,O,XEV,3051,208th St SE SB Station,Sunday,15,0.094,0.750,2.469,19.750,2.125
702,O,XEV,3035,Canyon Park Park & Ride Station,Sunday,16,0.000,0.000,2.125,17.000,0.000
702,O,XEV,3017,Seaway Transit Center Station,Sunday,0,3.107,21.750,0.000,0.000,3.107
702,O,XEV,3037,Kasch Park Rd SB Station,Sunday,1,0.393,2.750,0.000,0.000,3.500
702,O,XEV,3038,100th St SW SB Station,Sunday,2,0.071,0.500,0.000,0.000,3.571
702,O,XEV,3039,112th St SW SB Station,Sunday,3,0.393,2.750,0.071,0.500,3.893
702,O,XEV,3040,Hwy 99 SB Station,Sunday,4,8.821,61.750,0.964,6.750,11.750
702,O,XEV,3041,Gibson Rd SB Station,Sunday,5,0.250,1.750,0.750,5.250,11.250
702,O,XEV,3042,4th Ave W SB Station,Sunday,6,2.786,19.500,5.250,36.750,8.786
702,O,XEV,3043,3rd Ave SE SB Station,Sunday,7,0.375,3.000,1.062,8.500,7.281
